# Synthetic flood velocity hydrograph — case 048
# type=short  V_peak=1.023 m/s  lead_ratio=0.149  alpha_v=2.292  recession_ratio_v=2.268
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0013
30.0,0.0059
45.0,0.0144
60.0,0.0265
75.0,0.0422
90.0,0.0612
105.0,0.0832
120.0,0.1078
135.0,0.1348
150.0,0.1638
165.0,0.1946
180.0,0.2268
195.0,0.2601
210.0,0.2942
225.0,0.329
240.0,0.3641
255.0,0.3994
270.0,0.4347
285.0,0.4697
300.0,0.5043
315.0,0.5384
330.0,0.5718
345.0,0.6044
360.0,0.6361
375.0,0.6668
390.0,0.6964
405.0,0.7249
420.0,0.7522
435.0,0.7782
450.0,0.8029
465.0,0.8263
480.0,0.8483
495.0,0.869
510.0,0.8883
525.0,0.9063
540.0,0.9229
555.0,0.9381
570.0,0.952
585.0,0.9645
600.0,0.9758
615.0,0.9857
630.0,0.9944
645.0,1.0019
660.0,1.0082
675.0,1.0133
690.0,1.0173
705.0,1.0202
720.0,1.0221
735.0,1.0229
750.0,0.9963
765.0,0.9562
780.0,0.9176
795.0,0.8807
810.0,0.8452
825.0,0.8111
840.0,0.7784
855.0,0.747
870.0,0.7169
885.0,0.688
900.0,0.6603
915.0,0.6337
930.0,0.6082
945.0,0.5836
960.0,0.5601
975.0,0.5375
990.0,0.5159
1005.0,0.4951
1020.0,0.4751
1035.0,0.456
1050.0,0.4376
1065.0,0.42
1080.0,0.403
1095.0,0.3868
1110.0,0.3712
1125.0,0.3562
1140.0,0.3419
1155.0,0.3281
1170.0,0.3149
1185.0,0.3022
1200.0,0.29
1215.0,0.2783
1230.0,0.2671
1245.0,0.2563
1260.0,0.246
1275.0,0.2361
1290.0,0.2266
1305.0,0.2175
1320.0,0.2087
1335.0,0.2003
1350.0,0.1922
1365.0,0.1845
1380.0,0.177
1395.0,0.1699
1410.0,0.163
1425.0,0.1565
1440.0,0.1502
1455.0,0.1441
1470.0,0.1383
1485.0,0.1327
1500.0,0.1274
1515.0,0.1222
1530.0,0.1173
1545.0,0.1126
1560.0,0.1081
1575.0,0.1037
1590.0,0.0995
1605.0,0.0955
1620.0,0.0917
1635.0,0.088
1650.0,0.0844
1665.0,0.081
1680.0,0.0778
1695.0,0.0746
1710.0,0.0716
1725.0,0.0687
1740.0,0.066
1755.0,0.0633
1770.0,0.0607
1785.0,0.0583
1800.0,0.0559
1815.0,0.0537
1830.0,0.0515
1845.0,0.0495
1860.0,0.0475
1875.0,0.0455
1890.0,0.0437
1905.0,0.0419
1920.0,0.0403
1935.0,0.0386
1950.0,0.0371
1965.0,0.0356
1980.0,0.0341
1995.0,0.0328
2010.0,0.0315
2025.0,0.0302
2040.0,0.029
2055.0,0.0278
2070.0,0.0267
2085.0,0.0256
2100.0,0.0246
2115.0,0.0236
2130.0,0.0226
2145.0,0.0217
2160.0,0.0208
2175.0,0.02
2190.0,0.0192
2205.0,0.0184
2220.0,0.0177
2235.0,0.017
2250.0,0.0163
2265.0,0.0156
2280.0,0.015
2295.0,0.0144
2310.0,0.0138
2325.0,0.0133
2340.0,0.0127
2355.0,0.0122
2370.0,0.0117
2385.0,0.0112
2400.0,0.0108
2415.0,0.0104
2430.0,0.0099
2445.0,0.0095
2460.0,0.0092
2475.0,0.0088
2490.0,0.0084
2505.0,0.0081
2520.0,0.0078
2535.0,0.0075
2550.0,0.0072
2565.0,0.0069
2580.0,0.0066
2595.0,0.0063
2610.0,0.0061
2625.0,0.0058
2640.0,0.0056
2655.0,0.0054
2670.0,0.0051
2685.0,0.0049
2700.0,0.0047
2715.0,0.0045
2730.0,0.0044
2745.0,0.0042
2760.0,0.004
2775.0,0.0039
2790.0,0.0037
2805.0,0.0036
2820.0,0.0034
2835.0,0.0033
2850.0,0.0031
2865.0,0.003
2880.0,0.0029
2895.0,0.0028
2910.0,0.0027
2925.0,0.0026
2940.0,0.0025
2955.0,0.0024
2970.0,0.0023
2985.0,0.0022
3000.0,0.0021
3015.0,0.002
3030.0,0.0019
3045.0,0.0018
3060.0,0.0018
3075.0,0.0017
3090.0,0.0016
3105.0,0.0016
3180.0,0.0013
