# Synthetic flood velocity hydrograph — case 057
# type=short  V_peak=0.328 m/s  lead_ratio=0.156  alpha_v=2.699  recession_ratio_v=2.841
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0035
30.0,0.0189
45.0,0.0462
60.0,0.0822
75.0,0.1229
90.0,0.1646
105.0,0.2043
120.0,0.2399
135.0,0.2699
150.0,0.2937
165.0,0.311
180.0,0.3221
195.0,0.3274
210.0,0.309
225.0,0.2741
240.0,0.2431
255.0,0.2156
270.0,0.1912
285.0,0.1696
300.0,0.1504
315.0,0.1334
330.0,0.1183
345.0,0.1049
360.0,0.093
375.0,0.0825
390.0,0.0732
405.0,0.0649
420.0,0.0576
435.0,0.0511
450.0,0.0453
465.0,0.0402
480.0,0.0356
495.0,0.0316
510.0,0.028
525.0,0.0248
540.0,0.022
555.0,0.0195
570.0,0.0173
585.0,0.0154
600.0,0.0136
615.0,0.0121
630.0,0.0107
645.0,0.0095
660.0,0.0084
675.0,0.0075
690.0,0.0066
705.0,0.0059
720.0,0.0052
735.0,0.0046
750.0,0.0041
765.0,0.0036
780.0,0.0032
795.0,0.0029
810.0,0.0025
825.0,0.0023
840.0,0.002
855.0,0.0018
870.0,0.0016
885.0,0.0014
900.0,0.0012
915.0,0.0011
930.0,0.001
1005.0,0.0005
