# Synthetic flood velocity hydrograph — case 090
# type=short  V_peak=1.051 m/s  lead_ratio=0.049  alpha_v=2.468  recession_ratio_v=2.401
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0006
30.0,0.0033
45.0,0.0086
60.0,0.0166
75.0,0.0275
90.0,0.0413
105.0,0.0577
120.0,0.0766
135.0,0.0979
150.0,0.1214
165.0,0.1467
180.0,0.1738
195.0,0.2023
210.0,0.2321
225.0,0.2629
240.0,0.2946
255.0,0.3269
270.0,0.3597
285.0,0.3927
300.0,0.4259
315.0,0.459
330.0,0.4919
345.0,0.5245
360.0,0.5567
375.0,0.5883
390.0,0.6192
405.0,0.6494
420.0,0.6788
435.0,0.7072
450.0,0.7347
465.0,0.7612
480.0,0.7866
495.0,0.8109
510.0,0.8341
525.0,0.856
540.0,0.8768
555.0,0.8964
570.0,0.9148
585.0,0.9319
600.0,0.9479
615.0,0.9626
630.0,0.9761
645.0,0.9884
660.0,0.9996
675.0,1.0096
690.0,1.0184
705.0,1.0261
720.0,1.0327
735.0,1.0383
750.0,1.0428
765.0,1.0463
780.0,1.0488
795.0,1.0503
810.0,1.051
825.0,1.0219
840.0,0.9864
855.0,0.9521
870.0,0.919
885.0,0.8871
900.0,0.8562
915.0,0.8264
930.0,0.7977
945.0,0.77
960.0,0.7432
975.0,0.7174
990.0,0.6924
1005.0,0.6684
1020.0,0.6451
1035.0,0.6227
1050.0,0.6011
1065.0,0.5802
1080.0,0.56
1095.0,0.5405
1110.0,0.5217
1125.0,0.5036
1140.0,0.4861
1155.0,0.4692
1170.0,0.4529
1185.0,0.4371
1200.0,0.4219
1215.0,0.4073
1230.0,0.3931
1245.0,0.3794
1260.0,0.3663
1275.0,0.3535
1290.0,0.3412
1305.0,0.3294
1320.0,0.3179
1335.0,0.3069
1350.0,0.2962
1365.0,0.2859
1380.0,0.276
1395.0,0.2664
1410.0,0.2571
1425.0,0.2482
1440.0,0.2395
1455.0,0.2312
1470.0,0.2232
1485.0,0.2154
1500.0,0.2079
1515.0,0.2007
1530.0,0.1937
1545.0,0.187
1560.0,0.1805
1575.0,0.1742
1590.0,0.1682
1605.0,0.1623
1620.0,0.1567
1635.0,0.1512
1650.0,0.146
1665.0,0.1409
1680.0,0.136
1695.0,0.1313
1710.0,0.1267
1725.0,0.1223
1740.0,0.118
1755.0,0.1139
1770.0,0.11
1785.0,0.1062
1800.0,0.1025
1815.0,0.0989
1830.0,0.0955
1845.0,0.0921
1860.0,0.0889
1875.0,0.0859
1890.0,0.0829
1905.0,0.08
1920.0,0.0772
1935.0,0.0745
1950.0,0.0719
1965.0,0.0694
1980.0,0.067
1995.0,0.0647
2010.0,0.0624
2025.0,0.0603
2040.0,0.0582
2055.0,0.0561
2070.0,0.0542
2085.0,0.0523
2100.0,0.0505
2115.0,0.0487
2130.0,0.047
2145.0,0.0454
2160.0,0.0438
2175.0,0.0423
2190.0,0.0408
2205.0,0.0394
2220.0,0.038
2235.0,0.0367
2250.0,0.0354
2265.0,0.0342
2280.0,0.033
2295.0,0.0319
2310.0,0.0308
2325.0,0.0297
2340.0,0.0287
2355.0,0.0277
2370.0,0.0267
2385.0,0.0258
2400.0,0.0249
2415.0,0.024
2430.0,0.0232
2445.0,0.0224
2460.0,0.0216
2475.0,0.0208
2490.0,0.0201
2505.0,0.0194
2520.0,0.0187
2535.0,0.0181
2550.0,0.0175
2565.0,0.0169
2580.0,0.0163
2595.0,0.0157
2610.0,0.0152
2625.0,0.0146
2640.0,0.0141
2655.0,0.0136
2670.0,0.0132
2685.0,0.0127
2700.0,0.0123
2715.0,0.0118
2730.0,0.0114
2745.0,0.011
2760.0,0.0106
2775.0,0.0103
2790.0,0.0099
2805.0,0.0096
2820.0,0.0092
2835.0,0.0089
2850.0,0.0086
2865.0,0.0083
2880.0,0.008
2895.0,0.0077
2910.0,0.0075
2925.0,0.0072
2940.0,0.007
2955.0,0.0067
2970.0,0.0065
2985.0,0.0063
3000.0,0.006
3015.0,0.0058
3030.0,0.0056
3045.0,0.0054
3060.0,0.0052
3075.0,0.0051
3090.0,0.0049
3165.0,0.0041
