# Synthetic flood velocity hydrograph — case 037
# type=prolonged  V_peak=0.495 m/s  lead_ratio=0.102  alpha_v=2.086  recession_ratio_v=3.853
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0044
120.0,0.0172
180.0,0.0368
240.0,0.0618
300.0,0.0906
360.0,0.122
420.0,0.1548
480.0,0.1883
540.0,0.2216
600.0,0.2541
660.0,0.2853
720.0,0.3148
780.0,0.3424
840.0,0.3678
900.0,0.3909
960.0,0.4117
1020.0,0.43
1080.0,0.4459
1140.0,0.4594
1200.0,0.4705
1260.0,0.4795
1320.0,0.4863
1380.0,0.491
1440.0,0.4939
1500.0,0.495
1560.0,0.4753
1620.0,0.4532
1680.0,0.4322
1740.0,0.4121
1800.0,0.393
1860.0,0.3747
1920.0,0.3573
1980.0,0.3407
2040.0,0.3249
2100.0,0.3098
2160.0,0.2955
2220.0,0.2817
2280.0,0.2687
2340.0,0.2562
2400.0,0.2443
2460.0,0.233
2520.0,0.2221
2580.0,0.2118
2640.0,0.202
2700.0,0.1926
2760.0,0.1837
2820.0,0.1751
2880.0,0.167
2940.0,0.1593
3000.0,0.1519
3060.0,0.1448
3120.0,0.1381
3180.0,0.1317
3240.0,0.1256
3300.0,0.1197
3360.0,0.1142
3420.0,0.1089
3480.0,0.1038
3540.0,0.099
3600.0,0.0944
3660.0,0.09
3720.0,0.0859
3780.0,0.0819
3840.0,0.0781
3900.0,0.0744
3960.0,0.071
4020.0,0.0677
4080.0,0.0645
4140.0,0.0616
4200.0,0.0587
4260.0,0.056
4320.0,0.0534
4380.0,0.0509
4440.0,0.0485
4500.0,0.0463
4560.0,0.0441
4620.0,0.0421
4680.0,0.0401
4740.0,0.0383
4800.0,0.0365
4860.0,0.0348
4920.0,0.0332
4980.0,0.0316
5040.0,0.0302
5100.0,0.0288
5160.0,0.0274
5220.0,0.0262
5280.0,0.0249
5340.0,0.0238
5400.0,0.0227
5460.0,0.0216
5520.0,0.0206
5580.0,0.0197
5640.0,0.0188
5700.0,0.0179
5760.0,0.0171
5820.0,0.0163
5880.0,0.0155
5940.0,0.0148
6000.0,0.0141
6060.0,0.0134
6120.0,0.0128
6180.0,0.0122
6240.0,0.0117
6300.0,0.0111
6360.0,0.0106
6420.0,0.0101
6480.0,0.0096
6540.0,0.0092
6600.0,0.0088
6660.0,0.0084
6720.0,0.008
6780.0,0.0076
6840.0,0.0072
6900.0,0.0069
6960.0,0.0066
7020.0,0.0063
7080.0,0.006
7140.0,0.0057
7200.0,0.0054
7260.0,0.0052
7320.0,0.005
7380.0,0.0047
7440.0,0.0045
7500.0,0.0043
7560.0,0.0041
7620.0,0.0039
7680.0,0.0037
7740.0,0.0036
7800.0,0.0034
7860.0,0.0032
7920.0,0.0031
7980.0,0.0029
8040.0,0.0028
8100.0,0.0027
8160.0,0.0025
8220.0,0.0024
8280.0,0.0023
8580.0,0.0018
