# Synthetic flood velocity hydrograph — case 019
# type=short  V_peak=0.629 m/s  lead_ratio=0.059  alpha_v=3.428  recession_ratio_v=3.601
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0
30.0,0.0001
45.0,0.0002
60.0,0.0005
75.0,0.001
90.0,0.0019
105.0,0.003
120.0,0.0046
135.0,0.0066
150.0,0.0091
165.0,0.0121
180.0,0.0157
195.0,0.0198
210.0,0.0245
225.0,0.0298
240.0,0.0357
255.0,0.0421
270.0,0.0492
285.0,0.0568
300.0,0.065
315.0,0.0737
330.0,0.0829
345.0,0.0926
360.0,0.1028
375.0,0.1135
390.0,0.1246
405.0,0.136
420.0,0.1478
435.0,0.16
450.0,0.1724
465.0,0.1851
480.0,0.198
495.0,0.2111
510.0,0.2243
525.0,0.2377
540.0,0.2512
555.0,0.2648
570.0,0.2783
585.0,0.2919
600.0,0.3055
615.0,0.319
630.0,0.3324
645.0,0.3457
660.0,0.3589
675.0,0.3719
690.0,0.3848
705.0,0.3974
720.0,0.4098
735.0,0.422
750.0,0.4339
765.0,0.4456
780.0,0.4569
795.0,0.468
810.0,0.4787
825.0,0.4891
840.0,0.4992
855.0,0.5089
870.0,0.5183
885.0,0.5272
900.0,0.5359
915.0,0.5441
930.0,0.552
945.0,0.5594
960.0,0.5665
975.0,0.5732
990.0,0.5795
1005.0,0.5854
1020.0,0.591
1035.0,0.5961
1050.0,0.6008
1065.0,0.6052
1080.0,0.6092
1095.0,0.6128
1110.0,0.616
1125.0,0.6188
1140.0,0.6213
1155.0,0.6235
1170.0,0.6252
1185.0,0.6267
1200.0,0.6277
1215.0,0.6285
1230.0,0.6289
1245.0,0.6271
1260.0,0.6175
1275.0,0.6081
1290.0,0.5987
1305.0,0.5896
1320.0,0.5805
1335.0,0.5716
1350.0,0.5629
1365.0,0.5543
1380.0,0.5458
1395.0,0.5374
1410.0,0.5292
1425.0,0.521
1440.0,0.5131
1455.0,0.5052
1470.0,0.4975
1485.0,0.4898
1500.0,0.4823
1515.0,0.4749
1530.0,0.4677
1545.0,0.4605
1560.0,0.4534
1575.0,0.4465
1590.0,0.4396
1605.0,0.4329
1620.0,0.4263
1635.0,0.4197
1650.0,0.4133
1665.0,0.407
1680.0,0.4007
1695.0,0.3946
1710.0,0.3885
1725.0,0.3826
1740.0,0.3767
1755.0,0.371
1770.0,0.3653
1785.0,0.3597
1800.0,0.3542
1815.0,0.3487
1830.0,0.3434
1845.0,0.3381
1860.0,0.3329
1875.0,0.3278
1890.0,0.3228
1905.0,0.3179
1920.0,0.313
1935.0,0.3082
1950.0,0.3035
1965.0,0.2988
1980.0,0.2942
1995.0,0.2897
2010.0,0.2853
2025.0,0.2809
2040.0,0.2766
2055.0,0.2724
2070.0,0.2682
2085.0,0.2641
2100.0,0.2601
2115.0,0.2561
2130.0,0.2521
2145.0,0.2483
2160.0,0.2445
2175.0,0.2407
2190.0,0.237
2205.0,0.2334
2220.0,0.2298
2235.0,0.2263
2250.0,0.2228
2265.0,0.2194
2280.0,0.2161
2295.0,0.2127
2310.0,0.2095
2325.0,0.2063
2340.0,0.2031
2355.0,0.2
2370.0,0.1969
2385.0,0.1939
2400.0,0.1909
2415.0,0.188
2430.0,0.1851
2445.0,0.1823
2460.0,0.1795
2475.0,0.1768
2490.0,0.174
2505.0,0.1714
2520.0,0.1688
2535.0,0.1662
2550.0,0.1636
2565.0,0.1611
2580.0,0.1586
2595.0,0.1562
2610.0,0.1538
2625.0,0.1515
2640.0,0.1491
2655.0,0.1469
2670.0,0.1446
2685.0,0.1424
2700.0,0.1402
2715.0,0.1381
2730.0,0.1359
2745.0,0.1339
2760.0,0.1318
2775.0,0.1298
2790.0,0.1278
2805.0,0.1258
2820.0,0.1239
2835.0,0.122
2850.0,0.1201
2865.0,0.1183
2880.0,0.1165
2895.0,0.1147
2910.0,0.1129
2925.0,0.1112
2940.0,0.1095
2955.0,0.1078
2970.0,0.1062
2985.0,0.1046
3000.0,0.103
3015.0,0.1014
3030.0,0.0998
3045.0,0.0983
3060.0,0.0968
3075.0,0.0953
3090.0,0.0938
3105.0,0.0924
3120.0,0.091
3135.0,0.0896
3150.0,0.0882
3165.0,0.0869
3180.0,0.0855
3195.0,0.0842
3210.0,0.0829
3225.0,0.0817
3240.0,0.0804
3255.0,0.0792
3270.0,0.078
3285.0,0.0768
3300.0,0.0756
3315.0,0.0744
3330.0,0.0733
3345.0,0.0722
3360.0,0.0711
3375.0,0.07
3390.0,0.0689
3405.0,0.0678
3420.0,0.0668
3435.0,0.0658
3450.0,0.0648
3465.0,0.0638
3480.0,0.0628
3495.0,0.0618
3510.0,0.0609
3525.0,0.06
3540.0,0.059
3555.0,0.0581
3570.0,0.0572
3585.0,0.0564
3600.0,0.0555
3615.0,0.0547
3630.0,0.0538
3645.0,0.053
3660.0,0.0522
3675.0,0.0514
3690.0,0.0506
3705.0,0.0498
3720.0,0.0491
3735.0,0.0483
3750.0,0.0476
3765.0,0.0468
3780.0,0.0461
3795.0,0.0454
3810.0,0.0447
3825.0,0.044
3840.0,0.0434
3855.0,0.0427
3870.0,0.042
3885.0,0.0414
3900.0,0.0408
3915.0,0.0401
3930.0,0.0395
3945.0,0.0389
3960.0,0.0383
3975.0,0.0377
3990.0,0.0372
4005.0,0.0366
4020.0,0.036
4035.0,0.0355
4050.0,0.0349
4065.0,0.0344
4080.0,0.0339
4095.0,0.0333
4110.0,0.0328
4125.0,0.0323
4140.0,0.0318
4155.0,0.0313
4170.0,0.0309
4185.0,0.0304
4200.0,0.0299
4215.0,0.0295
4230.0,0.029
4245.0,0.0286
4260.0,0.0281
4275.0,0.0277
4290.0,0.0273
4305.0,0.0269
4320.0,0.0264
4335.0,0.026
4350.0,0.0256
4365.0,0.0253
4380.0,0.0249
4395.0,0.0245
4410.0,0.0241
4425.0,0.0237
4440.0,0.0234
4455.0,0.023
4470.0,0.0227
4485.0,0.0223
4500.0,0.022
4515.0,0.0216
4530.0,0.0213
4545.0,0.021
4560.0,0.0207
4575.0,0.0203
4590.0,0.02
4605.0,0.0197
4620.0,0.0194
4635.0,0.0191
4650.0,0.0188
4665.0,0.0185
4680.0,0.0183
4695.0,0.018
4710.0,0.0177
4725.0,0.0174
4740.0,0.0172
4755.0,0.0169
4770.0,0.0166
4785.0,0.0164
4800.0,0.0161
4815.0,0.0159
4830.0,0.0156
4845.0,0.0154
4860.0,0.0152
4875.0,0.0149
4890.0,0.0147
4905.0,0.0145
4920.0,0.0143
4935.0,0.014
4950.0,0.0138
4965.0,0.0136
4980.0,0.0134
4995.0,0.0132
5010.0,0.013
5025.0,0.0128
5040.0,0.0126
5055.0,0.0124
5070.0,0.0122
5085.0,0.012
5100.0,0.0118
5115.0,0.0117
5130.0,0.0115
5145.0,0.0113
5160.0,0.0111
5175.0,0.011
5190.0,0.0108
5205.0,0.0106
5220.0,0.0105
5235.0,0.0103
5250.0,0.0102
5265.0,0.01
5280.0,0.0098
5295.0,0.0097
5310.0,0.0095
5325.0,0.0094
5340.0,0.0093
5355.0,0.0091
5370.0,0.009
5385.0,0.0088
5400.0,0.0087
5415.0,0.0086
5430.0,0.0084
5445.0,0.0083
5460.0,0.0082
5475.0,0.0081
5490.0,0.0079
5505.0,0.0078
5520.0,0.0077
5535.0,0.0076
5550.0,0.0075
5565.0,0.0073
5580.0,0.0072
5595.0,0.0071
5610.0,0.007
5625.0,0.0069
5640.0,0.0068
5655.0,0.0067
5670.0,0.0066
5685.0,0.0065
5700.0,0.0064
5715.0,0.0063
5730.0,0.0062
5745.0,0.0061
5760.0,0.006
5775.0,0.0059
5790.0,0.0058
5805.0,0.0057
5820.0,0.0056
5835.0,0.0056
5850.0,0.0055
5865.0,0.0054
5880.0,0.0053
5895.0,0.0052
5910.0,0.0051
5925.0,0.0051
5940.0,0.005
5955.0,0.0049
5970.0,0.0048
5985.0,0.0048
6000.0,0.0047
6015.0,0.0046
6030.0,0.0045
6105.0,0.0042
