# Synthetic flood velocity hydrograph — case 027
# type=prolonged  V_peak=0.217 m/s  lead_ratio=0.053  alpha_v=2.324  recession_ratio_v=5.136
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0005
120.0,0.0025
180.0,0.006
240.0,0.011
300.0,0.0172
360.0,0.0246
420.0,0.033
480.0,0.0421
540.0,0.0518
600.0,0.062
660.0,0.0724
720.0,0.0829
780.0,0.0934
840.0,0.1039
900.0,0.1141
960.0,0.1241
1020.0,0.1337
1080.0,0.1429
1140.0,0.1516
1200.0,0.1599
1260.0,0.1676
1320.0,0.1747
1380.0,0.1813
1440.0,0.1873
1500.0,0.1927
1560.0,0.1976
1620.0,0.2018
1680.0,0.2055
1740.0,0.2087
1800.0,0.2113
1860.0,0.2134
1920.0,0.215
1980.0,0.2161
2040.0,0.2168
2100.0,0.217
2160.0,0.2117
2220.0,0.2064
2280.0,0.2012
2340.0,0.1961
2400.0,0.1911
2460.0,0.1863
2520.0,0.1816
2580.0,0.177
2640.0,0.1725
2700.0,0.1682
2760.0,0.1639
2820.0,0.1598
2880.0,0.1557
2940.0,0.1518
3000.0,0.148
3060.0,0.1442
3120.0,0.1406
3180.0,0.137
3240.0,0.1336
3300.0,0.1302
3360.0,0.1269
3420.0,0.1237
3480.0,0.1206
3540.0,0.1175
3600.0,0.1146
3660.0,0.1117
3720.0,0.1088
3780.0,0.1061
3840.0,0.1034
3900.0,0.1008
3960.0,0.0983
4020.0,0.0958
4080.0,0.0934
4140.0,0.091
4200.0,0.0887
4260.0,0.0865
4320.0,0.0843
4380.0,0.0821
4440.0,0.0801
4500.0,0.078
4560.0,0.0761
4620.0,0.0742
4680.0,0.0723
4740.0,0.0705
4800.0,0.0687
4860.0,0.0669
4920.0,0.0652
4980.0,0.0636
5040.0,0.062
5100.0,0.0604
5160.0,0.0589
5220.0,0.0574
5280.0,0.056
5340.0,0.0545
5400.0,0.0532
5460.0,0.0518
5520.0,0.0505
5580.0,0.0492
5640.0,0.048
5700.0,0.0468
5760.0,0.0456
5820.0,0.0444
5880.0,0.0433
5940.0,0.0422
6000.0,0.0412
6060.0,0.0401
6120.0,0.0391
6180.0,0.0381
6240.0,0.0372
6300.0,0.0362
6360.0,0.0353
6420.0,0.0344
6480.0,0.0335
6540.0,0.0327
6600.0,0.0319
6660.0,0.0311
6720.0,0.0303
6780.0,0.0295
6840.0,0.0288
6900.0,0.028
6960.0,0.0273
7020.0,0.0266
7080.0,0.026
7140.0,0.0253
7200.0,0.0247
7260.0,0.0241
7320.0,0.0234
7380.0,0.0229
7440.0,0.0223
7500.0,0.0217
7560.0,0.0212
7620.0,0.0206
7680.0,0.0201
7740.0,0.0196
7800.0,0.0191
7860.0,0.0186
7920.0,0.0182
7980.0,0.0177
8040.0,0.0172
8100.0,0.0168
8160.0,0.0164
8220.0,0.016
8280.0,0.0156
8340.0,0.0152
8400.0,0.0148
8460.0,0.0144
8520.0,0.0141
8580.0,0.0137
8640.0,0.0134
8700.0,0.013
8760.0,0.0127
8820.0,0.0124
8880.0,0.0121
8940.0,0.0117
9000.0,0.0115
9060.0,0.0112
9120.0,0.0109
9180.0,0.0106
9240.0,0.0103
9300.0,0.0101
9360.0,0.0098
9420.0,0.0096
9480.0,0.0093
9540.0,0.0091
9600.0,0.0089
9660.0,0.0086
9720.0,0.0084
9780.0,0.0082
9840.0,0.008
9900.0,0.0078
9960.0,0.0076
10020.0,0.0074
10080.0,0.0072
10140.0,0.007
10200.0,0.0069
10260.0,0.0067
10320.0,0.0065
10380.0,0.0064
10440.0,0.0062
10500.0,0.006
10560.0,0.0059
10620.0,0.0057
10680.0,0.0056
10740.0,0.0055
10800.0,0.0053
10860.0,0.0052
10920.0,0.005
10980.0,0.0049
11040.0,0.0048
11100.0,0.0047
11160.0,0.0046
11220.0,0.0044
11280.0,0.0043
11340.0,0.0042
11400.0,0.0041
11460.0,0.004
11520.0,0.0039
11580.0,0.0038
11640.0,0.0037
11700.0,0.0036
11760.0,0.0035
11820.0,0.0034
11880.0,0.0034
11940.0,0.0033
12000.0,0.0032
12060.0,0.0031
12120.0,0.003
12180.0,0.0029
12240.0,0.0029
12300.0,0.0028
12600.0,0.0025
