# Synthetic flood velocity hydrograph — case 076
# type=prolonged  V_peak=0.637 m/s  lead_ratio=0.122  alpha_v=2.902  recession_ratio_v=6.415
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0002
120.0,0.0015
180.0,0.0044
240.0,0.0095
300.0,0.0169
360.0,0.0268
420.0,0.0391
480.0,0.0538
540.0,0.0707
600.0,0.0896
660.0,0.1103
720.0,0.1326
780.0,0.1561
840.0,0.1807
900.0,0.206
960.0,0.2319
1020.0,0.2581
1080.0,0.2844
1140.0,0.3106
1200.0,0.3365
1260.0,0.3619
1320.0,0.3866
1380.0,0.4106
1440.0,0.4336
1500.0,0.4557
1560.0,0.4766
1620.0,0.4964
1680.0,0.515
1740.0,0.5322
1800.0,0.5482
1860.0,0.5628
1920.0,0.576
1980.0,0.5879
2040.0,0.5985
2100.0,0.6077
2160.0,0.6156
2220.0,0.6222
2280.0,0.6275
2340.0,0.6316
2400.0,0.6345
2460.0,0.6363
2520.0,0.637
2580.0,0.6278
2640.0,0.6172
2700.0,0.6068
2760.0,0.5965
2820.0,0.5864
2880.0,0.5765
2940.0,0.5668
3000.0,0.5572
3060.0,0.5478
3120.0,0.5386
3180.0,0.5295
3240.0,0.5205
3300.0,0.5117
3360.0,0.5031
3420.0,0.4946
3480.0,0.4862
3540.0,0.478
3600.0,0.4699
3660.0,0.462
3720.0,0.4542
3780.0,0.4465
3840.0,0.439
3900.0,0.4316
3960.0,0.4243
4020.0,0.4171
4080.0,0.4101
4140.0,0.4031
4200.0,0.3963
4260.0,0.3896
4320.0,0.3831
4380.0,0.3766
4440.0,0.3702
4500.0,0.364
4560.0,0.3578
4620.0,0.3518
4680.0,0.3458
4740.0,0.34
4800.0,0.3343
4860.0,0.3286
4920.0,0.3231
4980.0,0.3176
5040.0,0.3122
5100.0,0.307
5160.0,0.3018
5220.0,0.2967
5280.0,0.2917
5340.0,0.2868
5400.0,0.2819
5460.0,0.2772
5520.0,0.2725
5580.0,0.2679
5640.0,0.2633
5700.0,0.2589
5760.0,0.2545
5820.0,0.2502
5880.0,0.246
5940.0,0.2418
6000.0,0.2378
6060.0,0.2337
6120.0,0.2298
6180.0,0.2259
6240.0,0.2221
6300.0,0.2183
6360.0,0.2147
6420.0,0.211
6480.0,0.2075
6540.0,0.204
6600.0,0.2005
6660.0,0.1971
6720.0,0.1938
6780.0,0.1905
6840.0,0.1873
6900.0,0.1841
6960.0,0.181
7020.0,0.178
7080.0,0.175
7140.0,0.172
7200.0,0.1691
7260.0,0.1663
7320.0,0.1635
7380.0,0.1607
7440.0,0.158
7500.0,0.1553
7560.0,0.1527
7620.0,0.1501
7680.0,0.1476
7740.0,0.1451
7800.0,0.1426
7860.0,0.1402
7920.0,0.1379
7980.0,0.1355
8040.0,0.1332
8100.0,0.131
8160.0,0.1288
8220.0,0.1266
8280.0,0.1245
8340.0,0.1224
8400.0,0.1203
8460.0,0.1183
8520.0,0.1163
8580.0,0.1143
8640.0,0.1124
8700.0,0.1105
8760.0,0.1086
8820.0,0.1068
8880.0,0.105
8940.0,0.1032
9000.0,0.1014
9060.0,0.0997
9120.0,0.0981
9180.0,0.0964
9240.0,0.0948
9300.0,0.0932
9360.0,0.0916
9420.0,0.09
9480.0,0.0885
9540.0,0.087
9600.0,0.0856
9660.0,0.0841
9720.0,0.0827
9780.0,0.0813
9840.0,0.0799
9900.0,0.0786
9960.0,0.0772
10020.0,0.0759
10080.0,0.0747
10140.0,0.0734
10200.0,0.0722
10260.0,0.0709
10320.0,0.0697
10380.0,0.0686
10440.0,0.0674
10500.0,0.0663
10560.0,0.0651
10620.0,0.064
10680.0,0.063
10740.0,0.0619
10800.0,0.0609
10860.0,0.0598
10920.0,0.0588
10980.0,0.0578
11040.0,0.0568
11100.0,0.0559
11160.0,0.0549
11220.0,0.054
11280.0,0.0531
11340.0,0.0522
11400.0,0.0513
11460.0,0.0505
11520.0,0.0496
11580.0,0.0488
11640.0,0.0479
11700.0,0.0471
11760.0,0.0463
11820.0,0.0456
11880.0,0.0448
11940.0,0.044
12000.0,0.0433
12060.0,0.0426
12120.0,0.0418
12180.0,0.0411
12240.0,0.0404
12300.0,0.0398
12360.0,0.0391
12420.0,0.0384
12480.0,0.0378
12540.0,0.0371
12600.0,0.0365
12660.0,0.0359
12720.0,0.0353
12780.0,0.0347
12840.0,0.0341
12900.0,0.0335
12960.0,0.033
13020.0,0.0324
13080.0,0.0319
13140.0,0.0313
13200.0,0.0308
13260.0,0.0303
13320.0,0.0298
13380.0,0.0293
13440.0,0.0288
13500.0,0.0283
13560.0,0.0278
13620.0,0.0273
13680.0,0.0269
13740.0,0.0264
13800.0,0.026
13860.0,0.0255
13920.0,0.0251
13980.0,0.0247
14040.0,0.0243
14100.0,0.0238
14160.0,0.0234
14220.0,0.023
14280.0,0.0227
14340.0,0.0223
14400.0,0.0219
14460.0,0.0215
14520.0,0.0212
14580.0,0.0208
14640.0,0.0205
14700.0,0.0201
14760.0,0.0198
14820.0,0.0194
14880.0,0.0191
14940.0,0.0188
15000.0,0.0185
15060.0,0.0182
15120.0,0.0179
15180.0,0.0176
15240.0,0.0173
15300.0,0.017
15360.0,0.0167
15420.0,0.0164
15480.0,0.0161
15540.0,0.0158
15600.0,0.0156
15660.0,0.0153
15720.0,0.0151
15780.0,0.0148
15840.0,0.0146
15900.0,0.0143
15960.0,0.0141
16020.0,0.0138
16080.0,0.0136
16140.0,0.0134
16200.0,0.0131
16260.0,0.0129
16320.0,0.0127
16380.0,0.0125
16440.0,0.0123
16500.0,0.0121
16560.0,0.0119
16620.0,0.0117
16680.0,0.0115
16740.0,0.0113
16800.0,0.0111
16860.0,0.0109
16920.0,0.0107
16980.0,0.0105
17040.0,0.0104
17100.0,0.0102
17160.0,0.01
17220.0,0.0098
17280.0,0.0097
17340.0,0.0095
17400.0,0.0093
17460.0,0.0092
17520.0,0.009
17580.0,0.0089
17640.0,0.0087
17700.0,0.0086
17760.0,0.0084
17820.0,0.0083
17880.0,0.0082
17940.0,0.008
18000.0,0.0079
18060.0,0.0077
18120.0,0.0076
18180.0,0.0075
18240.0,0.0074
18300.0,0.0072
18360.0,0.0071
18420.0,0.007
18480.0,0.0069
18540.0,0.0068
18600.0,0.0066
18660.0,0.0065
18720.0,0.0064
18780.0,0.0063
18840.0,0.0062
18900.0,0.0061
18960.0,0.006
19020.0,0.0059
19080.0,0.0058
19380.0,0.0053
