# Synthetic flood velocity hydrograph — case 075
# type=short  V_peak=0.189 m/s  lead_ratio=0.045  alpha_v=2.402  recession_ratio_v=1.703
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0
30.0,0.0002
45.0,0.0005
60.0,0.0011
75.0,0.0018
90.0,0.0027
105.0,0.0038
120.0,0.0051
135.0,0.0065
150.0,0.0082
165.0,0.01
180.0,0.012
195.0,0.0142
210.0,0.0165
225.0,0.019
240.0,0.0216
255.0,0.0243
270.0,0.0272
285.0,0.0301
300.0,0.0332
315.0,0.0363
330.0,0.0395
345.0,0.0428
360.0,0.0462
375.0,0.0496
390.0,0.0531
405.0,0.0566
420.0,0.0601
435.0,0.0637
450.0,0.0672
465.0,0.0708
480.0,0.0744
495.0,0.078
510.0,0.0816
525.0,0.0852
540.0,0.0887
555.0,0.0923
570.0,0.0958
585.0,0.0993
600.0,0.1027
615.0,0.1061
630.0,0.1094
645.0,0.1128
660.0,0.116
675.0,0.1192
690.0,0.1224
705.0,0.1254
720.0,0.1285
735.0,0.1314
750.0,0.1343
765.0,0.1371
780.0,0.1399
795.0,0.1426
810.0,0.1452
825.0,0.1477
840.0,0.1502
855.0,0.1526
870.0,0.1549
885.0,0.1571
900.0,0.1593
915.0,0.1613
930.0,0.1633
945.0,0.1652
960.0,0.1671
975.0,0.1688
990.0,0.1705
1005.0,0.1721
1020.0,0.1737
1035.0,0.1751
1050.0,0.1765
1065.0,0.1778
1080.0,0.179
1095.0,0.1801
1110.0,0.1812
1125.0,0.1822
1140.0,0.1831
1155.0,0.184
1170.0,0.1848
1185.0,0.1855
1200.0,0.1861
1215.0,0.1867
1230.0,0.1872
1245.0,0.1876
1260.0,0.188
1275.0,0.1883
1290.0,0.1886
1305.0,0.1888
1320.0,0.1889
1335.0,0.189
1350.0,0.1877
1365.0,0.1821
1380.0,0.1767
1395.0,0.1715
1410.0,0.1664
1425.0,0.1615
1440.0,0.1567
1455.0,0.152
1470.0,0.1475
1485.0,0.1431
1500.0,0.1389
1515.0,0.1348
1530.0,0.1308
1545.0,0.1269
1560.0,0.1231
1575.0,0.1195
1590.0,0.1159
1605.0,0.1125
1620.0,0.1091
1635.0,0.1059
1650.0,0.1028
1665.0,0.0997
1680.0,0.0967
1695.0,0.0939
1710.0,0.0911
1725.0,0.0884
1740.0,0.0858
1755.0,0.0832
1770.0,0.0808
1785.0,0.0784
1800.0,0.076
1815.0,0.0738
1830.0,0.0716
1845.0,0.0695
1860.0,0.0674
1875.0,0.0654
1890.0,0.0635
1905.0,0.0616
1920.0,0.0597
1935.0,0.058
1950.0,0.0563
1965.0,0.0546
1980.0,0.053
1995.0,0.0514
2010.0,0.0499
2025.0,0.0484
2040.0,0.047
2055.0,0.0456
2070.0,0.0442
2085.0,0.0429
2100.0,0.0416
2115.0,0.0404
2130.0,0.0392
2145.0,0.038
2160.0,0.0369
2175.0,0.0358
2190.0,0.0347
2205.0,0.0337
2220.0,0.0327
2235.0,0.0317
2250.0,0.0308
2265.0,0.0299
2280.0,0.029
2295.0,0.0281
2310.0,0.0273
2325.0,0.0265
2340.0,0.0257
2355.0,0.0249
2370.0,0.0242
2385.0,0.0235
2400.0,0.0228
2415.0,0.0221
2430.0,0.0215
2445.0,0.0208
2460.0,0.0202
2475.0,0.0196
2490.0,0.019
2505.0,0.0185
2520.0,0.0179
2535.0,0.0174
2550.0,0.0169
2565.0,0.0164
2580.0,0.0159
2595.0,0.0154
2610.0,0.0149
2625.0,0.0145
2640.0,0.0141
2655.0,0.0137
2670.0,0.0132
2685.0,0.0129
2700.0,0.0125
2715.0,0.0121
2730.0,0.0117
2745.0,0.0114
2760.0,0.0111
2775.0,0.0107
2790.0,0.0104
2805.0,0.0101
2820.0,0.0098
2835.0,0.0095
2850.0,0.0092
2865.0,0.009
2880.0,0.0087
2895.0,0.0084
2910.0,0.0082
2925.0,0.0079
2940.0,0.0077
2955.0,0.0075
2970.0,0.0073
2985.0,0.007
3000.0,0.0068
3015.0,0.0066
3030.0,0.0064
3045.0,0.0062
3060.0,0.0061
3075.0,0.0059
3090.0,0.0057
3105.0,0.0055
3120.0,0.0054
3135.0,0.0052
3150.0,0.0051
3165.0,0.0049
3180.0,0.0048
3195.0,0.0046
3210.0,0.0045
3225.0,0.0043
3240.0,0.0042
3255.0,0.0041
3270.0,0.004
3285.0,0.0039
3300.0,0.0037
3315.0,0.0036
3330.0,0.0035
3345.0,0.0034
3360.0,0.0033
3375.0,0.0032
3390.0,0.0031
3405.0,0.003
3420.0,0.0029
3435.0,0.0029
3450.0,0.0028
3465.0,0.0027
3480.0,0.0026
3495.0,0.0025
3510.0,0.0025
3525.0,0.0024
3540.0,0.0023
3555.0,0.0022
3570.0,0.0022
3585.0,0.0021
3600.0,0.002
3615.0,0.002
3630.0,0.0019
3645.0,0.0019
3660.0,0.0018
3675.0,0.0018
3690.0,0.0017
3705.0,0.0017
3720.0,0.0016
3735.0,0.0016
3750.0,0.0015
3765.0,0.0015
3780.0,0.0014
3795.0,0.0014
3810.0,0.0013
3825.0,0.0013
3840.0,0.0013
3855.0,0.0012
3870.0,0.0012
3885.0,0.0012
3900.0,0.0011
3915.0,0.0011
3930.0,0.0011
3945.0,0.001
4020.0,0.0009
