# Synthetic flood velocity hydrograph — case 011
# type=short  V_peak=0.585 m/s  lead_ratio=0.045  alpha_v=1.978  recession_ratio_v=2.899
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0006
30.0,0.0021
45.0,0.0047
60.0,0.0081
75.0,0.0123
90.0,0.0172
105.0,0.0229
120.0,0.0291
135.0,0.036
150.0,0.0434
165.0,0.0512
180.0,0.0595
195.0,0.0682
210.0,0.0773
225.0,0.0867
240.0,0.0964
255.0,0.1063
270.0,0.1165
285.0,0.1268
300.0,0.1374
315.0,0.148
330.0,0.1588
345.0,0.1696
360.0,0.1806
375.0,0.1915
390.0,0.2025
405.0,0.2135
420.0,0.2245
435.0,0.2354
450.0,0.2463
465.0,0.2572
480.0,0.2679
495.0,0.2786
510.0,0.2892
525.0,0.2996
540.0,0.31
555.0,0.3202
570.0,0.3302
585.0,0.3401
600.0,0.3499
615.0,0.3595
630.0,0.3689
645.0,0.3781
660.0,0.3872
675.0,0.3961
690.0,0.4048
705.0,0.4132
720.0,0.4215
735.0,0.4296
750.0,0.4375
765.0,0.4451
780.0,0.4526
795.0,0.4598
810.0,0.4669
825.0,0.4737
840.0,0.4803
855.0,0.4867
870.0,0.4928
885.0,0.4988
900.0,0.5045
915.0,0.51
930.0,0.5154
945.0,0.5205
960.0,0.5253
975.0,0.53
990.0,0.5345
1005.0,0.5388
1020.0,0.5428
1035.0,0.5467
1050.0,0.5503
1065.0,0.5538
1080.0,0.557
1095.0,0.5601
1110.0,0.563
1125.0,0.5656
1140.0,0.5681
1155.0,0.5704
1170.0,0.5726
1185.0,0.5745
1200.0,0.5763
1215.0,0.5779
1230.0,0.5793
1245.0,0.5806
1260.0,0.5817
1275.0,0.5826
1290.0,0.5834
1305.0,0.584
1320.0,0.5845
1335.0,0.5848
1350.0,0.585
1365.0,0.5822
1380.0,0.5721
1395.0,0.5622
1410.0,0.5524
1425.0,0.5428
1440.0,0.5334
1455.0,0.5241
1470.0,0.515
1485.0,0.5061
1500.0,0.4973
1515.0,0.4887
1530.0,0.4802
1545.0,0.4719
1560.0,0.4637
1575.0,0.4556
1590.0,0.4477
1605.0,0.4399
1620.0,0.4323
1635.0,0.4248
1650.0,0.4174
1665.0,0.4102
1680.0,0.4031
1695.0,0.3961
1710.0,0.3892
1725.0,0.3824
1740.0,0.3758
1755.0,0.3693
1770.0,0.3629
1785.0,0.3566
1800.0,0.3504
1815.0,0.3443
1830.0,0.3383
1845.0,0.3325
1860.0,0.3267
1875.0,0.321
1890.0,0.3154
1905.0,0.31
1920.0,0.3046
1935.0,0.2993
1950.0,0.2941
1965.0,0.289
1980.0,0.284
1995.0,0.2791
2010.0,0.2742
2025.0,0.2695
2040.0,0.2648
2055.0,0.2602
2070.0,0.2557
2085.0,0.2512
2100.0,0.2469
2115.0,0.2426
2130.0,0.2384
2145.0,0.2342
2160.0,0.2302
2175.0,0.2262
2190.0,0.2222
2205.0,0.2184
2220.0,0.2146
2235.0,0.2109
2250.0,0.2072
2265.0,0.2036
2280.0,0.2001
2295.0,0.1966
2310.0,0.1932
2325.0,0.1898
2340.0,0.1865
2355.0,0.1833
2370.0,0.1801
2385.0,0.177
2400.0,0.1739
2415.0,0.1709
2430.0,0.1679
2445.0,0.165
2460.0,0.1622
2475.0,0.1594
2490.0,0.1566
2505.0,0.1539
2520.0,0.1512
2535.0,0.1486
2550.0,0.146
2565.0,0.1435
2580.0,0.141
2595.0,0.1385
2610.0,0.1361
2625.0,0.1338
2640.0,0.1314
2655.0,0.1292
2670.0,0.1269
2685.0,0.1247
2700.0,0.1225
2715.0,0.1204
2730.0,0.1183
2745.0,0.1163
2760.0,0.1143
2775.0,0.1123
2790.0,0.1103
2805.0,0.1084
2820.0,0.1065
2835.0,0.1047
2850.0,0.1029
2865.0,0.1011
2880.0,0.0993
2895.0,0.0976
2910.0,0.0959
2925.0,0.0942
2940.0,0.0926
2955.0,0.091
2970.0,0.0894
2985.0,0.0879
3000.0,0.0863
3015.0,0.0848
3030.0,0.0834
3045.0,0.0819
3060.0,0.0805
3075.0,0.0791
3090.0,0.0777
3105.0,0.0764
3120.0,0.0751
3135.0,0.0738
3150.0,0.0725
3165.0,0.0712
3180.0,0.07
3195.0,0.0688
3210.0,0.0676
3225.0,0.0664
3240.0,0.0652
3255.0,0.0641
3270.0,0.063
3285.0,0.0619
3300.0,0.0608
3315.0,0.0598
3330.0,0.0587
3345.0,0.0577
3360.0,0.0567
3375.0,0.0557
3390.0,0.0548
3405.0,0.0538
3420.0,0.0529
3435.0,0.052
3450.0,0.0511
3465.0,0.0502
3480.0,0.0493
3495.0,0.0484
3510.0,0.0476
3525.0,0.0468
3540.0,0.046
3555.0,0.0452
3570.0,0.0444
3585.0,0.0436
3600.0,0.0429
3615.0,0.0421
3630.0,0.0414
3645.0,0.0407
3660.0,0.04
3675.0,0.0393
3690.0,0.0386
3705.0,0.0379
3720.0,0.0373
3735.0,0.0366
3750.0,0.036
3765.0,0.0353
3780.0,0.0347
3795.0,0.0341
3810.0,0.0335
3825.0,0.033
3840.0,0.0324
3855.0,0.0318
3870.0,0.0313
3885.0,0.0307
3900.0,0.0302
3915.0,0.0297
3930.0,0.0292
3945.0,0.0287
3960.0,0.0282
3975.0,0.0277
3990.0,0.0272
4005.0,0.0267
4020.0,0.0262
4035.0,0.0258
4050.0,0.0253
4065.0,0.0249
4080.0,0.0245
4095.0,0.024
4110.0,0.0236
4125.0,0.0232
4140.0,0.0228
4155.0,0.0224
4170.0,0.022
4185.0,0.0217
4200.0,0.0213
4215.0,0.0209
4230.0,0.0205
4245.0,0.0202
4260.0,0.0198
4275.0,0.0195
4290.0,0.0192
4305.0,0.0188
4320.0,0.0185
4335.0,0.0182
4350.0,0.0179
4365.0,0.0175
4380.0,0.0172
4395.0,0.0169
4410.0,0.0166
4425.0,0.0164
4440.0,0.0161
4455.0,0.0158
4470.0,0.0155
4485.0,0.0153
4500.0,0.015
4515.0,0.0147
4530.0,0.0145
4545.0,0.0142
4560.0,0.014
4575.0,0.0137
4590.0,0.0135
4605.0,0.0133
4620.0,0.013
4635.0,0.0128
4650.0,0.0126
4665.0,0.0124
4680.0,0.0121
4695.0,0.0119
4710.0,0.0117
4725.0,0.0115
4740.0,0.0113
4755.0,0.0111
4770.0,0.0109
4785.0,0.0107
4800.0,0.0106
4815.0,0.0104
4830.0,0.0102
4845.0,0.01
4860.0,0.0098
4875.0,0.0097
4890.0,0.0095
4905.0,0.0093
4920.0,0.0092
4935.0,0.009
4950.0,0.0089
4965.0,0.0087
4980.0,0.0086
4995.0,0.0084
5010.0,0.0083
5025.0,0.0081
5040.0,0.008
5055.0,0.0078
5070.0,0.0077
5085.0,0.0076
5100.0,0.0074
5115.0,0.0073
5130.0,0.0072
5145.0,0.0071
5160.0,0.0069
5175.0,0.0068
5190.0,0.0067
5205.0,0.0066
5220.0,0.0065
5235.0,0.0064
5250.0,0.0062
5265.0,0.0061
5280.0,0.006
5295.0,0.0059
5310.0,0.0058
5325.0,0.0057
5340.0,0.0056
5355.0,0.0055
5370.0,0.0054
5385.0,0.0053
5400.0,0.0052
5415.0,0.0052
5430.0,0.0051
5445.0,0.005
5460.0,0.0049
5475.0,0.0048
5550.0,0.0044
