# Synthetic flood velocity hydrograph — case 015
# type=short  V_peak=0.191 m/s  lead_ratio=0.050  alpha_v=1.637  recession_ratio_v=1.662
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0006
30.0,0.002
45.0,0.0037
60.0,0.0058
75.0,0.0083
90.0,0.0109
105.0,0.0138
120.0,0.0169
135.0,0.0201
150.0,0.0234
165.0,0.0269
180.0,0.0304
195.0,0.034
210.0,0.0377
225.0,0.0414
240.0,0.0452
255.0,0.0489
270.0,0.0527
285.0,0.0566
300.0,0.0604
315.0,0.0642
330.0,0.068
345.0,0.0717
360.0,0.0755
375.0,0.0792
390.0,0.0829
405.0,0.0865
420.0,0.0901
435.0,0.0937
450.0,0.0972
465.0,0.1007
480.0,0.1041
495.0,0.1074
510.0,0.1107
525.0,0.1139
540.0,0.1171
555.0,0.1202
570.0,0.1232
585.0,0.1262
600.0,0.1291
615.0,0.1319
630.0,0.1347
645.0,0.1374
660.0,0.14
675.0,0.1426
690.0,0.145
705.0,0.1474
720.0,0.1498
735.0,0.1521
750.0,0.1542
765.0,0.1564
780.0,0.1584
795.0,0.1604
810.0,0.1623
825.0,0.1642
840.0,0.166
855.0,0.1677
870.0,0.1693
885.0,0.1709
900.0,0.1724
915.0,0.1738
930.0,0.1752
945.0,0.1765
960.0,0.1778
975.0,0.1789
990.0,0.1801
1005.0,0.1811
1020.0,0.1821
1035.0,0.1831
1050.0,0.184
1065.0,0.1848
1080.0,0.1856
1095.0,0.1863
1110.0,0.1869
1125.0,0.1876
1140.0,0.1881
1155.0,0.1886
1170.0,0.1891
1185.0,0.1895
1200.0,0.1898
1215.0,0.1901
1230.0,0.1904
1245.0,0.1906
1260.0,0.1908
1275.0,0.1909
1290.0,0.191
1305.0,0.191
1320.0,0.1874
1335.0,0.1816
1350.0,0.1759
1365.0,0.1704
1380.0,0.1651
1395.0,0.1599
1410.0,0.1549
1425.0,0.1501
1440.0,0.1454
1455.0,0.1409
1470.0,0.1365
1485.0,0.1322
1500.0,0.1281
1515.0,0.1241
1530.0,0.1202
1545.0,0.1165
1560.0,0.1128
1575.0,0.1093
1590.0,0.1059
1605.0,0.1026
1620.0,0.0994
1635.0,0.0963
1650.0,0.0933
1665.0,0.0904
1680.0,0.0876
1695.0,0.0848
1710.0,0.0822
1725.0,0.0796
1740.0,0.0771
1755.0,0.0747
1770.0,0.0724
1785.0,0.0701
1800.0,0.0679
1815.0,0.0658
1830.0,0.0638
1845.0,0.0618
1860.0,0.0599
1875.0,0.058
1890.0,0.0562
1905.0,0.0544
1920.0,0.0527
1935.0,0.0511
1950.0,0.0495
1965.0,0.0479
1980.0,0.0464
1995.0,0.045
2010.0,0.0436
2025.0,0.0422
2040.0,0.0409
2055.0,0.0396
2070.0,0.0384
2085.0,0.0372
2100.0,0.036
2115.0,0.0349
2130.0,0.0338
2145.0,0.0328
2160.0,0.0317
2175.0,0.0308
2190.0,0.0298
2205.0,0.0289
2220.0,0.028
2235.0,0.0271
2250.0,0.0262
2265.0,0.0254
2280.0,0.0246
2295.0,0.0239
2310.0,0.0231
2325.0,0.0224
2340.0,0.0217
2355.0,0.021
2370.0,0.0204
2385.0,0.0197
2400.0,0.0191
2415.0,0.0185
2430.0,0.0179
2445.0,0.0174
2460.0,0.0168
2475.0,0.0163
2490.0,0.0158
2505.0,0.0153
2520.0,0.0148
2535.0,0.0144
2550.0,0.0139
2565.0,0.0135
2580.0,0.0131
2595.0,0.0127
2610.0,0.0123
2625.0,0.0119
2640.0,0.0115
2655.0,0.0112
2670.0,0.0108
2685.0,0.0105
2700.0,0.0101
2715.0,0.0098
2730.0,0.0095
2745.0,0.0092
2760.0,0.0089
2775.0,0.0087
2790.0,0.0084
2805.0,0.0081
2820.0,0.0079
2835.0,0.0076
2850.0,0.0074
2865.0,0.0072
2880.0,0.0069
2895.0,0.0067
2910.0,0.0065
2925.0,0.0063
2940.0,0.0061
2955.0,0.0059
2970.0,0.0057
2985.0,0.0056
3000.0,0.0054
3015.0,0.0052
3030.0,0.005
3045.0,0.0049
3060.0,0.0047
3075.0,0.0046
3090.0,0.0044
3105.0,0.0043
3120.0,0.0042
3135.0,0.004
3150.0,0.0039
3165.0,0.0038
3180.0,0.0037
3195.0,0.0036
3210.0,0.0035
3225.0,0.0033
3240.0,0.0032
3255.0,0.0031
3270.0,0.003
3285.0,0.0029
3300.0,0.0029
3315.0,0.0028
3330.0,0.0027
3345.0,0.0026
3360.0,0.0025
3375.0,0.0024
3390.0,0.0024
3405.0,0.0023
3420.0,0.0022
3435.0,0.0021
3450.0,0.0021
3465.0,0.002
3480.0,0.002
3495.0,0.0019
3510.0,0.0018
3525.0,0.0018
3540.0,0.0017
3555.0,0.0017
3570.0,0.0016
3585.0,0.0016
3600.0,0.0015
3615.0,0.0015
3630.0,0.0014
3645.0,0.0014
3660.0,0.0013
3675.0,0.0013
3690.0,0.0013
3705.0,0.0012
3720.0,0.0012
3735.0,0.0011
3750.0,0.0011
3765.0,0.0011
3780.0,0.001
3795.0,0.001
3810.0,0.001
3825.0,0.0009
3900.0,0.0008
