# case 0275  h_peak=2.40 m  t_peak=60 min  alpha=2.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.001,0.0316
2.0,0.0055,0.0742
3.0,0.0144,0.12
4.0,0.0284,0.1685
5.0,0.0476,0.2182
6.0,0.072,0.2683
7.0,0.1015,0.3186
8.0,0.136,0.3688
9.0,0.1751,0.4184
10.0,0.2186,0.4675
11.0,0.2661,0.5158
12.0,0.3172,0.5632
13.0,0.3717,0.6097
14.0,0.4291,0.6551
15.0,0.4891,0.6994
16.0,0.5512,0.7424
17.0,0.6153,0.7844
18.0,0.6808,0.8251
19.0,0.7475,0.8646
20.0,0.8151,0.9028
21.0,0.8833,0.9398
22.0,0.9517,0.9756
23.0,1.0202,1.01
24.0,1.0884,1.0433
25.0,1.1562,1.0753
26.0,1.2233,1.106
27.0,1.2894,1.1355
28.0,1.3545,1.1638
29.0,1.4184,1.191
30.0,1.4808,1.2169
31.0,1.5417,1.2417
32.0,1.601,1.2653
33.0,1.6584,1.2878
34.0,1.714,1.3092
35.0,1.7676,1.3295
36.0,1.8192,1.3488
37.0,1.8687,1.367
38.0,1.916,1.3842
39.0,1.9611,1.4004
40.0,2.004,1.4156
41.0,2.0446,1.4299
42.0,2.0829,1.4432
43.0,2.119,1.4557
44.0,2.1528,1.4672
45.0,2.1842,1.4779
46.0,2.2134,1.4877
47.0,2.2404,1.4968
48.0,2.2651,1.505
49.0,2.2876,1.5125
50.0,2.3079,1.5192
51.0,2.326,1.5251
52.0,2.3421,1.5304
53.0,2.3561,1.535
54.0,2.3681,1.5389
55.0,2.378,1.5421
56.0,2.3861,1.5447
57.0,2.3923,1.5467
58.0,2.3966,1.5481
59.0,2.3992,1.5489
60.0,2.4,1.5492
61.0,2.3274,1.5256
62.0,2.2571,1.5024
63.0,2.1888,1.4795
64.0,2.1226,1.4569
65.0,2.0585,1.4347
66.0,1.9962,1.4129
67.0,1.9359,1.3914
68.0,1.8773,1.3701
69.0,1.8206,1.3493
70.0,1.7655,1.3287
71.0,1.7122,1.3085
72.0,1.6604,1.2886
73.0,1.6102,1.2689
74.0,1.5615,1.2496
75.0,1.5143,1.2306
76.0,1.4685,1.2118
77.0,1.4241,1.1934
78.0,1.3811,1.1752
79.0,1.3393,1.1573
80.0,1.2988,1.1396
81.0,1.2595,1.1223
82.0,1.2215,1.1052
83.0,1.1845,1.0883
84.0,1.1487,1.0718
85.0,1.114,1.0555
86.0,1.0803,1.0394
87.0,1.0476,1.0235
88.0,1.016,1.008
89.0,0.9852,0.9926
90.0,0.9555,0.9775
91.0,0.9266,0.9626
92.0,0.8986,0.9479
93.0,0.8714,0.9335
94.0,0.845,0.9192
95.0,0.8195,0.9053
96.0,0.7947,0.8915
97.0,0.7707,0.8779
98.0,0.7474,0.8645
99.0,0.7248,0.8514
100.0,0.7029,0.8384
101.0,0.6816,0.8256
102.0,0.661,0.813
103.0,0.641,0.8006
104.0,0.6216,0.7884
105.0,0.6029,0.7765
106.0,0.5846,0.7646
107.0,0.5669,0.7529
108.0,0.5498,0.7415
109.0,0.5332,0.7302
110.0,0.5171,0.7191
111.0,0.5014,0.7081
112.0,0.4863,0.6974
113.0,0.4716,0.6867
114.0,0.4573,0.6762
115.0,0.4435,0.666
116.0,0.4301,0.6558
117.0,0.4171,0.6458
118.0,0.4045,0.636
119.0,0.3922,0.6263
120.0,0.3804,0.6168
121.0,0.3689,0.6074
122.0,0.3577,0.5981
123.0,0.3469,0.589
124.0,0.3364,0.58
125.0,0.3262,0.5711
126.0,0.3164,0.5625
127.0,0.3068,0.5539
128.0,0.2975,0.5454
129.0,0.2885,0.5371
130.0,0.2798,0.529
131.0,0.2714,0.521
132.0,0.2632,0.513
133.0,0.2552,0.5052
134.0,0.2475,0.4975
135.0,0.24,0.4899
136.0,0.2327,0.4824
137.0,0.2257,0.4751
138.0,0.2189,0.4679
139.0,0.2123,0.4608
140.0,0.2058,0.4537
141.0,0.1996,0.4468
142.0,0.1936,0.44
143.0,0.1877,0.4332
144.0,0.1821,0.4267
145.0,0.1766,0.4202
146.0,0.1712,0.4138
147.0,0.166,0.4074
148.0,0.161,0.4012
149.0,0.1562,0.3952
150.0,0.1514,0.3891
151.0,0.1469,0.3833
152.0,0.1424,0.3774
153.0,0.1381,0.3716
154.0,0.1339,0.3659
155.0,0.1299,0.3604
156.0,0.126,0.355
157.0,0.1221,0.3494
158.0,0.1185,0.3442
159.0,0.1149,0.339
160.0,0.1114,0.3338
161.0,0.108,0.3286
162.0,0.1048,0.3237
163.0,0.1016,0.3187
164.0,0.0985,0.3138
165.0,0.0955,0.309
166.0,0.0927,0.3045
167.0,0.0899,0.2998
168.0,0.0871,0.2951
169.0,0.0845,0.2907
170.0,0.0819,0.2862
171.0,0.0795,0.282
172.0,0.0771,0.2777
173.0,0.0747,0.2733
174.0,0.0725,0.2693
175.0,0.0703,0.2651
176.0,0.0682,0.2612
177.0,0.0661,0.2571
178.0,0.0641,0.2532
179.0,0.0622,0.2494
180.0,0.0603,0.2456
181.0,0.0585,0.2419
182.0,0.0567,0.2381
183.0,0.055,0.2345
184.0,0.0533,0.2309
185.0,0.0517,0.2274
186.0,0.0501,0.2238
187.0,0.0486,0.2205
188.0,0.0472,0.2173
189.0,0.0457,0.2138
190.0,0.0443,0.2105
191.0,0.043,0.2074
192.0,0.0417,0.2042
193.0,0.0404,0.201
194.0,0.0392,0.198
195.0,0.038,0.1949
196.0,0.0369,0.1921
197.0,0.0358,0.1892
198.0,0.0347,0.1863
199.0,0.0336,0.1833
200.0,0.0326,0.1806
201.0,0.0316,0.1778
202.0,0.0307,0.1752
203.0,0.0298,0.1726
204.0,0.0289,0.17
205.0,0.028,0.1673
206.0,0.0271,0.1646
207.0,0.0263,0.1622
208.0,0.0255,0.1597
209.0,0.0247,0.1572
210.0,0.024,0.1549
211.0,0.0233,0.1526
212.0,0.0226,0.1503
213.0,0.0219,0.148
218.0,0.0,0.0
