# case 0031  h_peak=0.35 m  t_peak=60 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0319,0.1786
20.0,0.1189,0.3448
30.0,0.216,0.4648
40.0,0.2922,0.5406
50.0,0.3366,0.5802
60.0,0.35,0.5916
70.0,0.2098,0.458
80.0,0.1258,0.3547
90.0,0.0754,0.2746
100.0,0.0452,0.2126
110.0,0.0271,0.1646
120.0,0.0162,0.1273
130.0,0.0097,0.0985
140.0,0.0058,0.0762
150.0,0.0035,0.0592
160.0,0.0021,0.0458
170.0,0.0013,0.0361
180.0,0.0008,0.0283
230.0,0.0,0.0
