# case 0131  h_peak=1.10 m  t_peak=2880 min  alpha=2.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0001,0.01
30.0,0.0001,0.01
40.0,0.0003,0.0173
50.0,0.0005,0.0224
60.0,0.0008,0.0283
70.0,0.0012,0.0346
80.0,0.0016,0.04
90.0,0.0021,0.0458
100.0,0.0028,0.0529
110.0,0.0035,0.0592
120.0,0.0043,0.0656
130.0,0.0052,0.0721
140.0,0.0062,0.0787
150.0,0.0073,0.0854
160.0,0.0085,0.0922
170.0,0.0098,0.099
180.0,0.0112,0.1058
190.0,0.0127,0.1127
200.0,0.0143,0.1196
210.0,0.016,0.1265
220.0,0.0179,0.1338
230.0,0.0198,0.1407
240.0,0.0218,0.1476
250.0,0.0239,0.1546
260.0,0.0262,0.1619
270.0,0.0285,0.1688
280.0,0.031,0.1761
290.0,0.0335,0.183
300.0,0.0362,0.1903
310.0,0.0389,0.1972
320.0,0.0418,0.2045
330.0,0.0447,0.2114
340.0,0.0478,0.2186
350.0,0.0509,0.2256
360.0,0.0542,0.2328
370.0,0.0575,0.2398
380.0,0.0609,0.2468
390.0,0.0645,0.254
400.0,0.0681,0.261
410.0,0.0718,0.268
420.0,0.0756,0.275
430.0,0.0795,0.282
440.0,0.0834,0.2888
450.0,0.0875,0.2958
460.0,0.0916,0.3027
470.0,0.0959,0.3097
480.0,0.1002,0.3165
490.0,0.1046,0.3234
500.0,0.109,0.3302
510.0,0.1136,0.337
520.0,0.1182,0.3438
530.0,0.1229,0.3506
540.0,0.1277,0.3574
550.0,0.1325,0.364
560.0,0.1374,0.3707
570.0,0.1424,0.3774
580.0,0.1474,0.3839
590.0,0.1525,0.3905
600.0,0.1577,0.3971
610.0,0.1629,0.4036
620.0,0.1682,0.4101
630.0,0.1736,0.4167
640.0,0.179,0.4231
650.0,0.1845,0.4295
660.0,0.19,0.4359
670.0,0.1955,0.4422
680.0,0.2012,0.4486
690.0,0.2068,0.4548
700.0,0.2126,0.4611
710.0,0.2183,0.4672
720.0,0.2242,0.4735
730.0,0.23,0.4796
740.0,0.2359,0.4857
750.0,0.2419,0.4918
760.0,0.2478,0.4978
770.0,0.2539,0.5039
780.0,0.2599,0.5098
790.0,0.266,0.5158
800.0,0.2721,0.5216
810.0,0.2783,0.5275
