# case 0154  h_peak=0.90 m  t_peak=960 min  alpha=1.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0001,0.015
2.0,0.0004,0.03
3.0,0.0007,0.0397
4.0,0.0011,0.0497
5.0,0.0015,0.0581
6.0,0.002,0.0671
7.0,0.0025,0.075
8.0,0.003,0.0822
9.0,0.0036,0.09
10.0,0.0042,0.0972
11.0,0.0049,0.105
12.0,0.0055,0.1112
13.0,0.0062,0.1181
14.0,0.0069,0.1246
15.0,0.0077,0.1316
16.0,0.0085,0.1383
17.0,0.0093,0.1447
18.0,0.0101,0.1507
19.0,0.0109,0.1566
20.0,0.0118,0.1629
21.0,0.0126,0.1684
22.0,0.0135,0.1743
23.0,0.0144,0.18
24.0,0.0154,0.1861
25.0,0.0163,0.1915
26.0,0.0173,0.1973
27.0,0.0182,0.2024
28.0,0.0192,0.2078
29.0,0.0202,0.2132
30.0,0.0213,0.2189
31.0,0.0223,0.224
32.0,0.0234,0.2295
33.0,0.0244,0.2343
34.0,0.0255,0.2395
35.0,0.0266,0.2446
36.0,0.0277,0.2496
37.0,0.0288,0.2546
38.0,0.0299,0.2594
39.0,0.0311,0.2645
40.0,0.0322,0.2692
41.0,0.0334,0.2741
42.0,0.0346,0.279
43.0,0.0358,0.2838
44.0,0.0369,0.2881
45.0,0.0382,0.2932
46.0,0.0394,0.2977
47.0,0.0406,0.3022
48.0,0.0418,0.3067
49.0,0.0431,0.3114
50.0,0.0443,0.3157
51.0,0.0456,0.3203
52.0,0.0469,0.3248
53.0,0.0482,0.3293
54.0,0.0495,0.3337
55.0,0.0508,0.3381
56.0,0.0521,0.3424
57.0,0.0534,0.3466
58.0,0.0547,0.3508
59.0,0.056,0.355
60.0,0.0574,0.3594
61.0,0.0587,0.3634
62.0,0.0601,0.3677
63.0,0.0615,0.372
64.0,0.0628,0.3759
65.0,0.0642,0.3801
66.0,0.0656,0.3842
67.0,0.067,0.3883
68.0,0.0684,0.3923
69.0,0.0698,0.3963
70.0,0.0712,0.4002
71.0,0.0726,0.4042
72.0,0.074,0.408
73.0,0.0755,0.4122
74.0,0.0769,0.416
