# case 0013  h_peak=0.10 m  t_peak=480 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0001,0.01
20.0,0.0004,0.02
30.0,0.001,0.0316
40.0,0.002,0.0447
50.0,0.0033,0.0574
60.0,0.0049,0.07
70.0,0.0069,0.0831
80.0,0.0091,0.0954
90.0,0.0116,0.1077
100.0,0.0143,0.1196
110.0,0.0173,0.1315
120.0,0.0204,0.1428
130.0,0.0236,0.1536
140.0,0.027,0.1643
150.0,0.0304,0.1744
160.0,0.034,0.1844
170.0,0.0375,0.1936
180.0,0.0411,0.2027
190.0,0.0446,0.2112
200.0,0.0482,0.2195
210.0,0.0517,0.2274
220.0,0.0551,0.2347
230.0,0.0584,0.2417
240.0,0.0617,0.2484
250.0,0.0649,0.2548
260.0,0.0679,0.2606
270.0,0.0708,0.2661
280.0,0.0737,0.2715
290.0,0.0763,0.2762
300.0,0.0789,0.2809
310.0,0.0813,0.2851
320.0,0.0835,0.289
330.0,0.0856,0.2926
340.0,0.0876,0.296
350.0,0.0894,0.299
360.0,0.091,0.3017
370.0,0.0925,0.3041
380.0,0.0939,0.3064
390.0,0.0951,0.3084
400.0,0.0962,0.3102
410.0,0.0971,0.3116
420.0,0.0979,0.3129
430.0,0.0986,0.314
440.0,0.0991,0.3148
450.0,0.0995,0.3154
460.0,0.0998,0.3159
470.0,0.0999,0.3161
480.0,0.1,0.3162
490.0,0.0938,0.3063
500.0,0.088,0.2966
510.0,0.0825,0.2872
520.0,0.0774,0.2782
530.0,0.0726,0.2694
540.0,0.0681,0.261
550.0,0.0639,0.2528
560.0,0.0599,0.2447
570.0,0.0562,0.2371
580.0,0.0527,0.2296
590.0,0.0495,0.2225
600.0,0.0464,0.2154
610.0,0.0435,0.2086
620.0,0.0408,0.202
630.0,0.0383,0.1957
640.0,0.0359,0.1895
650.0,0.0337,0.1836
660.0,0.0316,0.1778
670.0,0.0297,0.1723
680.0,0.0278,0.1667
690.0,0.0261,0.1616
700.0,0.0245,0.1565
710.0,0.023,0.1517
720.0,0.0215,0.1466
730.0,0.0202,0.1421
740.0,0.019,0.1378
750.0,0.0178,0.1334
760.0,0.0167,0.1292
770.0,0.0156,0.1249
780.0,0.0147,0.1212
790.0,0.0138,0.1175
800.0,0.0129,0.1136
810.0,0.0121,0.11
820.0,0.0114,0.1068
830.0,0.0107,0.1034
840.0,0.01,0.1
850.0,0.0094,0.097
860.0,0.0088,0.0938
870.0,0.0083,0.0911
880.0,0.0077,0.0877
890.0,0.0073,0.0854
900.0,0.0068,0.0825
910.0,0.0064,0.08
920.0,0.006,0.0775
930.0,0.0056,0.0748
940.0,0.0053,0.0728
950.0,0.0049,0.07
960.0,0.0046,0.0678
970.0,0.0044,0.0663
980.0,0.0041,0.064
990.0,0.0038,0.0616
1000.0,0.0036,0.06
1010.0,0.0034,0.0583
1020.0,0.0032,0.0566
1030.0,0.003,0.0548
1040.0,0.0028,0.0529
1050.0,0.0026,0.051
1060.0,0.0024,0.049
1070.0,0.0023,0.048
1080.0,0.0022,0.0469
1090.0,0.002,0.0447
1100.0,0.0019,0.0436
1110.0,0.0018,0.0424
1120.0,0.0017,0.0412
1130.0,0.0016,0.04
1140.0,0.0015,0.0387
1150.0,0.0014,0.0374
1160.0,0.0013,0.0361
1170.0,0.0012,0.0346
1180.0,0.0011,0.0332
1190.0,0.0011,0.0332
1200.0,0.001,0.0316
1210.0,0.0009,0.03
1220.0,0.0009,0.03
1230.0,0.0008,0.0283
1280.0,0.0,0.0
