# case 0205  h_peak=1.50 m  t_peak=480 min  alpha=4.0  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0,0.0
9.0,0.0,0.0
10.0,0.0,0.0
11.0,0.0,0.0
12.0,0.0,0.0
13.0,0.0,0.0
14.0,0.0001,0.015
15.0,0.0001,0.015
16.0,0.0001,0.015
17.0,0.0001,0.015
18.0,0.0001,0.015
19.0,0.0002,0.0212
20.0,0.0002,0.0212
21.0,0.0003,0.026
22.0,0.0003,0.026
23.0,0.0004,0.03
24.0,0.0004,0.03
25.0,0.0005,0.0335
26.0,0.0006,0.0367
27.0,0.0007,0.0397
28.0,0.0008,0.0424
29.0,0.0009,0.045
30.0,0.001,0.0474
31.0,0.0011,0.0497
32.0,0.0012,0.052
33.0,0.0014,0.0561
34.0,0.0016,0.06
35.0,0.0017,0.0618
36.0,0.0019,0.0654
37.0,0.0021,0.0687
38.0,0.0023,0.0719
39.0,0.0026,0.0765
40.0,0.0028,0.0794
41.0,0.0031,0.0835
42.0,0.0034,0.0875
43.0,0.0037,0.0912
44.0,0.004,0.0949
45.0,0.0043,0.0984
46.0,0.0047,0.1028
47.0,0.0051,0.1071
48.0,0.0055,0.1112
49.0,0.0059,0.1152
50.0,0.0064,0.12
51.0,0.0068,0.1237
52.0,0.0073,0.1282
53.0,0.0078,0.1325
54.0,0.0084,0.1375
55.0,0.0089,0.1415
56.0,0.0095,0.1462
57.0,0.0101,0.1507
58.0,0.0108,0.1559
59.0,0.0114,0.1602
60.0,0.0121,0.165
61.0,0.0128,0.1697
62.0,0.0136,0.1749
63.0,0.0144,0.18
64.0,0.0152,0.1849
65.0,0.016,0.1897
66.0,0.0169,0.195
67.0,0.0178,0.2001
68.0,0.0187,0.2051
69.0,0.0197,0.2105
70.0,0.0207,0.2158
71.0,0.0217,0.221
72.0,0.0228,0.2265
73.0,0.0238,0.2314
74.0,0.025,0.2372
75.0,0.0261,0.2423
76.0,0.0273,0.2478
77.0,0.0285,0.2532
78.0,0.0298,0.2589
79.0,0.0311,0.2645
80.0,0.0324,0.27
81.0,0.0338,0.2758
82.0,0.0352,0.2814
83.0,0.0367,0.2874
84.0,0.0381,0.2928
85.0,0.0397,0.2989
86.0,0.0412,0.3045
87.0,0.0428,0.3103
88.0,0.0444,0.3161
89.0,0.0461,0.3221
90.0,0.0478,0.3279
91.0,0.0496,0.3341
92.0,0.0513,0.3397
93.0,0.0532,0.346
94.0,0.055,0.3518
95.0,0.0569,0.3578
96.0,0.0589,0.364
97.0,0.0609,0.3702
98.0,0.0629,0.3762
99.0,0.0649,0.3821
100.0,0.067,0.3883
101.0,0.0692,0.3946
102.0,0.0714,0.4008
103.0,0.0736,0.4069
104.0,0.0759,0.4132
105.0,0.0782,0.4195
106.0,0.0805,0.4256
107.0,0.0829,0.4319
108.0,0.0853,0.4381
109.0,0.0878,0.4445
110.0,0.0903,0.4507
111.0,0.0929,0.4572
112.0,0.0955,0.4635
113.0,0.0981,0.4698
114.0,0.1008,0.4762
115.0,0.1035,0.4826
116.0,0.1062,0.4888
117.0,0.109,0.4952
118.0,0.1119,0.5018
119.0,0.1148,0.5082
120.0,0.1177,0.5146
121.0,0.1207,0.5211
122.0,0.1237,0.5276
123.0,0.1267,0.5339
124.0,0.1298,0.5404
125.0,0.1329,0.5468
126.0,0.1361,0.5534
127.0,0.1393,0.5598
128.0,0.1425,0.5662
129.0,0.1458,0.5728
130.0,0.1491,0.5792
131.0,0.1525,0.5858
132.0,0.1559,0.5923
133.0,0.1594,0.5989
134.0,0.1628,0.6052
135.0,0.1664,0.6119
136.0,0.1699,0.6183
137.0,0.1735,0.6248
138.0,0.1772,0.6314
139.0,0.1808,0.6378
140.0,0.1846,0.6445
141.0,0.1883,0.6509
142.0,0.1921,0.6574
143.0,0.1959,0.6639
144.0,0.1998,0.6705
145.0,0.2037,0.677
146.0,0.2076,0.6834
147.0,0.2116,0.69
148.0,0.2156,0.6965
149.0,0.2197,0.7031
150.0,0.2238,0.7096
151.0,0.2279,0.7161
152.0,0.232,0.7225
153.0,0.2362,0.729
154.0,0.2405,0.7356
155.0,0.2447,0.742
156.0,0.249,0.7485
157.0,0.2533,0.7549
158.0,0.2577,0.7615
159.0,0.2621,0.7679
160.0,0.2665,0.7744
161.0,0.271,0.7809
162.0,0.2755,0.7873
163.0,0.28,0.7937
164.0,0.2845,0.8001
165.0,0.2891,0.8065
166.0,0.2937,0.8129
167.0,0.2984,0.8194
168.0,0.3031,0.8258
169.0,0.3078,0.8322
170.0,0.3125,0.8385
171.0,0.3173,0.8449
172.0,0.3221,0.8513
173.0,0.3269,0.8576
174.0,0.3317,0.8639
175.0,0.3366,0.8703
176.0,0.3415,0.8766
177.0,0.3464,0.8828
178.0,0.3514,0.8892
179.0,0.3564,0.8955
180.0,0.3614,0.9017
181.0,0.3664,0.908
182.0,0.3715,0.9143
183.0,0.3765,0.9204
184.0,0.3816,0.9266
185.0,0.3868,0.9329
186.0,0.3919,0.939
187.0,0.3971,0.9452
188.0,0.4023,0.9514
189.0,0.4075,0.9575
190.0,0.4127,0.9636
191.0,0.418,0.9698
192.0,0.4233,0.9759
193.0,0.4286,0.982
194.0,0.4339,0.9881
195.0,0.4393,0.9942
196.0,0.4446,1.0002
197.0,0.45,1.0062
198.0,0.4554,1.0122
199.0,0.4608,1.0182
200.0,0.4662,1.0242
201.0,0.4717,1.0302
202.0,0.4771,1.0361
203.0,0.4826,1.042
204.0,0.4881,1.048
205.0,0.4936,1.0539
206.0,0.4992,1.0598
207.0,0.5047,1.0656
208.0,0.5102,1.0714
209.0,0.5158,1.0773
210.0,0.5214,1.0831
211.0,0.527,1.0889
212.0,0.5326,1.0947
213.0,0.5382,1.1004
214.0,0.5438,1.1061
215.0,0.5495,1.1119
216.0,0.5551,1.1176
217.0,0.5608,1.1233
218.0,0.5665,1.129
219.0,0.5721,1.1346
220.0,0.5778,1.1402
221.0,0.5835,1.1458
222.0,0.5892,1.1514
223.0,0.5949,1.1569
224.0,0.6006,1.1625
225.0,0.6064,1.1681
226.0,0.6121,1.1736
227.0,0.6178,1.179
228.0,0.6236,1.1845
229.0,0.6293,1.1899
230.0,0.6351,1.1954
231.0,0.6408,1.2007
232.0,0.6466,1.2062
233.0,0.6523,1.2115
234.0,0.6581,1.2169
235.0,0.6639,1.2222
236.0,0.6696,1.2274
237.0,0.6754,1.2327
238.0,0.6812,1.238
239.0,0.687,1.2433
240.0,0.6927,1.2484
241.0,0.6985,1.2536
242.0,0.7043,1.2588
243.0,0.71,1.2639
244.0,0.7158,1.2691
245.0,0.7216,1.2742
246.0,0.7273,1.2792
247.0,0.7331,1.2843
248.0,0.7389,1.2894
249.0,0.7446,1.2944
250.0,0.7504,1.2994
251.0,0.7561,1.3043
252.0,0.7619,1.3093
253.0,0.7676,1.3142
254.0,0.7734,1.3191
255.0,0.7791,1.324
256.0,0.7848,1.3288
257.0,0.7905,1.3337
258.0,0.7963,1.3385
259.0,0.802,1.3433
260.0,0.8077,1.3481
261.0,0.8133,1.3527
262.0,0.819,1.3575
263.0,0.8247,1.3622
264.0,0.8304,1.3669
265.0,0.836,1.3715
266.0,0.8417,1.3762
267.0,0.8473,1.3807
268.0,0.8529,1.3853
269.0,0.8586,1.3899
270.0,0.8642,1.3944
271.0,0.8698,1.3989
272.0,0.8753,1.4034
273.0,0.8809,1.4078
274.0,0.8865,1.4123
275.0,0.892,1.4167
276.0,0.8976,1.4211
277.0,0.9031,1.4255
278.0,0.9086,1.4298
279.0,0.9141,1.4341
280.0,0.9196,1.4384
281.0,0.925,1.4427
282.0,0.9305,1.4469
283.0,0.9359,1.4511
284.0,0.9413,1.4553
285.0,0.9467,1.4595
286.0,0.9521,1.4636
287.0,0.9575,1.4678
288.0,0.9629,1.4719
289.0,0.9682,1.476
290.0,0.9735,1.48
291.0,0.9788,1.484
292.0,0.9841,1.488
293.0,0.9894,1.492
294.0,0.9947,1.496
295.0,0.9999,1.4999
296.0,1.0051,1.5038
297.0,1.0103,1.5077
298.0,1.0155,1.5116
299.0,1.0206,1.5154
300.0,1.0258,1.5192
301.0,1.0309,1.523
302.0,1.036,1.5268
303.0,1.0411,1.5305
304.0,1.0461,1.5342
305.0,1.0512,1.5379
306.0,1.0562,1.5416
307.0,1.0612,1.5452
308.0,1.0661,1.5488
309.0,1.0711,1.5524
310.0,1.076,1.556
311.0,1.0809,1.5595
312.0,1.0858,1.563
313.0,1.0907,1.5665
314.0,1.0955,1.57
315.0,1.1003,1.5734
316.0,1.1051,1.5769
317.0,1.1099,1.5803
318.0,1.1146,1.5836
319.0,1.1194,1.587
320.0,1.124,1.5903
321.0,1.1287,1.5936
322.0,1.1334,1.5969
323.0,1.138,1.6002
324.0,1.1426,1.6034
325.0,1.1472,1.6066
326.0,1.1517,1.6098
327.0,1.1562,1.6129
328.0,1.1607,1.616
329.0,1.1652,1.6192
