# case 0095  h_peak=0.85 m  t_peak=480 min  alpha=2.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0006,0.0245
20.0,0.0033,0.0574
30.0,0.0086,0.0927
40.0,0.0169,0.13
50.0,0.0279,0.167
60.0,0.0419,0.2047
70.0,0.0584,0.2417
80.0,0.0774,0.2782
90.0,0.0986,0.314
100.0,0.1219,0.3491
110.0,0.1468,0.3831
120.0,0.1732,0.4162
130.0,0.2008,0.4481
140.0,0.2295,0.4791
150.0,0.2588,0.5087
160.0,0.2887,0.5373
170.0,0.3189,0.5647
180.0,0.3492,0.5909
190.0,0.3795,0.616
200.0,0.4095,0.6399
210.0,0.4391,0.6626
220.0,0.4683,0.6843
230.0,0.4967,0.7048
240.0,0.5245,0.7242
250.0,0.5513,0.7425
260.0,0.5773,0.7598
270.0,0.6022,0.776
280.0,0.626,0.7912
290.0,0.6488,0.8055
300.0,0.6703,0.8187
310.0,0.6906,0.831
320.0,0.7097,0.8424
330.0,0.7276,0.853
340.0,0.7442,0.8627
350.0,0.7595,0.8715
360.0,0.7736,0.8795
370.0,0.7864,0.8868
380.0,0.7979,0.8933
390.0,0.8083,0.8991
400.0,0.8174,0.9041
410.0,0.8253,0.9085
420.0,0.8321,0.9122
430.0,0.8377,0.9153
440.0,0.8422,0.9177
450.0,0.8457,0.9196
460.0,0.8481,0.9209
470.0,0.8495,0.9217
480.0,0.85,0.922
490.0,0.818,0.9044
500.0,0.7872,0.8872
510.0,0.7576,0.8704
520.0,0.729,0.8538
530.0,0.7016,0.8376
540.0,0.6752,0.8217
550.0,0.6498,0.8061
560.0,0.6253,0.7908
570.0,0.6018,0.7758
580.0,0.5791,0.761
590.0,0.5573,0.7465
600.0,0.5363,0.7323
610.0,0.5161,0.7184
620.0,0.4967,0.7048
630.0,0.478,0.6914
640.0,0.46,0.6782
650.0,0.4427,0.6654
660.0,0.426,0.6527
670.0,0.41,0.6403
680.0,0.3945,0.6281
690.0,0.3797,0.6162
700.0,0.3654,0.6045
710.0,0.3516,0.593
720.0,0.3384,0.5817
730.0,0.3257,0.5707
740.0,0.3134,0.5598
750.0,0.3016,0.5492
760.0,0.2902,0.5387
770.0,0.2793,0.5285
780.0,0.2688,0.5185
790.0,0.2587,0.5086
800.0,0.2489,0.4989
810.0,0.2396,0.4895
820.0,0.2305,0.4801
830.0,0.2219,0.4711
840.0,0.2135,0.4621
850.0,0.2055,0.4533
860.0,0.1977,0.4446
870.0,0.1903,0.4362
880.0,0.1831,0.4279
890.0,0.1762,0.4198
900.0,0.1696,0.4118
910.0,0.1632,0.404
920.0,0.1571,0.3964
930.0,0.1512,0.3888
940.0,0.1455,0.3814
950.0,0.14,0.3742
960.0,0.1347,0.367
970.0,0.1296,0.36
980.0,0.1248,0.3533
990.0,0.1201,0.3466
1000.0,0.1155,0.3399
1010.0,0.1112,0.3335
1020.0,0.107,0.3271
1030.0,0.103,0.3209
1040.0,0.0991,0.3148
1050.0,0.0954,0.3089
1060.0,0.0918,0.303
1070.0,0.0883,0.2972
1080.0,0.085,0.2915
1090.0,0.0818,0.286
1100.0,0.0787,0.2805
1110.0,0.0758,0.2753
1120.0,0.0729,0.27
1130.0,0.0702,0.265
1140.0,0.0675,0.2598
1150.0,0.065,0.255
1160.0,0.0625,0.25
1170.0,0.0602,0.2454
1180.0,0.0579,0.2406
1190.0,0.0557,0.236
1200.0,0.0536,0.2315
1210.0,0.0516,0.2272
1220.0,0.0497,0.2229
1230.0,0.0478,0.2186
1240.0,0.046,0.2145
1250.0,0.0443,0.2105
1260.0,0.0426,0.2064
1270.0,0.041,0.2025
1280.0,0.0395,0.1987
1290.0,0.038,0.1949
1300.0,0.0365,0.191
1310.0,0.0352,0.1876
1320.0,0.0338,0.1838
1330.0,0.0326,0.1806
1340.0,0.0313,0.1769
1350.0,0.0302,0.1738
1360.0,0.029,0.1703
1370.0,0.0279,0.167
1380.0,0.0269,0.164
1390.0,0.0259,0.1609
1400.0,0.0249,0.1578
1410.0,0.024,0.1549
1420.0,0.0231,0.152
1430.0,0.0222,0.149
1440.0,0.0214,0.1463
1450.0,0.0205,0.1432
1460.0,0.0198,0.1407
1470.0,0.019,0.1378
1480.0,0.0183,0.1353
1490.0,0.0176,0.1327
1500.0,0.017,0.1304
1510.0,0.0163,0.1277
1520.0,0.0157,0.1253
1530.0,0.0151,0.1229
1540.0,0.0145,0.1204
1550.0,0.014,0.1183
1560.0,0.0135,0.1162
1570.0,0.013,0.114
1580.0,0.0125,0.1118
1590.0,0.012,0.1095
1600.0,0.0116,0.1077
1610.0,0.0111,0.1054
1620.0,0.0107,0.1034
1630.0,0.0103,0.1015
1640.0,0.0099,0.0995
1650.0,0.0095,0.0975
1660.0,0.0092,0.0959
1670.0,0.0088,0.0938
1680.0,0.0085,0.0922
1690.0,0.0082,0.0906
1700.0,0.0079,0.0889
1710.0,0.0076,0.0872
1760.0,0.0,0.0
