# case 0009  h_peak=0.10 m  t_peak=60 min  alpha=4.0  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0022,0.0469
20.0,0.0178,0.1334
30.0,0.0462,0.2149
40.0,0.0749,0.2737
50.0,0.0939,0.3064
60.0,0.1,0.3162
70.0,0.0825,0.2872
80.0,0.0681,0.261
90.0,0.0562,0.2371
100.0,0.0464,0.2154
110.0,0.0383,0.1957
120.0,0.0316,0.1778
130.0,0.0261,0.1616
140.0,0.0215,0.1466
150.0,0.0178,0.1334
160.0,0.0147,0.1212
170.0,0.0121,0.11
180.0,0.01,0.1
190.0,0.0083,0.0911
200.0,0.0068,0.0825
210.0,0.0056,0.0748
220.0,0.0046,0.0678
230.0,0.0038,0.0616
240.0,0.0032,0.0566
250.0,0.0026,0.051
260.0,0.0022,0.0469
270.0,0.0018,0.0424
280.0,0.0015,0.0387
290.0,0.0012,0.0346
300.0,0.001,0.0316
310.0,0.0008,0.0283
320.0,0.0007,0.0265
330.0,0.0006,0.0245
380.0,0.0,0.0
