# case 0123  h_peak=1.10 m  t_peak=480 min  alpha=2.5  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0008,0.0283
20.0,0.0043,0.0656
30.0,0.0112,0.1058
40.0,0.0218,0.1476
50.0,0.0362,0.1903
60.0,0.0542,0.2328
70.0,0.0756,0.275
80.0,0.1002,0.3165
90.0,0.1277,0.3574
100.0,0.1577,0.3971
110.0,0.19,0.4359
120.0,0.2242,0.4735
130.0,0.2599,0.5098
140.0,0.2969,0.5449
150.0,0.3349,0.5787
160.0,0.3736,0.6112
170.0,0.4127,0.6424
180.0,0.4519,0.6722
190.0,0.4911,0.7008
200.0,0.5299,0.7279
210.0,0.5683,0.7539
220.0,0.606,0.7785
230.0,0.6428,0.8017
240.0,0.6787,0.8238
250.0,0.7135,0.8447
260.0,0.7471,0.8643
270.0,0.7793,0.8828
280.0,0.8102,0.9001
290.0,0.8396,0.9163
300.0,0.8674,0.9313
310.0,0.8938,0.9454
320.0,0.9185,0.9584
330.0,0.9416,0.9704
340.0,0.9631,0.9814
350.0,0.9829,0.9914
360.0,1.0011,1.0005
370.0,1.0177,1.0088
380.0,1.0326,1.0162
390.0,1.046,1.0227
400.0,1.0578,1.0285
410.0,1.068,1.0334
420.0,1.0768,1.0377
430.0,1.0841,1.0412
440.0,1.0899,1.044
450.0,1.0944,1.0461
460.0,1.0975,1.0476
470.0,1.0994,1.0485
480.0,1.1,1.0488
490.0,1.0739,1.0363
500.0,1.0485,1.024
510.0,1.0236,1.0117
520.0,0.9994,0.9997
530.0,0.9757,0.9878
540.0,0.9526,0.976
550.0,0.93,0.9644
560.0,0.9079,0.9528
570.0,0.8864,0.9415
580.0,0.8654,0.9303
590.0,0.8449,0.9192
600.0,0.8249,0.9082
610.0,0.8053,0.8974
620.0,0.7862,0.8867
630.0,0.7676,0.8761
640.0,0.7494,0.8657
650.0,0.7317,0.8554
660.0,0.7143,0.8452
670.0,0.6974,0.8351
680.0,0.6809,0.8252
690.0,0.6647,0.8153
700.0,0.649,0.8056
710.0,0.6336,0.796
720.0,0.6186,0.7865
730.0,0.6039,0.7771
740.0,0.5896,0.7679
750.0,0.5756,0.7587
760.0,0.562,0.7497
770.0,0.5487,0.7407
780.0,0.5357,0.7319
790.0,0.523,0.7232
800.0,0.5106,0.7146
810.0,0.4985,0.706
820.0,0.4867,0.6976
830.0,0.4751,0.6893
840.0,0.4639,0.6811
850.0,0.4529,0.673
860.0,0.4421,0.6649
870.0,0.4317,0.657
880.0,0.4214,0.6492
890.0,0.4114,0.6414
900.0,0.4017,0.6338
910.0,0.3922,0.6263
920.0,0.3829,0.6188
930.0,0.3738,0.6114
940.0,0.3649,0.6041
950.0,0.3563,0.5969
960.0,0.3479,0.5898
970.0,0.3396,0.5828
980.0,0.3316,0.5758
990.0,0.3237,0.5689
1000.0,0.316,0.5621
1010.0,0.3085,0.5554
1020.0,0.3012,0.5488
1030.0,0.2941,0.5423
1040.0,0.2871,0.5358
1050.0,0.2803,0.5294
1060.0,0.2737,0.5232
1070.0,0.2672,0.5169
1080.0,0.2609,0.5108
1090.0,0.2547,0.5047
1100.0,0.2486,0.4986
1110.0,0.2427,0.4926
1120.0,0.237,0.4868
1130.0,0.2314,0.481
1140.0,0.2259,0.4753
1150.0,0.2205,0.4696
1160.0,0.2153,0.464
1170.0,0.2102,0.4585
1180.0,0.2052,0.453
1190.0,0.2004,0.4477
1200.0,0.1956,0.4423
1210.0,0.191,0.437
1220.0,0.1864,0.4317
1230.0,0.182,0.4266
1240.0,0.1777,0.4215
1250.0,0.1735,0.4165
1260.0,0.1694,0.4116
1270.0,0.1654,0.4067
1280.0,0.1615,0.4019
1290.0,0.1576,0.397
1300.0,0.1539,0.3923
1310.0,0.1502,0.3876
1320.0,0.1467,0.383
1330.0,0.1432,0.3784
1340.0,0.1398,0.3739
1350.0,0.1365,0.3695
1360.0,0.1333,0.3651
1370.0,0.1301,0.3607
1380.0,0.127,0.3564
1390.0,0.124,0.3521
1400.0,0.1211,0.348
1410.0,0.1182,0.3438
1420.0,0.1154,0.3397
1430.0,0.1127,0.3357
1440.0,0.11,0.3317
1450.0,0.1074,0.3277
1460.0,0.1048,0.3237
1470.0,0.1024,0.32
1480.0,0.0999,0.3161
1490.0,0.0976,0.3124
1500.0,0.0953,0.3087
1510.0,0.093,0.305
1520.0,0.0908,0.3013
1530.0,0.0886,0.2977
1540.0,0.0865,0.2941
1550.0,0.0845,0.2907
1560.0,0.0825,0.2872
1570.0,0.0805,0.2837
1580.0,0.0786,0.2804
1590.0,0.0768,0.2771
1600.0,0.0749,0.2737
1610.0,0.0732,0.2706
1620.0,0.0714,0.2672
1630.0,0.0697,0.264
1640.0,0.0681,0.261
1650.0,0.0665,0.2579
1660.0,0.0649,0.2548
1670.0,0.0634,0.2518
1680.0,0.0619,0.2488
1690.0,0.0604,0.2458
1700.0,0.059,0.2429
1710.0,0.0576,0.24
1720.0,0.0562,0.2371
1730.0,0.0549,0.2343
1740.0,0.0536,0.2315
1750.0,0.0523,0.2287
1760.0,0.0511,0.2261
1770.0,0.0498,0.2232
1780.0,0.0487,0.2207
1790.0,0.0475,0.2179
1800.0,0.0464,0.2154
1810.0,0.0453,0.2128
1820.0,0.0442,0.2102
1830.0,0.0432,0.2078
1840.0,0.0421,0.2052
1850.0,0.0411,0.2027
1860.0,0.0402,0.2005
1870.0,0.0392,0.198
1880.0,0.0383,0.1957
1890.0,0.0374,0.1934
1900.0,0.0365,0.191
1910.0,0.0356,0.1887
1920.0,0.0348,0.1865
1930.0,0.034,0.1844
1940.0,0.0332,0.1822
1950.0,0.0324,0.18
1960.0,0.0316,0.1778
1970.0,0.0309,0.1758
1980.0,0.0301,0.1735
1990.0,0.0294,0.1715
2000.0,0.0287,0.1694
2010.0,0.028,0.1673
2020.0,0.0274,0.1655
