# case 0126  h_peak=1.10 m  t_peak=480 min  alpha=4.0  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0002,0.0141
30.0,0.0007,0.0265
40.0,0.0021,0.0458
50.0,0.0047,0.0686
60.0,0.0089,0.0943
70.0,0.0152,0.1233
80.0,0.0238,0.1543
90.0,0.0351,0.1873
100.0,0.0492,0.2218
110.0,0.0662,0.2573
120.0,0.0863,0.2938
130.0,0.1094,0.3308
140.0,0.1353,0.3678
150.0,0.1641,0.4051
160.0,0.1954,0.442
170.0,0.2292,0.4787
180.0,0.265,0.5148
190.0,0.3027,0.5502
200.0,0.3419,0.5847
210.0,0.3824,0.6184
220.0,0.4237,0.6509
230.0,0.4657,0.6824
240.0,0.508,0.7127
250.0,0.5503,0.7418
260.0,0.5923,0.7696
270.0,0.6337,0.7961
280.0,0.6743,0.8212
290.0,0.7139,0.8449
300.0,0.7522,0.8673
310.0,0.7891,0.8883
320.0,0.8243,0.9079
330.0,0.8577,0.9261
340.0,0.8892,0.943
350.0,0.9187,0.9585
360.0,0.9461,0.9727
370.0,0.9713,0.9855
380.0,0.9942,0.9971
390.0,1.0149,1.0074
400.0,1.0332,1.0165
410.0,1.0493,1.0244
420.0,1.0631,1.0311
430.0,1.0746,1.0366
440.0,1.0839,1.0411
450.0,1.0911,1.0446
460.0,1.0961,1.0469
470.0,1.099,1.0483
480.0,1.1,1.0488
490.0,1.0739,1.0363
500.0,1.0485,1.024
510.0,1.0236,1.0117
520.0,0.9994,0.9997
530.0,0.9757,0.9878
540.0,0.9526,0.976
550.0,0.93,0.9644
560.0,0.9079,0.9528
570.0,0.8864,0.9415
580.0,0.8654,0.9303
590.0,0.8449,0.9192
600.0,0.8249,0.9082
610.0,0.8053,0.8974
620.0,0.7862,0.8867
630.0,0.7676,0.8761
640.0,0.7494,0.8657
650.0,0.7317,0.8554
660.0,0.7143,0.8452
670.0,0.6974,0.8351
680.0,0.6809,0.8252
690.0,0.6647,0.8153
700.0,0.649,0.8056
710.0,0.6336,0.796
720.0,0.6186,0.7865
730.0,0.6039,0.7771
740.0,0.5896,0.7679
750.0,0.5756,0.7587
760.0,0.562,0.7497
770.0,0.5487,0.7407
780.0,0.5357,0.7319
790.0,0.523,0.7232
800.0,0.5106,0.7146
810.0,0.4985,0.706
