# case 0125  h_peak=1.10 m  t_peak=480 min  alpha=4.0  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0002,0.0141
30.0,0.0007,0.0265
40.0,0.0021,0.0458
50.0,0.0047,0.0686
60.0,0.0089,0.0943
70.0,0.0152,0.1233
80.0,0.0238,0.1543
90.0,0.0351,0.1873
100.0,0.0492,0.2218
110.0,0.0662,0.2573
120.0,0.0863,0.2938
130.0,0.1094,0.3308
140.0,0.1353,0.3678
150.0,0.1641,0.4051
160.0,0.1954,0.442
170.0,0.2292,0.4787
180.0,0.265,0.5148
190.0,0.3027,0.5502
200.0,0.3419,0.5847
210.0,0.3824,0.6184
220.0,0.4237,0.6509
230.0,0.4657,0.6824
240.0,0.508,0.7127
250.0,0.5503,0.7418
260.0,0.5923,0.7696
270.0,0.6337,0.7961
280.0,0.6743,0.8212
290.0,0.7139,0.8449
300.0,0.7522,0.8673
310.0,0.7891,0.8883
320.0,0.8243,0.9079
330.0,0.8577,0.9261
340.0,0.8892,0.943
350.0,0.9187,0.9585
360.0,0.9461,0.9727
370.0,0.9713,0.9855
380.0,0.9942,0.9971
390.0,1.0149,1.0074
400.0,1.0332,1.0165
410.0,1.0493,1.0244
420.0,1.0631,1.0311
430.0,1.0746,1.0366
440.0,1.0839,1.0411
450.0,1.0911,1.0446
460.0,1.0961,1.0469
470.0,1.099,1.0483
480.0,1.1,1.0488
490.0,1.0586,1.0289
500.0,1.0187,1.0093
510.0,0.9804,0.9902
520.0,0.9435,0.9713
530.0,0.9079,0.9528
540.0,0.8738,0.9348
550.0,0.8409,0.917
560.0,0.8092,0.8996
570.0,0.7787,0.8824
580.0,0.7494,0.8657
590.0,0.7212,0.8492
600.0,0.6941,0.8331
610.0,0.6679,0.8173
620.0,0.6428,0.8017
630.0,0.6186,0.7865
640.0,0.5953,0.7716
650.0,0.5729,0.7569
660.0,0.5513,0.7425
670.0,0.5305,0.7284
680.0,0.5106,0.7146
690.0,0.4914,0.701
700.0,0.4729,0.6877
710.0,0.4551,0.6746
720.0,0.4379,0.6617
730.0,0.4214,0.6492
740.0,0.4056,0.6369
750.0,0.3903,0.6247
760.0,0.3756,0.6129
770.0,0.3615,0.6012
780.0,0.3479,0.5898
790.0,0.3348,0.5786
800.0,0.3222,0.5676
810.0,0.31,0.5568
820.0,0.2983,0.5462
830.0,0.2871,0.5358
840.0,0.2763,0.5256
850.0,0.2659,0.5157
860.0,0.2559,0.5059
870.0,0.2463,0.4963
880.0,0.237,0.4868
890.0,0.2281,0.4776
900.0,0.2195,0.4685
910.0,0.2112,0.4596
920.0,0.2033,0.4509
930.0,0.1956,0.4423
940.0,0.1882,0.4338
950.0,0.1812,0.4257
960.0,0.1743,0.4175
970.0,0.1678,0.4096
980.0,0.1615,0.4019
990.0,0.1554,0.3942
1000.0,0.1495,0.3867
1010.0,0.1439,0.3793
1020.0,0.1385,0.3722
1030.0,0.1333,0.3651
1040.0,0.1283,0.3582
1050.0,0.1234,0.3513
1060.0,0.1188,0.3447
1070.0,0.1143,0.3381
1080.0,0.11,0.3317
1090.0,0.1059,0.3254
1100.0,0.1019,0.3192
1110.0,0.098,0.313
1120.0,0.0943,0.3071
1130.0,0.0908,0.3013
1140.0,0.0874,0.2956
1150.0,0.0841,0.29
1160.0,0.0809,0.2844
1170.0,0.0779,0.2791
1180.0,0.0749,0.2737
1190.0,0.0721,0.2685
1200.0,0.0694,0.2634
1210.0,0.0668,0.2585
1220.0,0.0643,0.2536
1230.0,0.0619,0.2488
1240.0,0.0595,0.2439
1250.0,0.0573,0.2394
1260.0,0.0551,0.2347
1270.0,0.0531,0.2304
1280.0,0.0511,0.2261
1290.0,0.0491,0.2216
1300.0,0.0473,0.2175
1310.0,0.0455,0.2133
1320.0,0.0438,0.2093
1330.0,0.0421,0.2052
1340.0,0.0406,0.2015
1350.0,0.039,0.1975
1360.0,0.0376,0.1939
1370.0,0.0361,0.19
1380.0,0.0348,0.1865
1390.0,0.0335,0.183
1400.0,0.0322,0.1794
1410.0,0.031,0.1761
1420.0,0.0298,0.1726
1430.0,0.0287,0.1694
1440.0,0.0276,0.1661
1450.0,0.0266,0.1631
1460.0,0.0256,0.16
1470.0,0.0246,0.1568
1480.0,0.0237,0.1539
1490.0,0.0228,0.151
1500.0,0.0219,0.148
1510.0,0.0211,0.1453
1520.0,0.0203,0.1425
1530.0,0.0196,0.14
1540.0,0.0188,0.1371
1550.0,0.0181,0.1345
1560.0,0.0174,0.1319
1570.0,0.0168,0.1296
1580.0,0.0161,0.1269
1590.0,0.0155,0.1245
1600.0,0.015,0.1225
1610.0,0.0144,0.12
1620.0,0.0138,0.1175
1630.0,0.0133,0.1153
1640.0,0.0128,0.1131
1650.0,0.0123,0.1109
1660.0,0.0119,0.1091
1670.0,0.0114,0.1068
1680.0,0.011,0.1049
1690.0,0.0106,0.103
1700.0,0.0102,0.101
1710.0,0.0098,0.099
1760.0,0.0,0.0
