# case 0098  h_peak=0.85 m  t_peak=480 min  alpha=4.0  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0001,0.01
30.0,0.0006,0.0245
40.0,0.0016,0.04
50.0,0.0036,0.06
60.0,0.0069,0.0831
70.0,0.0117,0.1082
80.0,0.0184,0.1356
90.0,0.0271,0.1646
100.0,0.038,0.1949
110.0,0.0512,0.2263
120.0,0.0667,0.2583
130.0,0.0845,0.2907
140.0,0.1046,0.3234
150.0,0.1268,0.3561
160.0,0.151,0.3886
170.0,0.1771,0.4208
180.0,0.2048,0.4525
190.0,0.2339,0.4836
200.0,0.2642,0.514
210.0,0.2955,0.5436
220.0,0.3274,0.5722
230.0,0.3599,0.5999
240.0,0.3925,0.6265
250.0,0.4252,0.6521
260.0,0.4577,0.6765
270.0,0.4897,0.6998
280.0,0.5211,0.7219
290.0,0.5517,0.7428
300.0,0.5813,0.7624
310.0,0.6097,0.7808
320.0,0.637,0.7981
330.0,0.6628,0.8141
340.0,0.6871,0.8289
350.0,0.7099,0.8426
360.0,0.7311,0.855
370.0,0.7505,0.8663
380.0,0.7682,0.8765
390.0,0.7842,0.8856
400.0,0.7984,0.8935
410.0,0.8108,0.9004
420.0,0.8215,0.9064
430.0,0.8304,0.9113
440.0,0.8376,0.9152
450.0,0.8431,0.9182
460.0,0.847,0.9203
470.0,0.8493,0.9216
480.0,0.85,0.922
490.0,0.818,0.9044
500.0,0.7872,0.8872
510.0,0.7576,0.8704
520.0,0.729,0.8538
530.0,0.7016,0.8376
540.0,0.6752,0.8217
550.0,0.6498,0.8061
560.0,0.6253,0.7908
570.0,0.6018,0.7758
580.0,0.5791,0.761
590.0,0.5573,0.7465
600.0,0.5363,0.7323
610.0,0.5161,0.7184
620.0,0.4967,0.7048
630.0,0.478,0.6914
640.0,0.46,0.6782
650.0,0.4427,0.6654
660.0,0.426,0.6527
670.0,0.41,0.6403
680.0,0.3945,0.6281
690.0,0.3797,0.6162
700.0,0.3654,0.6045
710.0,0.3516,0.593
720.0,0.3384,0.5817
730.0,0.3257,0.5707
740.0,0.3134,0.5598
750.0,0.3016,0.5492
760.0,0.2902,0.5387
770.0,0.2793,0.5285
780.0,0.2688,0.5185
790.0,0.2587,0.5086
800.0,0.2489,0.4989
810.0,0.2396,0.4895
820.0,0.2305,0.4801
830.0,0.2219,0.4711
840.0,0.2135,0.4621
850.0,0.2055,0.4533
860.0,0.1977,0.4446
870.0,0.1903,0.4362
880.0,0.1831,0.4279
890.0,0.1762,0.4198
900.0,0.1696,0.4118
910.0,0.1632,0.404
920.0,0.1571,0.3964
930.0,0.1512,0.3888
940.0,0.1455,0.3814
950.0,0.14,0.3742
960.0,0.1347,0.367
970.0,0.1296,0.36
980.0,0.1248,0.3533
990.0,0.1201,0.3466
1000.0,0.1155,0.3399
1010.0,0.1112,0.3335
1020.0,0.107,0.3271
1030.0,0.103,0.3209
1040.0,0.0991,0.3148
1050.0,0.0954,0.3089
1060.0,0.0918,0.303
1070.0,0.0883,0.2972
1080.0,0.085,0.2915
1090.0,0.0818,0.286
1100.0,0.0787,0.2805
1110.0,0.0758,0.2753
1120.0,0.0729,0.27
1130.0,0.0702,0.265
1140.0,0.0675,0.2598
1150.0,0.065,0.255
1160.0,0.0625,0.25
1170.0,0.0602,0.2454
1180.0,0.0579,0.2406
1190.0,0.0557,0.236
1200.0,0.0536,0.2315
1210.0,0.0516,0.2272
1220.0,0.0497,0.2229
1230.0,0.0478,0.2186
1240.0,0.046,0.2145
1250.0,0.0443,0.2105
1260.0,0.0426,0.2064
1270.0,0.041,0.2025
1280.0,0.0395,0.1987
1290.0,0.038,0.1949
1300.0,0.0365,0.191
1310.0,0.0352,0.1876
1320.0,0.0338,0.1838
1330.0,0.0326,0.1806
1340.0,0.0313,0.1769
1350.0,0.0302,0.1738
1360.0,0.029,0.1703
1370.0,0.0279,0.167
1380.0,0.0269,0.164
1390.0,0.0259,0.1609
1400.0,0.0249,0.1578
1410.0,0.024,0.1549
1420.0,0.0231,0.152
1430.0,0.0222,0.149
1440.0,0.0214,0.1463
1450.0,0.0205,0.1432
1460.0,0.0198,0.1407
1470.0,0.019,0.1378
1480.0,0.0183,0.1353
1490.0,0.0176,0.1327
1500.0,0.017,0.1304
1510.0,0.0163,0.1277
1520.0,0.0157,0.1253
1530.0,0.0151,0.1229
1540.0,0.0145,0.1204
1550.0,0.014,0.1183
1560.0,0.0135,0.1162
1570.0,0.013,0.114
1580.0,0.0125,0.1118
1590.0,0.012,0.1095
1600.0,0.0116,0.1077
1610.0,0.0111,0.1054
1620.0,0.0107,0.1034
1630.0,0.0103,0.1015
1640.0,0.0099,0.0995
1650.0,0.0095,0.0975
1660.0,0.0092,0.0959
1670.0,0.0088,0.0938
1680.0,0.0085,0.0922
1690.0,0.0082,0.0906
1700.0,0.0079,0.0889
1710.0,0.0076,0.0872
1760.0,0.0,0.0
