# case 0088  h_peak=0.45 m  t_peak=60 min  alpha=4.0  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0001,0.015
4.0,0.0004,0.03
5.0,0.0008,0.0424
6.0,0.0016,0.06
7.0,0.0029,0.0808
8.0,0.0046,0.1017
9.0,0.0068,0.1237
10.0,0.0097,0.1477
11.0,0.0133,0.173
12.0,0.0177,0.1996
13.0,0.0228,0.2265
14.0,0.0286,0.2537
15.0,0.0353,0.2818
16.0,0.0428,0.3103
17.0,0.051,0.3387
18.0,0.0599,0.3671
19.0,0.0696,0.3957
20.0,0.08,0.4243
21.0,0.0909,0.4522
22.0,0.1024,0.48
23.0,0.1145,0.5076
24.0,0.127,0.5346
25.0,0.1399,0.561
26.0,0.1531,0.5869
27.0,0.1665,0.6121
28.0,0.1802,0.6367
29.0,0.194,0.6607
30.0,0.2078,0.6838
31.0,0.2217,0.7063
32.0,0.2354,0.7278
33.0,0.2491,0.7486
34.0,0.2626,0.7687
35.0,0.2759,0.7879
36.0,0.2889,0.8062
37.0,0.3015,0.8236
38.0,0.3138,0.8403
39.0,0.3257,0.8561
40.0,0.3372,0.871
41.0,0.3482,0.8851
42.0,0.3587,0.8984
43.0,0.3687,0.9108
44.0,0.3782,0.9225
45.0,0.387,0.9331
46.0,0.3953,0.9431
47.0,0.4031,0.9524
48.0,0.4102,0.9607
49.0,0.4167,0.9683
50.0,0.4227,0.9752
51.0,0.428,0.9813
52.0,0.4328,0.9868
53.0,0.4369,0.9915
54.0,0.4405,0.9956
55.0,0.4434,0.9988
56.0,0.4458,1.0015
57.0,0.4477,1.0037
58.0,0.449,1.0051
59.0,0.4497,1.0059
60.0,0.45,1.0062
61.0,0.4276,0.9809
62.0,0.4062,0.956
63.0,0.386,0.9319
64.0,0.3667,0.9083
65.0,0.3484,0.8854
66.0,0.331,0.863
67.0,0.3145,0.8412
68.0,0.2988,0.8199
69.0,0.2839,0.7992
70.0,0.2698,0.7791
71.0,0.2563,0.7594
72.0,0.2435,0.7402
73.0,0.2314,0.7216
74.0,0.2198,0.7032
75.0,0.2089,0.6856
76.0,0.1985,0.6683
77.0,0.1886,0.6514
78.0,0.1791,0.6348
79.0,0.1702,0.6188
80.0,0.1617,0.6032
81.0,0.1537,0.5881
82.0,0.146,0.5731
83.0,0.1387,0.5586
84.0,0.1318,0.5446
85.0,0.1252,0.5308
86.0,0.119,0.5174
87.0,0.113,0.5042
88.0,0.1074,0.4916
89.0,0.102,0.4791
90.0,0.0969,0.4669
91.0,0.0921,0.4552
92.0,0.0875,0.4437
93.0,0.0832,0.4327
94.0,0.079,0.4216
95.0,0.0751,0.4111
96.0,0.0713,0.4005
97.0,0.0678,0.3906
98.0,0.0644,0.3807
99.0,0.0612,0.3711
100.0,0.0581,0.3616
101.0,0.0552,0.3524
102.0,0.0525,0.3437
103.0,0.0498,0.3347
104.0,0.0474,0.3266
105.0,0.045,0.3182
106.0,0.0428,0.3103
107.0,0.0406,0.3022
108.0,0.0386,0.2947
109.0,0.0367,0.2874
110.0,0.0348,0.2798
111.0,0.0331,0.2729
112.0,0.0315,0.2662
113.0,0.0299,0.2594
114.0,0.0284,0.2528
115.0,0.027,0.2465
116.0,0.0256,0.24
117.0,0.0244,0.2343
118.0,0.0231,0.228
119.0,0.022,0.2225
120.0,0.0209,0.2169
121.0,0.0198,0.2111
122.0,0.0189,0.2062
123.0,0.0179,0.2007
124.0,0.017,0.1956
125.0,0.0162,0.1909
126.0,0.0154,0.1861
127.0,0.0146,0.1812
128.0,0.0139,0.1768
129.0,0.0132,0.1723
130.0,0.0125,0.1677
131.0,0.0119,0.1636
132.0,0.0113,0.1595
133.0,0.0107,0.1552
134.0,0.0102,0.1515
135.0,0.0097,0.1477
136.0,0.0092,0.1439
137.0,0.0088,0.1407
138.0,0.0083,0.1367
139.0,0.0079,0.1333
140.0,0.0075,0.1299
141.0,0.0071,0.1264
142.0,0.0068,0.1237
143.0,0.0064,0.12
144.0,0.0061,0.1172
145.0,0.0058,0.1142
146.0,0.0055,0.1112
147.0,0.0052,0.1082
148.0,0.005,0.1061
149.0,0.0047,0.1028
150.0,0.0045,0.1006
151.0,0.0043,0.0984
152.0,0.0041,0.096
153.0,0.0039,0.0937
158.0,0.0,0.0
