# case 0137  h_peak=1.50 m  t_peak=60 min  alpha=1.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.3562,0.5968
20.0,0.7847,0.8858
30.0,1.1227,1.0596
40.0,1.3462,1.1603
50.0,1.4652,1.2105
60.0,1.5,1.2247
70.0,1.1035,1.0505
80.0,0.8118,0.901
90.0,0.5972,0.7728
100.0,0.4393,0.6628
110.0,0.3232,0.5685
120.0,0.2377,0.4875
130.0,0.1749,0.4182
140.0,0.1287,0.3587
150.0,0.0946,0.3076
160.0,0.0696,0.2638
170.0,0.0512,0.2263
180.0,0.0377,0.1942
190.0,0.0277,0.1664
200.0,0.0204,0.1428
210.0,0.015,0.1225
220.0,0.011,0.1049
230.0,0.0081,0.09
240.0,0.006,0.0775
290.0,0.0,0.0
