# case 0248  h_peak=2.10 m  t_peak=60 min  alpha=2.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0009,0.045
2.0,0.0048,0.1039
3.0,0.0126,0.1684
4.0,0.0249,0.2367
5.0,0.0416,0.3059
6.0,0.063,0.3765
7.0,0.0888,0.447
8.0,0.119,0.5174
9.0,0.1532,0.5871
10.0,0.1913,0.6561
11.0,0.2328,0.7237
12.0,0.2776,0.7903
13.0,0.3252,0.8554
14.0,0.3755,0.9192
15.0,0.4279,0.9812
16.0,0.4823,1.0417
17.0,0.5384,1.1006
18.0,0.5957,1.1577
19.0,0.6541,1.2131
20.0,0.7132,1.2668
21.0,0.7729,1.3187
22.0,0.8328,1.3689
23.0,0.8927,1.4172
24.0,0.9524,1.4639
25.0,1.0117,1.5087
26.0,1.0703,1.5518
27.0,1.1283,1.5933
28.0,1.1852,1.633
29.0,1.2411,1.6711
30.0,1.2957,1.7074
31.0,1.349,1.7422
32.0,1.4009,1.7754
33.0,1.4511,1.8069
34.0,1.4998,1.837
35.0,1.5467,1.8655
36.0,1.5918,1.8925
37.0,1.6351,1.9181
38.0,1.6765,1.9422
39.0,1.716,1.9649
40.0,1.7535,1.9863
41.0,1.789,2.0063
42.0,1.8226,2.0251
43.0,1.8541,2.0425
44.0,1.8837,2.0587
45.0,1.9112,2.0737
46.0,1.9368,2.0875
47.0,1.9603,2.1002
48.0,1.9819,2.1117
49.0,2.0016,2.1222
50.0,2.0194,2.1316
51.0,2.0353,2.14
52.0,2.0493,2.1473
53.0,2.0616,2.1537
54.0,2.072,2.1592
55.0,2.0808,2.1637
56.0,2.0878,2.1674
57.0,2.0932,2.1702
58.0,2.097,2.1722
59.0,2.0993,2.1733
60.0,2.1,2.1737
61.0,2.0365,2.1406
62.0,1.9749,2.108
63.0,1.9152,2.0759
64.0,1.8573,2.0442
65.0,1.8012,2.0131
66.0,1.7467,1.9824
67.0,1.6939,1.9522
68.0,1.6427,1.9225
69.0,1.593,1.8932
70.0,1.5448,1.8643
71.0,1.4981,1.836
72.0,1.4528,1.808
73.0,1.4089,1.7805
74.0,1.3663,1.7533
75.0,1.325,1.7266
76.0,1.2849,1.7003
77.0,1.2461,1.6744
78.0,1.2084,1.6489
79.0,1.1719,1.6238
80.0,1.1365,1.5991
81.0,1.1021,1.5747
82.0,1.0688,1.5507
83.0,1.0365,1.5271
84.0,1.0051,1.5038
85.0,0.9747,1.4809
86.0,0.9453,1.4584
87.0,0.9167,1.4362
88.0,0.889,1.4143
89.0,0.8621,1.3927
90.0,0.836,1.3715
91.0,0.8107,1.3506
92.0,0.7862,1.33
93.0,0.7625,1.3098
94.0,0.7394,1.2898
95.0,0.7171,1.2702
96.0,0.6954,1.2509
97.0,0.6744,1.2318
98.0,0.654,1.2131
99.0,0.6342,1.1946
100.0,0.615,1.1763
101.0,0.5964,1.1584
102.0,0.5784,1.1408
103.0,0.5609,1.1234
104.0,0.5439,1.1062
105.0,0.5275,1.0894
106.0,0.5115,1.0728
107.0,0.4961,1.0565
108.0,0.4811,1.0404
109.0,0.4665,1.0245
110.0,0.4524,1.0089
111.0,0.4388,0.9936
112.0,0.4255,0.9785
113.0,0.4126,0.9635
114.0,0.4001,0.9488
