# case 0063  h_peak=0.60 m  t_peak=60 min  alpha=4.0  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.013,0.114
20.0,0.1066,0.3265
30.0,0.2771,0.5264
40.0,0.4496,0.6705
50.0,0.5636,0.7507
60.0,0.6,0.7746
70.0,0.4952,0.7037
80.0,0.4088,0.6394
90.0,0.3374,0.5809
100.0,0.2785,0.5277
110.0,0.2299,0.4795
120.0,0.1897,0.4355
130.0,0.1566,0.3957
140.0,0.1293,0.3596
150.0,0.1067,0.3266
160.0,0.0881,0.2968
170.0,0.0727,0.2696
180.0,0.06,0.2449
190.0,0.0495,0.2225
200.0,0.0409,0.2022
210.0,0.0337,0.1836
220.0,0.0278,0.1667
230.0,0.023,0.1517
240.0,0.019,0.1378
250.0,0.0157,0.1253
260.0,0.0129,0.1136
270.0,0.0107,0.1034
280.0,0.0088,0.0938
290.0,0.0073,0.0854
300.0,0.006,0.0775
310.0,0.005,0.0707
320.0,0.0041,0.064
330.0,0.0034,0.0583
380.0,0.0,0.0
