# case 0042  h_peak=0.15 m  t_peak=480 min  alpha=2.5  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0001,0.015
9.0,0.0001,0.015
10.0,0.0001,0.015
11.0,0.0001,0.015
12.0,0.0002,0.0212
13.0,0.0002,0.0212
14.0,0.0002,0.0212
15.0,0.0003,0.026
16.0,0.0003,0.026
17.0,0.0004,0.03
18.0,0.0005,0.0335
19.0,0.0005,0.0335
20.0,0.0006,0.0367
21.0,0.0007,0.0397
22.0,0.0007,0.0397
23.0,0.0008,0.0424
24.0,0.0009,0.045
25.0,0.001,0.0474
26.0,0.0011,0.0497
27.0,0.0012,0.052
28.0,0.0013,0.0541
29.0,0.0014,0.0561
30.0,0.0015,0.0581
31.0,0.0016,0.06
32.0,0.0018,0.0636
33.0,0.0019,0.0654
34.0,0.002,0.0671
35.0,0.0022,0.0704
36.0,0.0023,0.0719
37.0,0.0025,0.075
38.0,0.0026,0.0765
39.0,0.0028,0.0794
40.0,0.003,0.0822
41.0,0.0031,0.0835
42.0,0.0033,0.0862
43.0,0.0035,0.0887
44.0,0.0037,0.0912
45.0,0.0039,0.0937
46.0,0.0041,0.096
47.0,0.0043,0.0984
48.0,0.0045,0.1006
49.0,0.0047,0.1028
50.0,0.0049,0.105
51.0,0.0052,0.1082
52.0,0.0054,0.1102
53.0,0.0056,0.1122
54.0,0.0059,0.1152
55.0,0.0061,0.1172
56.0,0.0063,0.1191
57.0,0.0066,0.1219
58.0,0.0069,0.1246
59.0,0.0071,0.1264
60.0,0.0074,0.129
61.0,0.0077,0.1316
62.0,0.0079,0.1333
63.0,0.0082,0.1358
64.0,0.0085,0.1383
65.0,0.0088,0.1407
66.0,0.0091,0.1431
67.0,0.0094,0.1454
68.0,0.0097,0.1477
69.0,0.01,0.15
70.0,0.0103,0.1522
71.0,0.0106,0.1544
72.0,0.0109,0.1566
73.0,0.0113,0.1595
74.0,0.0116,0.1616
75.0,0.0119,0.1636
76.0,0.0123,0.1664
77.0,0.0126,0.1684
78.0,0.013,0.171
79.0,0.0133,0.173
80.0,0.0137,0.1756
81.0,0.014,0.1775
82.0,0.0144,0.18
83.0,0.0147,0.1819
84.0,0.0151,0.1843
85.0,0.0155,0.1867
86.0,0.0159,0.1891
87.0,0.0162,0.1909
88.0,0.0166,0.1933
89.0,0.017,0.1956
90.0,0.0174,0.1979
91.0,0.0178,0.2001
92.0,0.0182,0.2024
93.0,0.0186,0.2046
94.0,0.019,0.2068
95.0,0.0194,0.2089
96.0,0.0198,0.2111
97.0,0.0202,0.2132
98.0,0.0207,0.2158
99.0,0.0211,0.2179
100.0,0.0215,0.2199
101.0,0.0219,0.222
102.0,0.0224,0.2245
103.0,0.0228,0.2265
104.0,0.0232,0.2285
105.0,0.0237,0.2309
106.0,0.0241,0.2329
107.0,0.0246,0.2353
108.0,0.025,0.2372
109.0,0.0255,0.2395
110.0,0.0259,0.2414
111.0,0.0264,0.2437
112.0,0.0268,0.2456
113.0,0.0273,0.2478
114.0,0.0277,0.2496
115.0,0.0282,0.2519
116.0,0.0287,0.2541
117.0,0.0291,0.2559
118.0,0.0296,0.2581
119.0,0.0301,0.2602
120.0,0.0306,0.2624
121.0,0.031,0.2641
122.0,0.0315,0.2662
123.0,0.032,0.2683
124.0,0.0325,0.2704
125.0,0.033,0.2725
126.0,0.0335,0.2745
127.0,0.034,0.2766
128.0,0.0345,0.2786
129.0,0.0349,0.2802
130.0,0.0354,0.2822
131.0,0.0359,0.2842
132.0,0.0364,0.2862
133.0,0.0369,0.2881
134.0,0.0374,0.2901
135.0,0.0379,0.292
136.0,0.0385,0.2943
137.0,0.039,0.2962
138.0,0.0395,0.2981
139.0,0.04,0.3
140.0,0.0405,0.3019
141.0,0.041,0.3037
142.0,0.0415,0.3056
143.0,0.042,0.3074
144.0,0.0426,0.3096
145.0,0.0431,0.3114
146.0,0.0436,0.3132
147.0,0.0441,0.315
148.0,0.0446,0.3168
149.0,0.0452,0.3189
150.0,0.0457,0.3207
151.0,0.0462,0.3224
152.0,0.0467,0.3242
153.0,0.0472,0.3259
154.0,0.0478,0.3279
155.0,0.0483,0.3297
156.0,0.0488,0.3314
157.0,0.0494,0.3334
158.0,0.0499,0.3351
159.0,0.0504,0.3367
160.0,0.0509,0.3384
161.0,0.0515,0.3404
162.0,0.052,0.3421
163.0,0.0525,0.3437
164.0,0.0531,0.3457
165.0,0.0536,0.3473
166.0,0.0541,0.3489
167.0,0.0547,0.3508
168.0,0.0552,0.3524
169.0,0.0557,0.354
170.0,0.0563,0.3559
171.0,0.0568,0.3575
172.0,0.0573,0.3591
173.0,0.0579,0.3609
174.0,0.0584,0.3625
175.0,0.0589,0.364
176.0,0.0595,0.3659
177.0,0.06,0.3674
178.0,0.0606,0.3693
179.0,0.0611,0.3708
180.0,0.0616,0.3723
181.0,0.0622,0.3741
182.0,0.0627,0.3756
183.0,0.0632,0.3771
184.0,0.0638,0.3789
185.0,0.0643,0.3804
186.0,0.0648,0.3818
187.0,0.0654,0.3836
188.0,0.0659,0.3851
189.0,0.0664,0.3865
190.0,0.067,0.3883
191.0,0.0675,0.3897
192.0,0.068,0.3912
193.0,0.0686,0.3929
194.0,0.0691,0.3943
195.0,0.0696,0.3957
196.0,0.0701,0.3971
197.0,0.0707,0.3988
198.0,0.0712,0.4002
199.0,0.0717,0.4017
200.0,0.0723,0.4033
201.0,0.0728,0.4047
202.0,0.0733,0.4061
203.0,0.0738,0.4075
204.0,0.0744,0.4091
205.0,0.0749,0.4105
206.0,0.0754,0.4119
207.0,0.0759,0.4132
208.0,0.0765,0.4149
209.0,0.077,0.4162
210.0,0.0775,0.4176
211.0,0.078,0.4189
212.0,0.0785,0.4203
213.0,0.079,0.4216
214.0,0.0796,0.4232
215.0,0.0801,0.4245
216.0,0.0806,0.4259
217.0,0.0811,0.4272
218.0,0.0816,0.4285
219.0,0.0821,0.4298
220.0,0.0826,0.4311
221.0,0.0831,0.4324
222.0,0.0836,0.4337
223.0,0.0842,0.4353
224.0,0.0847,0.4365
225.0,0.0852,0.4378
226.0,0.0857,0.4391
227.0,0.0862,0.4404
228.0,0.0867,0.4417
229.0,0.0872,0.4429
230.0,0.0877,0.4442
231.0,0.0882,0.4455
232.0,0.0886,0.4465
233.0,0.0891,0.4477
234.0,0.0896,0.449
235.0,0.0901,0.4502
236.0,0.0906,0.4515
237.0,0.0911,0.4527
238.0,0.0916,0.454
239.0,0.0921,0.4552
240.0,0.0926,0.4565
241.0,0.093,0.4574
242.0,0.0935,0.4587
243.0,0.094,0.4599
244.0,0.0945,0.4611
245.0,0.0949,0.4621
246.0,0.0954,0.4633
247.0,0.0959,0.4645
248.0,0.0964,0.4657
249.0,0.0968,0.4667
250.0,0.0973,0.4679
251.0,0.0978,0.4691
252.0,0.0982,0.4701
253.0,0.0987,0.4712
254.0,0.0991,0.4722
255.0,0.0996,0.4734
256.0,0.1001,0.4746
257.0,0.1005,0.4755
258.0,0.101,0.4767
259.0,0.1014,0.4777
260.0,0.1019,0.4788
261.0,0.1023,0.4798
262.0,0.1028,0.4809
263.0,0.1032,0.4819
264.0,0.1037,0.483
265.0,0.1041,0.484
266.0,0.1045,0.4849
267.0,0.105,0.4861
268.0,0.1054,0.487
269.0,0.1058,0.4879
270.0,0.1063,0.4891
271.0,0.1067,0.49
272.0,0.1071,0.4909
273.0,0.1076,0.492
274.0,0.108,0.493
275.0,0.1084,0.4939
276.0,0.1088,0.4948
277.0,0.1092,0.4957
278.0,0.1097,0.4968
279.0,0.1101,0.4977
280.0,0.1105,0.4986
281.0,0.1109,0.4995
282.0,0.1113,0.5004
283.0,0.1117,0.5013
284.0,0.1121,0.5022
285.0,0.1125,0.5031
286.0,0.1129,0.504
287.0,0.1133,0.5049
288.0,0.1137,0.5058
289.0,0.1141,0.5067
290.0,0.1145,0.5076
291.0,0.1149,0.5085
292.0,0.1153,0.5093
293.0,0.1156,0.51
294.0,0.116,0.5109
295.0,0.1164,0.5118
296.0,0.1168,0.5126
297.0,0.1172,0.5135
298.0,0.1175,0.5142
299.0,0.1179,0.515
300.0,0.1183,0.5159
301.0,0.1187,0.5168
302.0,0.119,0.5174
303.0,0.1194,0.5183
304.0,0.1197,0.519
305.0,0.1201,0.5198
306.0,0.1205,0.5207
307.0,0.1208,0.5213
308.0,0.1212,0.5222
309.0,0.1215,0.5229
310.0,0.1219,0.5237
311.0,0.1222,0.5244
312.0,0.1226,0.5252
313.0,0.1229,0.5259
314.0,0.1233,0.5267
315.0,0.1236,0.5274
316.0,0.1239,0.528
317.0,0.1243,0.5288
318.0,0.1246,0.5295
319.0,0.1249,0.5301
320.0,0.1252,0.5308
321.0,0.1256,0.5316
322.0,0.1259,0.5322
323.0,0.1262,0.5329
324.0,0.1265,0.5335
325.0,0.1269,0.5343
326.0,0.1272,0.535
327.0,0.1275,0.5356
328.0,0.1278,0.5362
