# case 0130  h_peak=0.60 m  t_peak=960 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0,0.0
9.0,0.0001,0.015
10.0,0.0001,0.015
11.0,0.0001,0.015
12.0,0.0001,0.015
13.0,0.0002,0.0212
14.0,0.0002,0.0212
15.0,0.0002,0.0212
16.0,0.0003,0.026
17.0,0.0003,0.026
18.0,0.0003,0.026
19.0,0.0004,0.03
20.0,0.0004,0.03
21.0,0.0005,0.0335
22.0,0.0005,0.0335
23.0,0.0006,0.0367
24.0,0.0007,0.0397
25.0,0.0007,0.0397
26.0,0.0008,0.0424
27.0,0.0009,0.045
28.0,0.001,0.0474
29.0,0.0011,0.0497
30.0,0.0012,0.052
31.0,0.0013,0.0541
32.0,0.0014,0.0561
33.0,0.0015,0.0581
34.0,0.0016,0.06
35.0,0.0017,0.0618
36.0,0.0018,0.0636
37.0,0.0019,0.0654
38.0,0.0021,0.0687
39.0,0.0022,0.0704
40.0,0.0023,0.0719
41.0,0.0025,0.075
42.0,0.0026,0.0765
43.0,0.0028,0.0794
44.0,0.0029,0.0808
45.0,0.0031,0.0835
46.0,0.0033,0.0862
47.0,0.0034,0.0875
48.0,0.0036,0.09
49.0,0.0038,0.0925
50.0,0.004,0.0949
51.0,0.0042,0.0972
52.0,0.0044,0.0995
53.0,0.0046,0.1017
54.0,0.0048,0.1039
55.0,0.005,0.1061
56.0,0.0052,0.1082
57.0,0.0054,0.1102
58.0,0.0056,0.1122
59.0,0.0059,0.1152
60.0,0.0061,0.1172
61.0,0.0063,0.1191
62.0,0.0066,0.1219
63.0,0.0068,0.1237
64.0,0.0071,0.1264
65.0,0.0074,0.129
66.0,0.0076,0.1308
67.0,0.0079,0.1333
68.0,0.0082,0.1358
69.0,0.0085,0.1383
70.0,0.0087,0.1399
71.0,0.009,0.1423
72.0,0.0093,0.1447
73.0,0.0096,0.147
74.0,0.0099,0.1492
75.0,0.0103,0.1522
76.0,0.0106,0.1544
77.0,0.0109,0.1566
78.0,0.0112,0.1587
79.0,0.0116,0.1616
80.0,0.0119,0.1636
81.0,0.0122,0.1657
82.0,0.0126,0.1684
83.0,0.0129,0.1704
84.0,0.0133,0.173
85.0,0.0137,0.1756
86.0,0.014,0.1775
87.0,0.0144,0.18
88.0,0.0148,0.1825
89.0,0.0152,0.1849
90.0,0.0156,0.1873
91.0,0.016,0.1897
92.0,0.0164,0.1921
93.0,0.0168,0.1944
94.0,0.0172,0.1967
95.0,0.0176,0.199
96.0,0.018,0.2012
97.0,0.0184,0.2035
98.0,0.0189,0.2062
99.0,0.0193,0.2084
100.0,0.0197,0.2105
101.0,0.0202,0.2132
102.0,0.0206,0.2153
103.0,0.0211,0.2179
104.0,0.0215,0.2199
105.0,0.022,0.2225
106.0,0.0225,0.225
107.0,0.0229,0.227
108.0,0.0234,0.2295
109.0,0.0239,0.2319
110.0,0.0244,0.2343
111.0,0.0249,0.2367
112.0,0.0254,0.2391
113.0,0.0259,0.2414
114.0,0.0264,0.2437
115.0,0.0269,0.246
116.0,0.0274,0.2483
117.0,0.0279,0.2505
118.0,0.0285,0.2532
119.0,0.029,0.2554
120.0,0.0295,0.2576
121.0,0.0301,0.2602
122.0,0.0306,0.2624
123.0,0.0312,0.265
124.0,0.0317,0.2671
125.0,0.0323,0.2696
126.0,0.0329,0.2721
127.0,0.0334,0.2741
128.0,0.034,0.2766
129.0,0.0346,0.279
130.0,0.0352,0.2814
131.0,0.0357,0.2834
132.0,0.0363,0.2858
133.0,0.0369,0.2881
134.0,0.0375,0.2905
135.0,0.0381,0.2928
136.0,0.0387,0.2951
137.0,0.0394,0.2977
138.0,0.04,0.3
139.0,0.0406,0.3022
140.0,0.0412,0.3045
141.0,0.0419,0.307
142.0,0.0425,0.3092
143.0,0.0431,0.3114
144.0,0.0438,0.3139
145.0,0.0444,0.3161
146.0,0.0451,0.3186
147.0,0.0457,0.3207
148.0,0.0464,0.3231
149.0,0.0471,0.3255
150.0,0.0477,0.3276
151.0,0.0484,0.33
152.0,0.0491,0.3324
153.0,0.0498,0.3347
154.0,0.0504,0.3367
155.0,0.0511,0.3391
156.0,0.0518,0.3414
157.0,0.0525,0.3437
158.0,0.0532,0.346
159.0,0.0539,0.3482
160.0,0.0546,0.3505
161.0,0.0554,0.3531
162.0,0.0561,0.3553
163.0,0.0568,0.3575
164.0,0.0575,0.3597
165.0,0.0583,0.3622
166.0,0.059,0.3643
167.0,0.0597,0.3665
168.0,0.0605,0.369
169.0,0.0612,0.3711
170.0,0.062,0.3735
171.0,0.0627,0.3756
172.0,0.0635,0.378
173.0,0.0642,0.3801
174.0,0.065,0.3824
175.0,0.0657,0.3845
176.0,0.0665,0.3868
177.0,0.0673,0.3891
178.0,0.0681,0.3914
179.0,0.0688,0.3934
180.0,0.0696,0.3957
181.0,0.0704,0.398
182.0,0.0712,0.4002
183.0,0.072,0.4025
184.0,0.0728,0.4047
185.0,0.0736,0.4069
186.0,0.0744,0.4091
187.0,0.0752,0.4113
188.0,0.076,0.4135
189.0,0.0768,0.4157
190.0,0.0777,0.4181
191.0,0.0785,0.4203
192.0,0.0793,0.4224
193.0,0.0801,0.4245
194.0,0.081,0.4269
195.0,0.0818,0.429
196.0,0.0826,0.4311
197.0,0.0835,0.4334
198.0,0.0843,0.4355
199.0,0.0852,0.4378
200.0,0.086,0.4399
201.0,0.0869,0.4422
202.0,0.0877,0.4442
203.0,0.0886,0.4465
204.0,0.0894,0.4485
205.0,0.0903,0.4507
206.0,0.0912,0.453
207.0,0.092,0.455
208.0,0.0929,0.4572
209.0,0.0938,0.4594
210.0,0.0947,0.4616
211.0,0.0956,0.4638
212.0,0.0964,0.4657
213.0,0.0973,0.4679
214.0,0.0982,0.4701
215.0,0.0991,0.4722
216.0,0.1,0.4743
217.0,0.1009,0.4765
218.0,0.1018,0.4786
219.0,0.1027,0.4807
220.0,0.1036,0.4828
221.0,0.1045,0.4849
222.0,0.1054,0.487
223.0,0.1064,0.4893
224.0,0.1073,0.4914
225.0,0.1082,0.4934
226.0,0.1091,0.4955
227.0,0.11,0.4975
228.0,0.111,0.4997
229.0,0.1119,0.5018
230.0,0.1128,0.5038
231.0,0.1138,0.506
232.0,0.1147,0.508
233.0,0.1156,0.51
234.0,0.1166,0.5122
235.0,0.1175,0.5142
236.0,0.1185,0.5164
237.0,0.1194,0.5183
238.0,0.1204,0.5205
239.0,0.1213,0.5224
240.0,0.1223,0.5246
241.0,0.1232,0.5265
242.0,0.1242,0.5286
243.0,0.1251,0.5305
244.0,0.1261,0.5327
245.0,0.1271,0.5348
246.0,0.128,0.5367
247.0,0.129,0.5387
248.0,0.13,0.5408
249.0,0.1309,0.5427
250.0,0.1319,0.5448
251.0,0.1329,0.5468
252.0,0.1339,0.5489
253.0,0.1349,0.5509
254.0,0.1358,0.5528
255.0,0.1368,0.5548
256.0,0.1378,0.5568
257.0,0.1388,0.5588
258.0,0.1398,0.5608
259.0,0.1408,0.5628
260.0,0.1418,0.5648
261.0,0.1428,0.5668
262.0,0.1438,0.5688
263.0,0.1448,0.5708
264.0,0.1458,0.5728
265.0,0.1468,0.5747
266.0,0.1478,0.5767
267.0,0.1488,0.5786
268.0,0.1498,0.5806
269.0,0.1508,0.5825
270.0,0.1518,0.5844
271.0,0.1528,0.5863
272.0,0.1538,0.5883
273.0,0.1548,0.5902
274.0,0.1558,0.5921
275.0,0.1569,0.5942
276.0,0.1579,0.596
277.0,0.1589,0.5979
278.0,0.1599,0.5998
279.0,0.1609,0.6017
280.0,0.162,0.6037
281.0,0.163,0.6056
282.0,0.164,0.6075
283.0,0.165,0.6093
284.0,0.1661,0.6113
285.0,0.1671,0.6132
286.0,0.1681,0.615
287.0,0.1692,0.617
288.0,0.1702,0.6188
289.0,0.1712,0.6206
290.0,0.1723,0.6226
291.0,0.1733,0.6244
292.0,0.1743,0.6262
293.0,0.1754,0.6282
294.0,0.1764,0.63
295.0,0.1775,0.632
296.0,0.1785,0.6337
297.0,0.1796,0.6357
298.0,0.1806,0.6375
299.0,0.1816,0.6392
300.0,0.1827,0.6412
301.0,0.1837,0.6429
302.0,0.1848,0.6448
303.0,0.1858,0.6466
304.0,0.1869,0.6485
305.0,0.1879,0.6502
306.0,0.189,0.6521
307.0,0.19,0.6538
308.0,0.1911,0.6557
309.0,0.1921,0.6574
310.0,0.1932,0.6593
311.0,0.1943,0.6612
312.0,0.1953,0.6629
313.0,0.1964,0.6648
314.0,0.1974,0.6664
315.0,0.1985,0.6683
316.0,0.1995,0.67
317.0,0.2006,0.6718
318.0,0.2017,0.6737
319.0,0.2027,0.6753
320.0,0.2038,0.6772
321.0,0.2048,0.6788
322.0,0.2059,0.6806
323.0,0.207,0.6825
324.0,0.208,0.6841
325.0,0.2091,0.6859
326.0,0.2102,0.6877
327.0,0.2112,0.6893
328.0,0.2123,0.6911
329.0,0.2134,0.6929
