# case 0085  h_peak=0.85 m  t_peak=60 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0774,0.2782
20.0,0.2887,0.5373
30.0,0.5245,0.7242
40.0,0.7097,0.8424
50.0,0.8174,0.9041
60.0,0.85,0.922
70.0,0.5096,0.7139
80.0,0.3055,0.5527
90.0,0.1831,0.4279
100.0,0.1098,0.3314
110.0,0.0658,0.2565
120.0,0.0395,0.1987
130.0,0.0237,0.1539
140.0,0.0142,0.1192
150.0,0.0085,0.0922
160.0,0.0051,0.0714
170.0,0.0031,0.0557
180.0,0.0018,0.0424
230.0,0.0,0.0
