# case 0061  h_peak=0.30 m  t_peak=60 min  alpha=4.0  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0001,0.015
4.0,0.0002,0.0212
5.0,0.0006,0.0367
6.0,0.0011,0.0497
7.0,0.0019,0.0654
8.0,0.003,0.0822
9.0,0.0046,0.1017
10.0,0.0065,0.1209
11.0,0.0089,0.1415
12.0,0.0118,0.1629
13.0,0.0152,0.1849
14.0,0.0191,0.2073
15.0,0.0235,0.2299
16.0,0.0285,0.2532
17.0,0.034,0.2766
18.0,0.04,0.3
19.0,0.0464,0.3231
20.0,0.0533,0.3463
21.0,0.0606,0.3693
22.0,0.0683,0.392
23.0,0.0763,0.4143
24.0,0.0847,0.4365
25.0,0.0932,0.4579
26.0,0.102,0.4791
27.0,0.111,0.4997
28.0,0.1201,0.5198
29.0,0.1293,0.5394
30.0,0.1385,0.5582
31.0,0.1478,0.5767
32.0,0.157,0.5943
33.0,0.1661,0.6113
34.0,0.1751,0.6277
35.0,0.1839,0.6433
36.0,0.1926,0.6583
37.0,0.201,0.6725
38.0,0.2092,0.6861
39.0,0.2172,0.6991
40.0,0.2248,0.7112
41.0,0.2321,0.7227
42.0,0.2391,0.7335
43.0,0.2458,0.7437
44.0,0.2521,0.7531
45.0,0.258,0.7619
46.0,0.2636,0.7701
47.0,0.2687,0.7775
48.0,0.2735,0.7845
49.0,0.2778,0.7906
50.0,0.2818,0.7963
51.0,0.2853,0.8012
52.0,0.2885,0.8057
53.0,0.2913,0.8096
54.0,0.2936,0.8128
55.0,0.2956,0.8155
56.0,0.2972,0.8177
57.0,0.2985,0.8195
58.0,0.2993,0.8206
59.0,0.2998,0.8213
60.0,0.3,0.8216
61.0,0.285,0.8008
62.0,0.2708,0.7806
63.0,0.2573,0.7609
64.0,0.2445,0.7417
65.0,0.2323,0.723
66.0,0.2207,0.7047
67.0,0.2097,0.6869
68.0,0.1992,0.6695
69.0,0.1893,0.6526
70.0,0.1798,0.636
71.0,0.1709,0.6201
72.0,0.1624,0.6045
73.0,0.1543,0.5892
74.0,0.1466,0.5743
75.0,0.1392,0.5596
76.0,0.1323,0.5456
77.0,0.1257,0.5318
78.0,0.1194,0.5183
79.0,0.1135,0.5053
80.0,0.1078,0.4925
81.0,0.1024,0.48
82.0,0.0973,0.4679
83.0,0.0925,0.4562
84.0,0.0879,0.4447
85.0,0.0835,0.4334
86.0,0.0793,0.4224
87.0,0.0754,0.4119
88.0,0.0716,0.4014
89.0,0.068,0.3912
90.0,0.0646,0.3812
91.0,0.0614,0.3717
92.0,0.0583,0.3622
93.0,0.0554,0.3531
94.0,0.0527,0.3443
95.0,0.05,0.3354
96.0,0.0475,0.3269
97.0,0.0452,0.3189
98.0,0.0429,0.3107
99.0,0.0408,0.303
100.0,0.0387,0.2951
101.0,0.0368,0.2877
102.0,0.035,0.2806
103.0,0.0332,0.2733
104.0,0.0316,0.2666
105.0,0.03,0.2598
106.0,0.0285,0.2532
107.0,0.0271,0.2469
108.0,0.0257,0.2405
109.0,0.0244,0.2343
110.0,0.0232,0.2285
111.0,0.0221,0.223
112.0,0.021,0.2174
113.0,0.0199,0.2116
114.0,0.0189,0.2062
115.0,0.018,0.2012
116.0,0.0171,0.1962
117.0,0.0162,0.1909
118.0,0.0154,0.1861
119.0,0.0147,0.1819
120.0,0.0139,0.1768
121.0,0.0132,0.1723
122.0,0.0126,0.1684
123.0,0.0119,0.1636
124.0,0.0113,0.1595
125.0,0.0108,0.1559
126.0,0.0102,0.1515
127.0,0.0097,0.1477
128.0,0.0092,0.1439
129.0,0.0088,0.1407
130.0,0.0083,0.1367
131.0,0.0079,0.1333
132.0,0.0075,0.1299
133.0,0.0072,0.1273
134.0,0.0068,0.1237
135.0,0.0065,0.1209
136.0,0.0061,0.1172
137.0,0.0058,0.1142
138.0,0.0055,0.1112
139.0,0.0053,0.1092
140.0,0.005,0.1061
141.0,0.0048,0.1039
142.0,0.0045,0.1006
143.0,0.0043,0.0984
144.0,0.0041,0.096
145.0,0.0039,0.0937
146.0,0.0037,0.0912
147.0,0.0035,0.0887
148.0,0.0033,0.0862
149.0,0.0032,0.0849
150.0,0.003,0.0822
151.0,0.0029,0.0808
152.0,0.0027,0.0779
153.0,0.0026,0.0765
158.0,0.0,0.0
