# case 0274  h_peak=2.40 m  t_peak=60 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.001,0.0474
2.0,0.0055,0.1112
3.0,0.0144,0.18
4.0,0.0284,0.2528
5.0,0.0476,0.3273
6.0,0.072,0.4025
7.0,0.1015,0.4779
8.0,0.136,0.5532
9.0,0.1751,0.6277
10.0,0.2186,0.7013
11.0,0.2661,0.7738
12.0,0.3172,0.8448
13.0,0.3717,0.9145
14.0,0.4291,0.9826
15.0,0.4891,1.049
16.0,0.5512,1.1136
17.0,0.6153,1.1766
18.0,0.6808,1.2377
19.0,0.7475,1.2969
20.0,0.8151,1.3542
21.0,0.8833,1.4098
22.0,0.9517,1.4633
23.0,1.0202,1.5151
24.0,1.0884,1.5649
25.0,1.1562,1.6129
26.0,1.2233,1.659
27.0,1.2894,1.7033
28.0,1.3545,1.7457
29.0,1.4184,1.7864
30.0,1.4808,1.8253
31.0,1.5417,1.8625
32.0,1.601,1.898
33.0,1.6584,1.9317
34.0,1.714,1.9638
35.0,1.7676,1.9943
36.0,1.8192,2.0232
37.0,1.8687,2.0505
38.0,1.916,2.0763
39.0,1.9611,2.1006
40.0,2.004,2.1234
41.0,2.0446,2.1448
42.0,2.0829,2.1648
43.0,2.119,2.1835
44.0,2.1528,2.2009
45.0,2.1842,2.2169
46.0,2.2134,2.2316
47.0,2.2404,2.2452
48.0,2.2651,2.2575
49.0,2.2876,2.2687
50.0,2.3079,2.2788
51.0,2.326,2.2877
52.0,2.3421,2.2956
53.0,2.3561,2.3024
54.0,2.3681,2.3083
55.0,2.378,2.3131
56.0,2.3861,2.3171
57.0,2.3923,2.3201
58.0,2.3966,2.3221
59.0,2.3992,2.3234
60.0,2.4,2.3238
61.0,2.2803,2.2651
62.0,2.1665,2.2079
63.0,2.0585,2.1521
64.0,1.9558,2.0977
65.0,1.8582,2.0447
66.0,1.7655,1.9931
67.0,1.6775,1.9428
68.0,1.5938,1.8937
69.0,1.5143,1.8459
70.0,1.4388,1.7992
71.0,1.367,1.7538
72.0,1.2988,1.7095
73.0,1.234,1.6663
74.0,1.1725,1.6242
75.0,1.114,1.5832
76.0,1.0584,1.5432
77.0,1.0056,1.5042
78.0,0.9555,1.4662
79.0,0.9078,1.4292
80.0,0.8625,1.3931
81.0,0.8195,1.3579
82.0,0.7786,1.3236
83.0,0.7398,1.2902
84.0,0.7029,1.2576
85.0,0.6678,1.2258
86.0,0.6345,1.1948
87.0,0.6029,1.1647
88.0,0.5728,1.1353
89.0,0.5442,1.1065
90.0,0.5171,1.0786
91.0,0.4913,1.0514
92.0,0.4668,1.0248
93.0,0.4435,0.9989
94.0,0.4214,0.9737
95.0,0.4003,0.949
96.0,0.3804,0.9251
97.0,0.3614,0.9017
98.0,0.3434,0.879
99.0,0.3262,0.8567
100.0,0.31,0.8352
101.0,0.2945,0.814
102.0,0.2798,0.7934
103.0,0.2659,0.7735
104.0,0.2526,0.7539
105.0,0.24,0.7348
106.0,0.228,0.7162
107.0,0.2167,0.6983
108.0,0.2058,0.6805
109.0,0.1956,0.6634
110.0,0.1858,0.6466
111.0,0.1766,0.6304
112.0,0.1677,0.6143
113.0,0.1594,0.5989
114.0,0.1514,0.5837
115.0,0.1439,0.569
116.0,0.1367,0.5546
117.0,0.1299,0.5406
118.0,0.1234,0.5269
119.0,0.1172,0.5135
120.0,0.1114,0.5006
121.0,0.1058,0.4879
122.0,0.1006,0.4758
123.0,0.0955,0.4635
124.0,0.0908,0.452
125.0,0.0863,0.4407
126.0,0.0819,0.4293
127.0,0.0779,0.4187
128.0,0.074,0.408
129.0,0.0703,0.3977
130.0,0.0668,0.3877
131.0,0.0635,0.378
132.0,0.0603,0.3683
133.0,0.0573,0.3591
134.0,0.0544,0.3499
135.0,0.0517,0.3411
136.0,0.0491,0.3324
137.0,0.0467,0.3242
138.0,0.0443,0.3157
139.0,0.0421,0.3078
140.0,0.04,0.3
141.0,0.038,0.2924
142.0,0.0361,0.285
143.0,0.0343,0.2778
144.0,0.0326,0.2708
145.0,0.031,0.2641
146.0,0.0295,0.2576
147.0,0.028,0.251
148.0,0.0266,0.2446
149.0,0.0253,0.2386
150.0,0.024,0.2324
151.0,0.0228,0.2265
152.0,0.0217,0.221
153.0,0.0206,0.2153
158.0,0.0,0.0
