# case 0023  h_peak=0.10 m  t_peak=2880 min  alpha=2.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0,0.0
30.0,0.0,0.0
40.0,0.0,0.0
50.0,0.0,0.0
60.0,0.0001,0.01
70.0,0.0001,0.01
80.0,0.0001,0.01
90.0,0.0002,0.0141
100.0,0.0003,0.0173
110.0,0.0003,0.0173
120.0,0.0004,0.02
130.0,0.0005,0.0224
140.0,0.0006,0.0245
150.0,0.0007,0.0265
160.0,0.0008,0.0283
170.0,0.0009,0.03
180.0,0.001,0.0316
190.0,0.0012,0.0346
200.0,0.0013,0.0361
210.0,0.0015,0.0387
220.0,0.0016,0.04
230.0,0.0018,0.0424
240.0,0.002,0.0447
250.0,0.0022,0.0469
260.0,0.0024,0.049
270.0,0.0026,0.051
280.0,0.0028,0.0529
290.0,0.003,0.0548
300.0,0.0033,0.0574
310.0,0.0035,0.0592
320.0,0.0038,0.0616
330.0,0.0041,0.064
340.0,0.0043,0.0656
350.0,0.0046,0.0678
360.0,0.0049,0.07
370.0,0.0052,0.0721
380.0,0.0055,0.0742
390.0,0.0059,0.0768
400.0,0.0062,0.0787
410.0,0.0065,0.0806
420.0,0.0069,0.0831
430.0,0.0072,0.0849
440.0,0.0076,0.0872
450.0,0.008,0.0894
460.0,0.0083,0.0911
470.0,0.0087,0.0933
480.0,0.0091,0.0954
490.0,0.0095,0.0975
500.0,0.0099,0.0995
510.0,0.0103,0.1015
520.0,0.0107,0.1034
530.0,0.0112,0.1058
540.0,0.0116,0.1077
550.0,0.012,0.1095
560.0,0.0125,0.1118
570.0,0.0129,0.1136
580.0,0.0134,0.1158
590.0,0.0139,0.1179
600.0,0.0143,0.1196
610.0,0.0148,0.1217
620.0,0.0153,0.1237
630.0,0.0158,0.1257
640.0,0.0163,0.1277
650.0,0.0168,0.1296
660.0,0.0173,0.1315
670.0,0.0178,0.1334
680.0,0.0183,0.1353
690.0,0.0188,0.1371
700.0,0.0193,0.1389
710.0,0.0198,0.1407
720.0,0.0204,0.1428
730.0,0.0209,0.1446
740.0,0.0214,0.1463
750.0,0.022,0.1483
760.0,0.0225,0.15
770.0,0.0231,0.152
780.0,0.0236,0.1536
790.0,0.0242,0.1556
800.0,0.0247,0.1572
810.0,0.0253,0.1591
820.0,0.0259,0.1609
