# case 0066  h_peak=0.30 m  t_peak=480 min  alpha=1.5  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0001,0.015
2.0,0.0004,0.03
3.0,0.0007,0.0397
4.0,0.001,0.0474
5.0,0.0014,0.0561
6.0,0.0018,0.0636
7.0,0.0023,0.0719
8.0,0.0028,0.0794
9.0,0.0034,0.0875
10.0,0.0039,0.0937
11.0,0.0045,0.1006
12.0,0.0051,0.1071
13.0,0.0058,0.1142
14.0,0.0064,0.12
15.0,0.0071,0.1264
16.0,0.0078,0.1325
17.0,0.0085,0.1383
18.0,0.0092,0.1439
19.0,0.01,0.15
20.0,0.0107,0.1552
21.0,0.0115,0.1609
22.0,0.0123,0.1664
23.0,0.0131,0.1717
24.0,0.0139,0.1768
25.0,0.0148,0.1825
26.0,0.0156,0.1873
27.0,0.0165,0.1927
28.0,0.0174,0.1979
29.0,0.0182,0.2024
30.0,0.0191,0.2073
31.0,0.02,0.2121
32.0,0.0209,0.2169
33.0,0.0219,0.222
34.0,0.0228,0.2265
35.0,0.0237,0.2309
36.0,0.0247,0.2357
37.0,0.0256,0.24
38.0,0.0266,0.2446
39.0,0.0276,0.2492
40.0,0.0285,0.2532
41.0,0.0295,0.2576
42.0,0.0305,0.262
43.0,0.0315,0.2662
44.0,0.0325,0.2704
45.0,0.0335,0.2745
46.0,0.0345,0.2786
47.0,0.0356,0.283
48.0,0.0366,0.287
49.0,0.0376,0.2909
50.0,0.0387,0.2951
51.0,0.0397,0.2989
52.0,0.0408,0.303
53.0,0.0418,0.3067
54.0,0.0429,0.3107
55.0,0.0439,0.3143
56.0,0.045,0.3182
57.0,0.046,0.3217
58.0,0.0471,0.3255
59.0,0.0482,0.3293
60.0,0.0493,0.3331
61.0,0.0503,0.3364
62.0,0.0514,0.3401
63.0,0.0525,0.3437
64.0,0.0536,0.3473
65.0,0.0547,0.3508
66.0,0.0558,0.3543
67.0,0.0569,0.3578
68.0,0.058,0.3612
69.0,0.0591,0.3647
70.0,0.0602,0.368
71.0,0.0613,0.3714
72.0,0.0624,0.3747
73.0,0.0635,0.378
74.0,0.0646,0.3812
