# case 0010  h_peak=0.10 m  t_peak=480 min  alpha=1.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0013,0.0361
20.0,0.0036,0.06
30.0,0.0064,0.08
40.0,0.0095,0.0975
50.0,0.0129,0.1136
60.0,0.0164,0.1281
70.0,0.0201,0.1418
80.0,0.0237,0.1539
90.0,0.0275,0.1658
100.0,0.0312,0.1766
110.0,0.0349,0.1868
120.0,0.0385,0.1962
130.0,0.0421,0.2052
140.0,0.0456,0.2135
150.0,0.049,0.2214
160.0,0.0523,0.2287
170.0,0.0555,0.2356
180.0,0.0586,0.2421
190.0,0.0616,0.2482
200.0,0.0645,0.254
210.0,0.0673,0.2594
220.0,0.0699,0.2644
230.0,0.0724,0.2691
240.0,0.0748,0.2735
250.0,0.0771,0.2777
260.0,0.0793,0.2816
270.0,0.0813,0.2851
280.0,0.0832,0.2884
290.0,0.085,0.2915
300.0,0.0867,0.2944
310.0,0.0883,0.2972
320.0,0.0897,0.2995
330.0,0.0911,0.3018
340.0,0.0923,0.3038
350.0,0.0935,0.3058
360.0,0.0945,0.3074
370.0,0.0954,0.3089
380.0,0.0963,0.3103
390.0,0.097,0.3114
400.0,0.0977,0.3126
410.0,0.0982,0.3134
420.0,0.0987,0.3142
430.0,0.0991,0.3148
440.0,0.0994,0.3153
450.0,0.0997,0.3158
460.0,0.0999,0.3161
470.0,0.1,0.3162
480.0,0.1,0.3162
490.0,0.0938,0.3063
500.0,0.088,0.2966
510.0,0.0825,0.2872
520.0,0.0774,0.2782
530.0,0.0726,0.2694
540.0,0.0681,0.261
550.0,0.0639,0.2528
560.0,0.0599,0.2447
570.0,0.0562,0.2371
580.0,0.0527,0.2296
590.0,0.0495,0.2225
600.0,0.0464,0.2154
610.0,0.0435,0.2086
620.0,0.0408,0.202
630.0,0.0383,0.1957
640.0,0.0359,0.1895
650.0,0.0337,0.1836
660.0,0.0316,0.1778
670.0,0.0297,0.1723
680.0,0.0278,0.1667
690.0,0.0261,0.1616
700.0,0.0245,0.1565
710.0,0.023,0.1517
720.0,0.0215,0.1466
730.0,0.0202,0.1421
740.0,0.019,0.1378
750.0,0.0178,0.1334
760.0,0.0167,0.1292
770.0,0.0156,0.1249
780.0,0.0147,0.1212
790.0,0.0138,0.1175
800.0,0.0129,0.1136
810.0,0.0121,0.11
820.0,0.0114,0.1068
830.0,0.0107,0.1034
840.0,0.01,0.1
850.0,0.0094,0.097
860.0,0.0088,0.0938
870.0,0.0083,0.0911
880.0,0.0077,0.0877
890.0,0.0073,0.0854
900.0,0.0068,0.0825
910.0,0.0064,0.08
920.0,0.006,0.0775
930.0,0.0056,0.0748
940.0,0.0053,0.0728
950.0,0.0049,0.07
960.0,0.0046,0.0678
970.0,0.0044,0.0663
980.0,0.0041,0.064
990.0,0.0038,0.0616
1000.0,0.0036,0.06
1010.0,0.0034,0.0583
1020.0,0.0032,0.0566
1030.0,0.003,0.0548
1040.0,0.0028,0.0529
1050.0,0.0026,0.051
1060.0,0.0024,0.049
1070.0,0.0023,0.048
1080.0,0.0022,0.0469
1090.0,0.002,0.0447
1100.0,0.0019,0.0436
1110.0,0.0018,0.0424
1120.0,0.0017,0.0412
1130.0,0.0016,0.04
1140.0,0.0015,0.0387
1150.0,0.0014,0.0374
1160.0,0.0013,0.0361
1170.0,0.0012,0.0346
1180.0,0.0011,0.0332
1190.0,0.0011,0.0332
1200.0,0.001,0.0316
1210.0,0.0009,0.03
1220.0,0.0009,0.03
1230.0,0.0008,0.0283
1280.0,0.0,0.0
