# case 0118  h_peak=1.10 m  t_peak=480 min  alpha=1.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0144,0.12
20.0,0.0394,0.1985
30.0,0.0701,0.2648
40.0,0.1047,0.3236
50.0,0.1418,0.3766
60.0,0.1806,0.425
70.0,0.2206,0.4697
80.0,0.2612,0.5111
90.0,0.3021,0.5496
100.0,0.343,0.5857
110.0,0.3835,0.6193
120.0,0.4235,0.6508
130.0,0.4629,0.6804
140.0,0.5014,0.7081
150.0,0.5389,0.7341
160.0,0.5754,0.7586
170.0,0.6108,0.7815
180.0,0.645,0.8031
190.0,0.678,0.8234
200.0,0.7097,0.8424
210.0,0.7401,0.8603
220.0,0.7692,0.877
230.0,0.7969,0.8927
240.0,0.8233,0.9074
250.0,0.8484,0.9211
260.0,0.8721,0.9339
270.0,0.8945,0.9458
280.0,0.9156,0.9569
290.0,0.9354,0.9672
300.0,0.9539,0.9767
310.0,0.9712,0.9855
320.0,0.9872,0.9936
330.0,1.002,1.001
340.0,1.0157,1.0078
350.0,1.0282,1.014
360.0,1.0395,1.0196
370.0,1.0498,1.0246
380.0,1.0591,1.0291
390.0,1.0673,1.0331
400.0,1.0745,1.0366
410.0,1.0807,1.0396
420.0,1.086,1.0421
430.0,1.0904,1.0442
440.0,1.0939,1.0459
450.0,1.0966,1.0472
460.0,1.0985,1.0481
470.0,1.0996,1.0486
480.0,1.1,1.0488
490.0,1.0318,1.0158
500.0,0.9679,0.9838
510.0,0.9079,0.9528
520.0,0.8517,0.9229
530.0,0.7989,0.8938
540.0,0.7494,0.8657
550.0,0.703,0.8385
560.0,0.6594,0.812
570.0,0.6186,0.7865
580.0,0.5802,0.7617
590.0,0.5443,0.7378
600.0,0.5106,0.7146
610.0,0.4789,0.692
620.0,0.4493,0.6703
630.0,0.4214,0.6492
640.0,0.3953,0.6287
650.0,0.3708,0.6089
660.0,0.3479,0.5898
670.0,0.3263,0.5712
680.0,0.3061,0.5533
690.0,0.2871,0.5358
700.0,0.2693,0.5189
710.0,0.2526,0.5026
720.0,0.237,0.4868
730.0,0.2223,0.4715
740.0,0.2085,0.4566
750.0,0.1956,0.4423
760.0,0.1835,0.4284
770.0,0.1721,0.4148
780.0,0.1615,0.4019
790.0,0.1515,0.3892
800.0,0.1421,0.377
810.0,0.1333,0.3651
820.0,0.125,0.3536
830.0,0.1173,0.3425
840.0,0.11,0.3317
850.0,0.1032,0.3212
860.0,0.0968,0.3111
870.0,0.0908,0.3013
880.0,0.0852,0.2919
890.0,0.0799,0.2827
900.0,0.0749,0.2737
910.0,0.0703,0.2651
920.0,0.0659,0.2567
930.0,0.0619,0.2488
940.0,0.058,0.2408
950.0,0.0544,0.2332
960.0,0.0511,0.2261
970.0,0.0479,0.2189
980.0,0.0449,0.2119
990.0,0.0421,0.2052
1000.0,0.0395,0.1987
1010.0,0.0371,0.1926
1020.0,0.0348,0.1865
1030.0,0.0326,0.1806
1040.0,0.0306,0.1749
1050.0,0.0287,0.1694
1060.0,0.0269,0.164
1070.0,0.0253,0.1591
1080.0,0.0237,0.1539
1090.0,0.0222,0.149
1100.0,0.0209,0.1446
1110.0,0.0196,0.14
1120.0,0.0183,0.1353
1130.0,0.0172,0.1311
1140.0,0.0161,0.1269
1150.0,0.0151,0.1229
1160.0,0.0142,0.1192
1170.0,0.0133,0.1153
1180.0,0.0125,0.1118
1190.0,0.0117,0.1082
1200.0,0.011,0.1049
1210.0,0.0103,0.1015
1220.0,0.0097,0.0985
1230.0,0.0091,0.0954
1280.0,0.0,0.0
