# case 0067  h_peak=0.30 m  t_peak=480 min  alpha=2.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0001,0.01
7.0,0.0001,0.01
8.0,0.0001,0.01
9.0,0.0002,0.0141
10.0,0.0002,0.0141
11.0,0.0003,0.0173
12.0,0.0003,0.0173
13.0,0.0004,0.02
14.0,0.0005,0.0224
15.0,0.0006,0.0245
16.0,0.0007,0.0265
17.0,0.0008,0.0283
18.0,0.0009,0.03
19.0,0.001,0.0316
20.0,0.0012,0.0346
21.0,0.0013,0.0361
22.0,0.0015,0.0387
23.0,0.0016,0.04
24.0,0.0018,0.0424
25.0,0.002,0.0447
26.0,0.0022,0.0469
27.0,0.0024,0.049
28.0,0.0026,0.051
29.0,0.0028,0.0529
30.0,0.0031,0.0557
31.0,0.0033,0.0574
32.0,0.0036,0.06
33.0,0.0038,0.0616
34.0,0.0041,0.064
35.0,0.0044,0.0663
36.0,0.0047,0.0686
37.0,0.005,0.0707
38.0,0.0053,0.0728
39.0,0.0056,0.0748
40.0,0.0059,0.0768
41.0,0.0063,0.0794
42.0,0.0067,0.0819
43.0,0.007,0.0837
44.0,0.0074,0.086
45.0,0.0078,0.0883
46.0,0.0082,0.0906
47.0,0.0086,0.0927
48.0,0.009,0.0949
49.0,0.0094,0.097
50.0,0.0099,0.0995
51.0,0.0103,0.1015
52.0,0.0108,0.1039
53.0,0.0112,0.1058
54.0,0.0117,0.1082
55.0,0.0122,0.1105
56.0,0.0127,0.1127
57.0,0.0132,0.1149
58.0,0.0137,0.117
59.0,0.0142,0.1192
60.0,0.0148,0.1217
61.0,0.0153,0.1237
62.0,0.0159,0.1261
63.0,0.0164,0.1281
64.0,0.017,0.1304
65.0,0.0176,0.1327
66.0,0.0182,0.1349
67.0,0.0188,0.1371
68.0,0.0194,0.1393
69.0,0.02,0.1414
70.0,0.0206,0.1435
71.0,0.0212,0.1456
72.0,0.0219,0.148
73.0,0.0225,0.15
74.0,0.0232,0.1523
75.0,0.0239,0.1546
76.0,0.0245,0.1565
77.0,0.0252,0.1587
78.0,0.0259,0.1609
79.0,0.0266,0.1631
80.0,0.0273,0.1652
81.0,0.028,0.1673
82.0,0.0288,0.1697
83.0,0.0295,0.1718
84.0,0.0302,0.1738
85.0,0.031,0.1761
86.0,0.0317,0.178
87.0,0.0325,0.1803
88.0,0.0333,0.1825
89.0,0.034,0.1844
90.0,0.0348,0.1865
91.0,0.0356,0.1887
92.0,0.0364,0.1908
93.0,0.0372,0.1929
94.0,0.038,0.1949
95.0,0.0388,0.197
96.0,0.0397,0.1992
97.0,0.0405,0.2012
98.0,0.0413,0.2032
99.0,0.0422,0.2054
100.0,0.043,0.2074
101.0,0.0439,0.2095
102.0,0.0447,0.2114
103.0,0.0456,0.2135
104.0,0.0465,0.2156
105.0,0.0473,0.2175
106.0,0.0482,0.2195
107.0,0.0491,0.2216
108.0,0.05,0.2236
109.0,0.0509,0.2256
110.0,0.0518,0.2276
111.0,0.0527,0.2296
112.0,0.0536,0.2315
113.0,0.0546,0.2337
114.0,0.0555,0.2356
115.0,0.0564,0.2375
116.0,0.0573,0.2394
117.0,0.0583,0.2415
118.0,0.0592,0.2433
119.0,0.0602,0.2454
120.0,0.0611,0.2472
121.0,0.0621,0.2492
122.0,0.0631,0.2512
123.0,0.064,0.253
124.0,0.065,0.255
125.0,0.066,0.2569
126.0,0.0669,0.2587
127.0,0.0679,0.2606
128.0,0.0689,0.2625
129.0,0.0699,0.2644
130.0,0.0709,0.2663
131.0,0.0719,0.2681
132.0,0.0729,0.27
133.0,0.0739,0.2718
134.0,0.0749,0.2737
135.0,0.0759,0.2755
136.0,0.0769,0.2773
137.0,0.0779,0.2791
138.0,0.0789,0.2809
139.0,0.08,0.2828
140.0,0.081,0.2846
141.0,0.082,0.2864
142.0,0.083,0.2881
143.0,0.0841,0.29
144.0,0.0851,0.2917
145.0,0.0861,0.2934
146.0,0.0872,0.2953
147.0,0.0882,0.297
148.0,0.0893,0.2988
149.0,0.0903,0.3005
150.0,0.0913,0.3022
151.0,0.0924,0.304
152.0,0.0934,0.3056
153.0,0.0945,0.3074
154.0,0.0955,0.309
155.0,0.0966,0.3108
156.0,0.0977,0.3126
157.0,0.0987,0.3142
158.0,0.0998,0.3159
159.0,0.1008,0.3175
160.0,0.1019,0.3192
161.0,0.103,0.3209
162.0,0.104,0.3225
163.0,0.1051,0.3242
164.0,0.1061,0.3257
165.0,0.1072,0.3274
166.0,0.1083,0.3291
167.0,0.1093,0.3306
168.0,0.1104,0.3323
169.0,0.1115,0.3339
170.0,0.1125,0.3354
171.0,0.1136,0.337
172.0,0.1147,0.3387
173.0,0.1158,0.3403
174.0,0.1168,0.3418
175.0,0.1179,0.3434
176.0,0.119,0.345
177.0,0.12,0.3464
178.0,0.1211,0.348
179.0,0.1222,0.3496
180.0,0.1232,0.351
181.0,0.1243,0.3526
182.0,0.1254,0.3541
183.0,0.1265,0.3557
184.0,0.1275,0.3571
185.0,0.1286,0.3586
186.0,0.1297,0.3601
187.0,0.1307,0.3615
188.0,0.1318,0.363
189.0,0.1329,0.3646
190.0,0.1339,0.3659
191.0,0.135,0.3674
192.0,0.1361,0.3689
193.0,0.1371,0.3703
194.0,0.1382,0.3718
195.0,0.1392,0.3731
196.0,0.1403,0.3746
197.0,0.1414,0.376
198.0,0.1424,0.3774
199.0,0.1435,0.3788
200.0,0.1445,0.3801
201.0,0.1456,0.3816
202.0,0.1466,0.3829
203.0,0.1477,0.3843
204.0,0.1487,0.3856
205.0,0.1498,0.387
206.0,0.1508,0.3883
207.0,0.1519,0.3897
208.0,0.1529,0.391
209.0,0.1539,0.3923
210.0,0.155,0.3937
211.0,0.156,0.395
212.0,0.1571,0.3964
213.0,0.1581,0.3976
214.0,0.1591,0.3989
215.0,0.1602,0.4002
216.0,0.1612,0.4015
217.0,0.1622,0.4027
218.0,0.1632,0.404
219.0,0.1642,0.4052
220.0,0.1653,0.4066
221.0,0.1663,0.4078
222.0,0.1673,0.409
223.0,0.1683,0.4102
224.0,0.1693,0.4115
225.0,0.1703,0.4127
226.0,0.1713,0.4139
227.0,0.1723,0.4151
228.0,0.1733,0.4163
229.0,0.1743,0.4175
230.0,0.1753,0.4187
231.0,0.1763,0.4199
232.0,0.1773,0.4211
233.0,0.1783,0.4223
234.0,0.1793,0.4234
235.0,0.1802,0.4245
236.0,0.1812,0.4257
237.0,0.1822,0.4268
238.0,0.1832,0.428
239.0,0.1841,0.4291
240.0,0.1851,0.4302
241.0,0.1861,0.4314
242.0,0.187,0.4324
243.0,0.188,0.4336
244.0,0.1889,0.4346
245.0,0.1899,0.4358
246.0,0.1908,0.4368
247.0,0.1918,0.4379
248.0,0.1927,0.439
249.0,0.1937,0.4401
250.0,0.1946,0.4411
251.0,0.1955,0.4422
252.0,0.1964,0.4432
253.0,0.1974,0.4443
254.0,0.1983,0.4453
255.0,0.1992,0.4463
256.0,0.2001,0.4473
257.0,0.201,0.4483
258.0,0.2019,0.4493
259.0,0.2028,0.4503
260.0,0.2037,0.4513
261.0,0.2046,0.4523
262.0,0.2055,0.4533
263.0,0.2064,0.4543
264.0,0.2073,0.4553
265.0,0.2082,0.4563
266.0,0.2091,0.4573
267.0,0.2099,0.4581
268.0,0.2108,0.4591
269.0,0.2117,0.4601
270.0,0.2125,0.461
271.0,0.2134,0.462
272.0,0.2143,0.4629
273.0,0.2151,0.4638
274.0,0.216,0.4648
275.0,0.2168,0.4656
276.0,0.2176,0.4665
277.0,0.2185,0.4674
278.0,0.2193,0.4683
279.0,0.2201,0.4691
280.0,0.221,0.4701
281.0,0.2218,0.471
282.0,0.2226,0.4718
283.0,0.2234,0.4727
284.0,0.2242,0.4735
285.0,0.225,0.4743
286.0,0.2258,0.4752
287.0,0.2266,0.476
288.0,0.2274,0.4769
289.0,0.2282,0.4777
290.0,0.229,0.4785
291.0,0.2298,0.4794
292.0,0.2305,0.4801
293.0,0.2313,0.4809
294.0,0.2321,0.4818
295.0,0.2328,0.4825
296.0,0.2336,0.4833
297.0,0.2343,0.484
298.0,0.2351,0.4849
299.0,0.2358,0.4856
300.0,0.2366,0.4864
301.0,0.2373,0.4871
302.0,0.238,0.4879
303.0,0.2388,0.4887
304.0,0.2395,0.4894
305.0,0.2402,0.4901
306.0,0.2409,0.4908
307.0,0.2416,0.4915
308.0,0.2424,0.4923
309.0,0.2431,0.4931
310.0,0.2438,0.4938
311.0,0.2444,0.4944
312.0,0.2451,0.4951
313.0,0.2458,0.4958
314.0,0.2465,0.4965
315.0,0.2472,0.4972
316.0,0.2479,0.4979
317.0,0.2485,0.4985
318.0,0.2492,0.4992
319.0,0.2498,0.4998
320.0,0.2505,0.5005
321.0,0.2511,0.5011
322.0,0.2518,0.5018
323.0,0.2524,0.5024
324.0,0.2531,0.5031
325.0,0.2537,0.5037
326.0,0.2543,0.5043
327.0,0.255,0.505
328.0,0.2556,0.5056
