# case 0199  h_peak=1.50 m  t_peak=480 min  alpha=1.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0006,0.0367
2.0,0.0018,0.0636
3.0,0.0033,0.0862
4.0,0.0051,0.1071
5.0,0.007,0.1255
6.0,0.0092,0.1439
7.0,0.0116,0.1616
8.0,0.0141,0.1781
9.0,0.0168,0.1944
10.0,0.0196,0.21
11.0,0.0225,0.225
12.0,0.0256,0.24
13.0,0.0288,0.2546
14.0,0.0321,0.2687
15.0,0.0354,0.2822
16.0,0.0389,0.2958
17.0,0.0425,0.3092
18.0,0.0461,0.3221
19.0,0.0499,0.3351
20.0,0.0537,0.3476
21.0,0.0576,0.36
22.0,0.0616,0.3723
23.0,0.0656,0.3842
24.0,0.0697,0.396
25.0,0.0739,0.4078
26.0,0.0781,0.4192
27.0,0.0824,0.4306
28.0,0.0868,0.4419
29.0,0.0912,0.453
30.0,0.0956,0.4638
31.0,0.1001,0.4746
32.0,0.1047,0.4854
33.0,0.1093,0.4959
34.0,0.114,0.5065
35.0,0.1187,0.5168
36.0,0.1234,0.5269
37.0,0.1282,0.5371
38.0,0.133,0.547
39.0,0.1378,0.5568
40.0,0.1427,0.5666
41.0,0.1476,0.5763
42.0,0.1526,0.586
43.0,0.1576,0.5955
44.0,0.1626,0.6049
45.0,0.1677,0.6143
46.0,0.1727,0.6234
47.0,0.1778,0.6325
48.0,0.183,0.6417
49.0,0.1881,0.6506
50.0,0.1933,0.6595
51.0,0.1985,0.6683
52.0,0.2038,0.6772
53.0,0.209,0.6857
54.0,0.2143,0.6944
55.0,0.2196,0.7029
56.0,0.2249,0.7114
57.0,0.2302,0.7197
58.0,0.2356,0.7281
59.0,0.2409,0.7362
60.0,0.2463,0.7444
61.0,0.2517,0.7525
62.0,0.2571,0.7606
63.0,0.2625,0.7685
64.0,0.268,0.7765
65.0,0.2734,0.7843
66.0,0.2789,0.7922
67.0,0.2843,0.7998
68.0,0.2898,0.8075
69.0,0.2953,0.8151
70.0,0.3008,0.8227
71.0,0.3063,0.8302
72.0,0.3119,0.8377
73.0,0.3174,0.8451
74.0,0.3229,0.8524
75.0,0.3285,0.8597
76.0,0.334,0.8669
77.0,0.3396,0.8741
78.0,0.3451,0.8812
79.0,0.3507,0.8883
80.0,0.3562,0.8952
81.0,0.3618,0.9022
82.0,0.3674,0.9092
83.0,0.3729,0.916
84.0,0.3785,0.9228
85.0,0.3841,0.9296
86.0,0.3897,0.9364
87.0,0.3953,0.9431
88.0,0.4008,0.9496
89.0,0.4064,0.9562
90.0,0.412,0.9628
91.0,0.4176,0.9693
92.0,0.4231,0.9757
93.0,0.4287,0.9821
94.0,0.4343,0.9885
95.0,0.4399,0.9949
96.0,0.4454,1.0011
97.0,0.451,1.0073
98.0,0.4566,1.0136
99.0,0.4621,1.0197
100.0,0.4677,1.0258
101.0,0.4732,1.0318
102.0,0.4788,1.0379
103.0,0.4843,1.0439
104.0,0.4899,1.0499
105.0,0.4954,1.0558
106.0,0.5009,1.0616
107.0,0.5064,1.0674
108.0,0.512,1.0733
109.0,0.5175,1.0791
110.0,0.523,1.0848
111.0,0.5285,1.0905
112.0,0.5339,1.096
113.0,0.5394,1.1017
114.0,0.5449,1.1073
115.0,0.5504,1.1128
116.0,0.5558,1.1183
117.0,0.5613,1.1238
118.0,0.5667,1.1292
119.0,0.5721,1.1346
120.0,0.5775,1.1399
121.0,0.583,1.1453
122.0,0.5884,1.1506
123.0,0.5937,1.1558
124.0,0.5991,1.161
125.0,0.6045,1.1662
126.0,0.6099,1.1714
127.0,0.6152,1.1765
128.0,0.6205,1.1816
129.0,0.6259,1.1867
130.0,0.6312,1.1917
131.0,0.6365,1.1967
132.0,0.6418,1.2017
133.0,0.6471,1.2066
134.0,0.6523,1.2115
135.0,0.6576,1.2164
136.0,0.6628,1.2212
137.0,0.6681,1.2261
138.0,0.6733,1.2308
139.0,0.6785,1.2356
140.0,0.6837,1.2403
141.0,0.6889,1.245
142.0,0.694,1.2496
143.0,0.6992,1.2543
144.0,0.7043,1.2588
145.0,0.7095,1.2635
146.0,0.7146,1.268
147.0,0.7197,1.2725
148.0,0.7248,1.277
149.0,0.7298,1.2814
150.0,0.7349,1.2859
151.0,0.74,1.2903
152.0,0.745,1.2947
153.0,0.75,1.299
154.0,0.755,1.3034
155.0,0.76,1.3077
156.0,0.765,1.312
157.0,0.7699,1.3162
158.0,0.7749,1.3204
159.0,0.7798,1.3246
160.0,0.7847,1.3287
161.0,0.7896,1.3329
162.0,0.7945,1.337
163.0,0.7993,1.3411
164.0,0.8042,1.3452
165.0,0.809,1.3492
166.0,0.8138,1.3532
167.0,0.8187,1.3572
168.0,0.8234,1.3611
169.0,0.8282,1.3651
170.0,0.833,1.369
171.0,0.8377,1.3729
172.0,0.8424,1.3767
173.0,0.8471,1.3806
174.0,0.8518,1.3844
175.0,0.8565,1.3882
176.0,0.8611,1.3919
177.0,0.8658,1.3957
178.0,0.8704,1.3994
179.0,0.875,1.4031
180.0,0.8796,1.4068
181.0,0.8842,1.4105
182.0,0.8887,1.4141
183.0,0.8933,1.4177
184.0,0.8978,1.4213
185.0,0.9023,1.4248
186.0,0.9068,1.4284
187.0,0.9113,1.4319
188.0,0.9157,1.4354
189.0,0.9202,1.4389
190.0,0.9246,1.4423
191.0,0.929,1.4458
192.0,0.9334,1.4492
193.0,0.9377,1.4525
194.0,0.9421,1.4559
195.0,0.9464,1.4592
196.0,0.9507,1.4626
197.0,0.955,1.4659
198.0,0.9593,1.4692
199.0,0.9635,1.4724
200.0,0.9678,1.4757
201.0,0.972,1.4789
202.0,0.9762,1.482
203.0,0.9804,1.4852
204.0,0.9846,1.4884
205.0,0.9887,1.4915
206.0,0.9929,1.4947
207.0,0.997,1.4977
208.0,1.0011,1.5008
209.0,1.0052,1.5039
210.0,1.0092,1.5069
211.0,1.0133,1.5099
212.0,1.0173,1.5129
213.0,1.0213,1.5159
214.0,1.0253,1.5189
215.0,1.0293,1.5218
216.0,1.0332,1.5247
217.0,1.0372,1.5276
218.0,1.0411,1.5305
219.0,1.045,1.5334
220.0,1.0489,1.5362
221.0,1.0527,1.539
222.0,1.0566,1.5419
223.0,1.0604,1.5446
224.0,1.0642,1.5474
225.0,1.068,1.5502
226.0,1.0718,1.5529
227.0,1.0756,1.5557
228.0,1.0793,1.5583
229.0,1.083,1.561
230.0,1.0867,1.5637
231.0,1.0904,1.5663
232.0,1.0941,1.569
233.0,1.0977,1.5716
234.0,1.1013,1.5741
235.0,1.1049,1.5767
236.0,1.1085,1.5793
237.0,1.1121,1.5818
238.0,1.1157,1.5844
239.0,1.1192,1.5869
240.0,1.1227,1.5894
241.0,1.1262,1.5918
242.0,1.1297,1.5943
243.0,1.1332,1.5968
244.0,1.1366,1.5992
245.0,1.14,1.6016
246.0,1.1434,1.6039
247.0,1.1468,1.6063
248.0,1.1502,1.6087
249.0,1.1535,1.611
250.0,1.1569,1.6134
251.0,1.1602,1.6157
252.0,1.1635,1.618
253.0,1.1668,1.6203
254.0,1.17,1.6225
255.0,1.1733,1.6248
256.0,1.1765,1.627
257.0,1.1797,1.6292
258.0,1.1829,1.6314
259.0,1.1861,1.6336
260.0,1.1892,1.6358
261.0,1.1924,1.638
262.0,1.1955,1.6401
263.0,1.1986,1.6422
264.0,1.2017,1.6443
265.0,1.2047,1.6464
266.0,1.2078,1.6485
267.0,1.2108,1.6505
268.0,1.2138,1.6526
269.0,1.2168,1.6546
270.0,1.2198,1.6567
271.0,1.2227,1.6586
272.0,1.2257,1.6607
273.0,1.2286,1.6626
274.0,1.2315,1.6646
275.0,1.2344,1.6666
276.0,1.2372,1.6684
277.0,1.2401,1.6704
278.0,1.2429,1.6723
279.0,1.2457,1.6742
280.0,1.2485,1.676
281.0,1.2513,1.6779
282.0,1.2541,1.6798
283.0,1.2568,1.6816
284.0,1.2595,1.6834
285.0,1.2622,1.6852
286.0,1.2649,1.687
287.0,1.2676,1.6888
288.0,1.2703,1.6906
289.0,1.2729,1.6923
290.0,1.2755,1.6941
291.0,1.2781,1.6958
292.0,1.2807,1.6975
293.0,1.2833,1.6992
294.0,1.2858,1.7009
295.0,1.2884,1.7026
296.0,1.2909,1.7043
297.0,1.2934,1.7059
298.0,1.2959,1.7076
299.0,1.2983,1.7091
300.0,1.3008,1.7108
301.0,1.3032,1.7124
