# case 0082  h_peak=0.85 m  t_peak=60 min  alpha=1.5  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.2019,0.4493
20.0,0.4447,0.6669
30.0,0.6362,0.7976
40.0,0.7628,0.8734
50.0,0.8303,0.9112
60.0,0.85,0.922
70.0,0.5096,0.7139
80.0,0.3055,0.5527
90.0,0.1831,0.4279
100.0,0.1098,0.3314
110.0,0.0658,0.2565
120.0,0.0395,0.1987
130.0,0.0237,0.1539
140.0,0.0142,0.1192
150.0,0.0085,0.0922
160.0,0.0051,0.0714
170.0,0.0031,0.0557
180.0,0.0018,0.0424
230.0,0.0,0.0
