# case 0035  h_peak=0.35 m  t_peak=60 min  alpha=4.0  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0076,0.0872
20.0,0.0622,0.2494
30.0,0.1616,0.402
40.0,0.2623,0.5122
50.0,0.3288,0.5734
60.0,0.35,0.5916
70.0,0.2575,0.5074
80.0,0.1894,0.4352
90.0,0.1393,0.3732
100.0,0.1025,0.3202
110.0,0.0754,0.2746
120.0,0.0555,0.2356
130.0,0.0408,0.202
140.0,0.03,0.1732
150.0,0.0221,0.1487
160.0,0.0162,0.1273
170.0,0.012,0.1095
180.0,0.0088,0.0938
190.0,0.0065,0.0806
200.0,0.0048,0.0693
210.0,0.0035,0.0592
220.0,0.0026,0.051
230.0,0.0019,0.0436
240.0,0.0014,0.0374
290.0,0.0,0.0
