# case 0288  h_peak=2.40 m  t_peak=480 min  alpha=4.0  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0,0.0
9.0,0.0,0.0
10.0,0.0,0.0
11.0,0.0,0.0
12.0,0.0,0.0
13.0,0.0001,0.015
14.0,0.0001,0.015
15.0,0.0001,0.015
16.0,0.0001,0.015
17.0,0.0002,0.0212
18.0,0.0002,0.0212
19.0,0.0003,0.026
20.0,0.0003,0.026
21.0,0.0004,0.03
22.0,0.0005,0.0335
23.0,0.0006,0.0367
24.0,0.0007,0.0397
25.0,0.0008,0.0424
26.0,0.0009,0.045
27.0,0.001,0.0474
28.0,0.0012,0.052
29.0,0.0014,0.0561
30.0,0.0016,0.06
31.0,0.0018,0.0636
32.0,0.002,0.0671
33.0,0.0022,0.0704
34.0,0.0025,0.075
35.0,0.0028,0.0794
36.0,0.0031,0.0835
37.0,0.0034,0.0875
38.0,0.0038,0.0925
39.0,0.0041,0.096
40.0,0.0045,0.1006
41.0,0.005,0.1061
42.0,0.0054,0.1102
43.0,0.0059,0.1152
44.0,0.0064,0.12
45.0,0.007,0.1255
46.0,0.0075,0.1299
47.0,0.0081,0.135
48.0,0.0088,0.1407
49.0,0.0095,0.1462
50.0,0.0102,0.1515
51.0,0.0109,0.1566
52.0,0.0117,0.1622
53.0,0.0125,0.1677
54.0,0.0134,0.1736
55.0,0.0143,0.1794
56.0,0.0152,0.1849
57.0,0.0162,0.1909
58.0,0.0172,0.1967
59.0,0.0183,0.2029
60.0,0.0194,0.2089
61.0,0.0206,0.2153
62.0,0.0218,0.2215
63.0,0.023,0.2275
64.0,0.0243,0.2338
65.0,0.0256,0.24
66.0,0.027,0.2465
67.0,0.0285,0.2532
68.0,0.0299,0.2594
69.0,0.0315,0.2662
70.0,0.0331,0.2729
71.0,0.0347,0.2794
72.0,0.0364,0.2862
73.0,0.0382,0.2932
74.0,0.04,0.3
75.0,0.0418,0.3067
76.0,0.0437,0.3136
77.0,0.0457,0.3207
78.0,0.0477,0.3276
79.0,0.0498,0.3347
80.0,0.0519,0.3417
81.0,0.0541,0.3489
82.0,0.0564,0.3562
83.0,0.0587,0.3634
84.0,0.061,0.3705
85.0,0.0635,0.378
86.0,0.0659,0.3851
87.0,0.0685,0.3926
88.0,0.0711,0.4
89.0,0.0738,0.4075
90.0,0.0765,0.4149
91.0,0.0793,0.4224
92.0,0.0822,0.4301
93.0,0.0851,0.4376
94.0,0.0881,0.4452
95.0,0.0911,0.4527
96.0,0.0942,0.4604
97.0,0.0974,0.4681
98.0,0.1006,0.4758
99.0,0.1039,0.4835
100.0,0.1073,0.4914
101.0,0.1107,0.4991
102.0,0.1142,0.5069
103.0,0.1178,0.5148
104.0,0.1214,0.5226
105.0,0.1251,0.5305
106.0,0.1288,0.5383
107.0,0.1327,0.5464
108.0,0.1365,0.5542
109.0,0.1405,0.5622
110.0,0.1445,0.5702
111.0,0.1486,0.5782
112.0,0.1527,0.5862
113.0,0.157,0.5943
114.0,0.1612,0.6022
115.0,0.1656,0.6104
116.0,0.17,0.6185
117.0,0.1745,0.6266
118.0,0.179,0.6346
119.0,0.1836,0.6427
120.0,0.1883,0.6509
121.0,0.193,0.659
122.0,0.1978,0.6671
123.0,0.2027,0.6753
124.0,0.2077,0.6836
125.0,0.2127,0.6918
126.0,0.2177,0.6999
127.0,0.2228,0.708
128.0,0.228,0.7162
129.0,0.2333,0.7245
130.0,0.2386,0.7327
131.0,0.244,0.7409
132.0,0.2495,0.7492
133.0,0.255,0.7575
134.0,0.2605,0.7656
135.0,0.2662,0.7739
136.0,0.2719,0.7822
137.0,0.2776,0.7903
138.0,0.2835,0.7987
139.0,0.2894,0.8069
140.0,0.2953,0.8151
141.0,0.3013,0.8234
142.0,0.3074,0.8317
143.0,0.3135,0.8399
144.0,0.3197,0.8481
145.0,0.3259,0.8563
146.0,0.3322,0.8646
147.0,0.3386,0.8728
148.0,0.345,0.8811
149.0,0.3515,0.8893
150.0,0.358,0.8975
151.0,0.3646,0.9057
152.0,0.3713,0.914
153.0,0.378,0.9222
154.0,0.3847,0.9304
155.0,0.3916,0.9387
156.0,0.3984,0.9468
157.0,0.4053,0.9549
158.0,0.4123,0.9632
159.0,0.4193,0.9713
160.0,0.4264,0.9795
161.0,0.4336,0.9877
162.0,0.4407,0.9958
163.0,0.448,1.004
164.0,0.4553,1.0121
165.0,0.4626,1.0202
166.0,0.47,1.0283
167.0,0.4774,1.0364
168.0,0.4849,1.0445
169.0,0.4924,1.0526
170.0,0.5,1.0607
171.0,0.5076,1.0687
172.0,0.5153,1.0768
173.0,0.523,1.0848
174.0,0.5308,1.0928
175.0,0.5386,1.1008
176.0,0.5464,1.1088
177.0,0.5543,1.1168
178.0,0.5622,1.1247
179.0,0.5702,1.1327
180.0,0.5782,1.1406
181.0,0.5862,1.1485
182.0,0.5943,1.1564
183.0,0.6025,1.1643
184.0,0.6106,1.1721
185.0,0.6188,1.18
186.0,0.6271,1.1878
187.0,0.6354,1.1957
188.0,0.6437,1.2035
189.0,0.652,1.2112
190.0,0.6604,1.219
191.0,0.6688,1.2267
192.0,0.6773,1.2345
193.0,0.6857,1.2421
194.0,0.6943,1.2499
195.0,0.7028,1.2575
196.0,0.7114,1.2652
197.0,0.72,1.2728
198.0,0.7286,1.2804
199.0,0.7373,1.288
200.0,0.746,1.2956
201.0,0.7547,1.3031
202.0,0.7634,1.3106
203.0,0.7722,1.3181
204.0,0.781,1.3256
205.0,0.7898,1.3331
206.0,0.7986,1.3405
207.0,0.8075,1.3479
208.0,0.8164,1.3553
209.0,0.8253,1.3627
210.0,0.8342,1.37
211.0,0.8432,1.3774
212.0,0.8521,1.3846
213.0,0.8611,1.3919
214.0,0.8701,1.3992
215.0,0.8792,1.4065
216.0,0.8882,1.4137
217.0,0.8973,1.4209
218.0,0.9063,1.428
219.0,0.9154,1.4351
220.0,0.9245,1.4423
221.0,0.9336,1.4493
222.0,0.9427,1.4564
223.0,0.9519,1.4635
224.0,0.961,1.4705
225.0,0.9702,1.4775
226.0,0.9793,1.4844
227.0,0.9885,1.4914
228.0,0.9977,1.4983
229.0,1.0069,1.5052
230.0,1.0161,1.512
231.0,1.0253,1.5189
232.0,1.0345,1.5257
233.0,1.0437,1.5324
234.0,1.053,1.5392
235.0,1.0622,1.5459
236.0,1.0714,1.5526
237.0,1.0807,1.5594
238.0,1.0899,1.566
239.0,1.0991,1.5726
240.0,1.1084,1.5792
241.0,1.1176,1.5857
242.0,1.1268,1.5923
243.0,1.1361,1.5988
244.0,1.1453,1.6053
245.0,1.1545,1.6117
246.0,1.1638,1.6182
247.0,1.173,1.6246
248.0,1.1822,1.6309
249.0,1.1914,1.6373
250.0,1.2006,1.6436
251.0,1.2098,1.6499
252.0,1.219,1.6561
253.0,1.2282,1.6624
254.0,1.2374,1.6686
255.0,1.2465,1.6747
256.0,1.2557,1.6809
257.0,1.2649,1.687
258.0,1.274,1.6931
259.0,1.2831,1.6991
260.0,1.2922,1.7051
261.0,1.3014,1.7112
262.0,1.3104,1.7171
263.0,1.3195,1.723
264.0,1.3286,1.729
265.0,1.3376,1.7348
266.0,1.3467,1.7407
267.0,1.3557,1.7465
268.0,1.3647,1.7523
269.0,1.3737,1.7581
270.0,1.3827,1.7638
271.0,1.3916,1.7695
272.0,1.4006,1.7752
273.0,1.4095,1.7808
274.0,1.4184,1.7864
275.0,1.4272,1.792
276.0,1.4361,1.7976
277.0,1.4449,1.8031
278.0,1.4537,1.8085
279.0,1.4625,1.814
280.0,1.4713,1.8195
281.0,1.4801,1.8249
282.0,1.4888,1.8302
283.0,1.4975,1.8356
284.0,1.5061,1.8408
285.0,1.5148,1.8462
286.0,1.5234,1.8514
287.0,1.532,1.8566
288.0,1.5406,1.8618
289.0,1.5491,1.8669
290.0,1.5577,1.8721
291.0,1.5661,1.8772
292.0,1.5746,1.8822
293.0,1.583,1.8873
294.0,1.5914,1.8923
295.0,1.5998,1.8972
296.0,1.6082,1.9022
297.0,1.6165,1.9071
298.0,1.6248,1.912
299.0,1.633,1.9168
300.0,1.6412,1.9216
301.0,1.6494,1.9264
302.0,1.6576,1.9312
303.0,1.6657,1.9359
304.0,1.6738,1.9406
305.0,1.6819,1.9453
306.0,1.6899,1.9499
307.0,1.6979,1.9546
308.0,1.7058,1.9591
309.0,1.7138,1.9637
310.0,1.7216,1.9681
311.0,1.7295,1.9727
312.0,1.7373,1.9771
313.0,1.7451,1.9815
314.0,1.7528,1.9859
315.0,1.7605,1.9903
316.0,1.7682,1.9946
317.0,1.7758,1.9989
318.0,1.7834,2.0032
319.0,1.791,2.0074
320.0,1.7985,2.0116
321.0,1.806,2.0158
322.0,1.8134,2.0199
323.0,1.8208,2.0241
324.0,1.8281,2.0281
325.0,1.8355,2.0322
326.0,1.8427,2.0362
327.0,1.85,2.0402
328.0,1.8572,2.0442
329.0,1.8643,2.0481
