# case 0113  h_peak=1.10 m  t_peak=60 min  alpha=2.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.1002,0.3165
20.0,0.3736,0.6112
30.0,0.6787,0.8238
40.0,0.9185,0.9584
50.0,1.0578,1.0285
60.0,1.1,1.0488
70.0,0.8092,0.8996
80.0,0.5953,0.7716
90.0,0.4379,0.6617
100.0,0.3222,0.5676
110.0,0.237,0.4868
120.0,0.1743,0.4175
130.0,0.1283,0.3582
140.0,0.0943,0.3071
150.0,0.0694,0.2634
160.0,0.0511,0.2261
170.0,0.0376,0.1939
180.0,0.0276,0.1661
190.0,0.0203,0.1425
200.0,0.015,0.1225
210.0,0.011,0.1049
220.0,0.0081,0.09
230.0,0.006,0.0775
240.0,0.0044,0.0663
290.0,0.0,0.0
