# case 0160  h_peak=1.50 m  t_peak=2880 min  alpha=4.0  rec_ratio=1.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0,0.0
30.0,0.0,0.0
40.0,0.0,0.0
50.0,0.0,0.0
60.0,0.0,0.0
70.0,0.0,0.0
80.0,0.0,0.0
90.0,0.0001,0.01
100.0,0.0001,0.01
110.0,0.0001,0.01
120.0,0.0002,0.0141
130.0,0.0003,0.0173
140.0,0.0004,0.02
150.0,0.0005,0.0224
160.0,0.0006,0.0245
170.0,0.0008,0.0283
180.0,0.001,0.0316
190.0,0.0012,0.0346
200.0,0.0014,0.0374
210.0,0.0017,0.0412
220.0,0.0021,0.0458
230.0,0.0024,0.049
240.0,0.0028,0.0529
250.0,0.0033,0.0574
260.0,0.0038,0.0616
270.0,0.0043,0.0656
280.0,0.005,0.0707
290.0,0.0056,0.0748
300.0,0.0064,0.08
310.0,0.0071,0.0843
320.0,0.008,0.0894
330.0,0.0089,0.0943
340.0,0.0099,0.0995
350.0,0.011,0.1049
360.0,0.0121,0.11
370.0,0.0133,0.1153
380.0,0.0146,0.1208
390.0,0.016,0.1265
400.0,0.0175,0.1323
410.0,0.019,0.1378
420.0,0.0207,0.1439
430.0,0.0224,0.1497
440.0,0.0242,0.1556
450.0,0.0261,0.1616
460.0,0.0281,0.1676
470.0,0.0302,0.1738
480.0,0.0324,0.18
490.0,0.0347,0.1863
500.0,0.0372,0.1929
510.0,0.0397,0.1992
520.0,0.0423,0.2057
530.0,0.045,0.2121
540.0,0.0478,0.2186
550.0,0.0507,0.2252
560.0,0.0538,0.2319
570.0,0.0569,0.2385
580.0,0.0602,0.2454
590.0,0.0636,0.2522
600.0,0.067,0.2588
610.0,0.0706,0.2657
620.0,0.0744,0.2728
630.0,0.0782,0.2796
640.0,0.0821,0.2865
650.0,0.0862,0.2936
660.0,0.0903,0.3005
670.0,0.0946,0.3076
680.0,0.099,0.3146
690.0,0.1035,0.3217
700.0,0.1081,0.3288
710.0,0.1128,0.3359
720.0,0.1177,0.3431
730.0,0.1226,0.3501
740.0,0.1277,0.3574
750.0,0.1329,0.3646
760.0,0.1382,0.3718
770.0,0.1436,0.3789
780.0,0.1491,0.3861
790.0,0.1548,0.3934
800.0,0.1605,0.4006
810.0,0.1664,0.4079
820.0,0.1723,0.4151
