# case 0057  h_peak=0.30 m  t_peak=60 min  alpha=1.5  rec_ratio=4.0
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0028,0.0794
2.0,0.0078,0.1325
3.0,0.0139,0.1768
4.0,0.0209,0.2169
5.0,0.0285,0.2532
6.0,0.0366,0.287
7.0,0.045,0.3182
8.0,0.0536,0.3473
9.0,0.0624,0.3747
10.0,0.0712,0.4002
11.0,0.0802,0.4248
12.0,0.0891,0.4477
13.0,0.098,0.4696
14.0,0.1068,0.4902
15.0,0.1155,0.5098
16.0,0.1241,0.5284
17.0,0.1326,0.5462
18.0,0.1409,0.563
19.0,0.149,0.579
20.0,0.1569,0.5942
21.0,0.1647,0.6087
22.0,0.1722,0.6225
23.0,0.1796,0.6357
24.0,0.1867,0.6481
25.0,0.1936,0.66
26.0,0.2002,0.6712
27.0,0.2066,0.6818
28.0,0.2128,0.692
29.0,0.2188,0.7016
30.0,0.2245,0.7107
31.0,0.23,0.7194
32.0,0.2353,0.7276
33.0,0.2403,0.7353
34.0,0.2451,0.7426
35.0,0.2497,0.7495
36.0,0.2541,0.7561
37.0,0.2582,0.7622
38.0,0.2621,0.7679
39.0,0.2658,0.7733
40.0,0.2692,0.7783
41.0,0.2725,0.783
42.0,0.2756,0.7875
43.0,0.2784,0.7915
44.0,0.2811,0.7953
45.0,0.2835,0.7987
46.0,0.2858,0.8019
47.0,0.2879,0.8048
48.0,0.2898,0.8075
49.0,0.2915,0.8099
50.0,0.293,0.8119
51.0,0.2944,0.8139
52.0,0.2956,0.8155
53.0,0.2967,0.8171
54.0,0.2976,0.8183
55.0,0.2983,0.8193
56.0,0.299,0.8202
57.0,0.2994,0.8208
58.0,0.2997,0.8212
59.0,0.2999,0.8214
60.0,0.3,0.8216
61.0,0.2943,0.8137
62.0,0.2887,0.806
63.0,0.2832,0.7982
64.0,0.2778,0.7906
65.0,0.2726,0.7832
66.0,0.2674,0.7757
67.0,0.2623,0.7682
68.0,0.2573,0.7609
69.0,0.2524,0.7536
70.0,0.2476,0.7464
71.0,0.2429,0.7393
72.0,0.2383,0.7322
73.0,0.2338,0.7253
74.0,0.2293,0.7183
75.0,0.225,0.7115
76.0,0.2207,0.7047
77.0,0.2165,0.6979
78.0,0.2124,0.6913
79.0,0.2083,0.6846
80.0,0.2044,0.6782
81.0,0.2005,0.6717
82.0,0.1967,0.6653
83.0,0.193,0.659
84.0,0.1893,0.6526
85.0,0.1857,0.6464
86.0,0.1822,0.6403
87.0,0.1787,0.6341
88.0,0.1753,0.628
89.0,0.172,0.6221
90.0,0.1687,0.6161
91.0,0.1655,0.6102
92.0,0.1624,0.6045
93.0,0.1593,0.5987
94.0,0.1562,0.5928
95.0,0.1533,0.5873
96.0,0.1504,0.5817
97.0,0.1475,0.5761
98.0,0.1447,0.5706
99.0,0.1419,0.565
100.0,0.1392,0.5596
101.0,0.1366,0.5544
102.0,0.134,0.5491
103.0,0.1315,0.5439
104.0,0.129,0.5387
105.0,0.1265,0.5335
106.0,0.1241,0.5284
107.0,0.1217,0.5233
108.0,0.1194,0.5183
109.0,0.1172,0.5135
110.0,0.1149,0.5085
111.0,0.1128,0.5038
112.0,0.1106,0.4988
113.0,0.1085,0.4941
114.0,0.1064,0.4893
115.0,0.1044,0.4847
116.0,0.1024,0.48
117.0,0.1005,0.4755
118.0,0.0986,0.471
119.0,0.0967,0.4664
120.0,0.0949,0.4621
121.0,0.0931,0.4577
122.0,0.0913,0.4532
123.0,0.0896,0.449
124.0,0.0879,0.4447
125.0,0.0862,0.4404
126.0,0.0846,0.4363
127.0,0.0829,0.4319
128.0,0.0814,0.428
129.0,0.0798,0.4237
130.0,0.0783,0.4197
131.0,0.0768,0.4157
132.0,0.0754,0.4119
133.0,0.0739,0.4078
134.0,0.0725,0.4039
135.0,0.0711,0.4
136.0,0.0698,0.3963
137.0,0.0685,0.3926
138.0,0.0672,0.3888
139.0,0.0659,0.3851
140.0,0.0646,0.3812
141.0,0.0634,0.3777
142.0,0.0622,0.3741
143.0,0.061,0.3705
144.0,0.0599,0.3671
145.0,0.0587,0.3634
146.0,0.0576,0.36
147.0,0.0565,0.3565
148.0,0.0554,0.3531
149.0,0.0544,0.3499
150.0,0.0533,0.3463
151.0,0.0523,0.343
152.0,0.0513,0.3397
153.0,0.0504,0.3367
154.0,0.0494,0.3334
155.0,0.0485,0.3303
156.0,0.0475,0.3269
157.0,0.0466,0.3238
158.0,0.0458,0.321
159.0,0.0449,0.3178
160.0,0.044,0.3146
161.0,0.0432,0.3118
162.0,0.0424,0.3089
163.0,0.0416,0.3059
164.0,0.0408,0.303
165.0,0.04,0.3
166.0,0.0392,0.297
167.0,0.0385,0.2943
168.0,0.0378,0.2916
169.0,0.037,0.2885
170.0,0.0363,0.2858
171.0,0.0357,0.2834
172.0,0.035,0.2806
173.0,0.0343,0.2778
174.0,0.0337,0.2754
175.0,0.033,0.2725
176.0,0.0324,0.27
177.0,0.0318,0.2675
178.0,0.0312,0.265
179.0,0.0306,0.2624
180.0,0.03,0.2598
181.0,0.0294,0.2572
182.0,0.0289,0.255
183.0,0.0283,0.2523
184.0,0.0278,0.2501
185.0,0.0273,0.2478
186.0,0.0267,0.2451
187.0,0.0262,0.2428
188.0,0.0257,0.2405
189.0,0.0252,0.2381
190.0,0.0248,0.2362
191.0,0.0243,0.2338
192.0,0.0238,0.2314
193.0,0.0234,0.2295
194.0,0.0229,0.227
195.0,0.0225,0.225
196.0,0.0221,0.223
197.0,0.0216,0.2205
198.0,0.0212,0.2184
199.0,0.0208,0.2163
200.0,0.0204,0.2142
201.0,0.0201,0.2127
202.0,0.0197,0.2105
203.0,0.0193,0.2084
204.0,0.0189,0.2062
205.0,0.0186,0.2046
206.0,0.0182,0.2024
207.0,0.0179,0.2007
208.0,0.0175,0.1984
209.0,0.0172,0.1967
210.0,0.0169,0.195
211.0,0.0165,0.1927
212.0,0.0162,0.1909
213.0,0.0159,0.1891
214.0,0.0156,0.1873
215.0,0.0153,0.1855
216.0,0.015,0.1837
217.0,0.0147,0.1819
218.0,0.0145,0.1806
219.0,0.0142,0.1787
220.0,0.0139,0.1768
221.0,0.0137,0.1756
222.0,0.0134,0.1736
223.0,0.0131,0.1717
224.0,0.0129,0.1704
225.0,0.0127,0.169
226.0,0.0124,0.167
227.0,0.0122,0.1657
228.0,0.0119,0.1636
229.0,0.0117,0.1622
230.0,0.0115,0.1609
231.0,0.0113,0.1595
232.0,0.0111,0.158
233.0,0.0109,0.1566
234.0,0.0106,0.1544
235.0,0.0104,0.153
236.0,0.0102,0.1515
237.0,0.01,0.15
238.0,0.0099,0.1492
239.0,0.0097,0.1477
240.0,0.0095,0.1462
241.0,0.0093,0.1447
242.0,0.0091,0.1431
243.0,0.009,0.1423
244.0,0.0088,0.1407
245.0,0.0086,0.1391
246.0,0.0085,0.1383
247.0,0.0083,0.1367
248.0,0.0081,0.135
249.0,0.008,0.1342
250.0,0.0078,0.1325
251.0,0.0077,0.1316
252.0,0.0075,0.1299
253.0,0.0074,0.129
254.0,0.0073,0.1282
255.0,0.0071,0.1264
256.0,0.007,0.1255
257.0,0.0068,0.1237
258.0,0.0067,0.1228
259.0,0.0066,0.1219
260.0,0.0065,0.1209
261.0,0.0063,0.1191
262.0,0.0062,0.1181
263.0,0.0061,0.1172
264.0,0.006,0.1162
265.0,0.0059,0.1152
266.0,0.0058,0.1142
267.0,0.0057,0.1132
268.0,0.0055,0.1112
269.0,0.0054,0.1102
270.0,0.0053,0.1092
271.0,0.0052,0.1082
272.0,0.0051,0.1071
273.0,0.005,0.1061
274.0,0.0049,0.105
275.0,0.0048,0.1039
276.0,0.0048,0.1039
277.0,0.0047,0.1028
278.0,0.0046,0.1017
279.0,0.0045,0.1006
280.0,0.0044,0.0995
281.0,0.0043,0.0984
282.0,0.0042,0.0972
283.0,0.0042,0.0972
284.0,0.0041,0.096
285.0,0.004,0.0949
286.0,0.0039,0.0937
287.0,0.0038,0.0925
288.0,0.0038,0.0925
289.0,0.0037,0.0912
290.0,0.0036,0.09
291.0,0.0036,0.09
292.0,0.0035,0.0887
293.0,0.0034,0.0875
294.0,0.0034,0.0875
295.0,0.0033,0.0862
296.0,0.0032,0.0849
297.0,0.0032,0.0849
298.0,0.0031,0.0835
299.0,0.0031,0.0835
300.0,0.003,0.0822
301.0,0.0029,0.0808
302.0,0.0029,0.0808
303.0,0.0028,0.0794
308.0,0.0,0.0
