# case 0110  h_peak=0.60 m  t_peak=60 min  alpha=1.5  rec_ratio=2.5
# time (min), depth (m), velocity (m/s)
0.0,0.0,0.0
1.0,0.0056,0.1122
2.0,0.0156,0.1873
3.0,0.0279,0.2505
4.0,0.0419,0.307
5.0,0.0571,0.3584
6.0,0.0732,0.4058
7.0,0.09,0.45
8.0,0.1072,0.4911
9.0,0.1247,0.5297
10.0,0.1425,0.5662
11.0,0.1603,0.6006
12.0,0.1782,0.6332
13.0,0.1959,0.6639
14.0,0.2136,0.6933
15.0,0.231,0.7209
16.0,0.2482,0.7473
17.0,0.2651,0.7723
18.0,0.2817,0.7961
19.0,0.298,0.8188
20.0,0.3139,0.8404
21.0,0.3294,0.8609
22.0,0.3445,0.8804
23.0,0.3591,0.8989
24.0,0.3733,0.9165
25.0,0.3871,0.9333
26.0,0.4004,0.9492
27.0,0.4133,0.9643
28.0,0.4257,0.9787
29.0,0.4376,0.9923
30.0,0.4491,1.0052
31.0,0.4601,1.0175
32.0,0.4706,1.029
33.0,0.4807,1.04
34.0,0.4903,1.0503
35.0,0.4994,1.06
36.0,0.5081,1.0692
37.0,0.5164,1.0779
38.0,0.5242,1.086
39.0,0.5315,1.0936
40.0,0.5385,1.1007
41.0,0.545,1.1074
42.0,0.5511,1.1135
43.0,0.5568,1.1193
44.0,0.5621,1.1246
45.0,0.567,1.1295
46.0,0.5716,1.1341
47.0,0.5757,1.1381
48.0,0.5795,1.1419
49.0,0.583,1.1453
50.0,0.5861,1.1484
51.0,0.5888,1.151
52.0,0.5913,1.1534
53.0,0.5934,1.1555
54.0,0.5952,1.1572
55.0,0.5967,1.1587
56.0,0.5979,1.1599
57.0,0.5988,1.1607
58.0,0.5995,1.1614
59.0,0.5999,1.1618
60.0,0.6,1.1619
61.0,0.5819,1.1442
62.0,0.5643,1.1268
63.0,0.5472,1.1096
64.0,0.5307,1.0927
65.0,0.5146,1.076
66.0,0.4991,1.0597
67.0,0.484,1.0436
68.0,0.4693,1.0276
69.0,0.4551,1.0119
70.0,0.4414,0.9966
71.0,0.428,0.9813
72.0,0.4151,0.9664
73.0,0.4025,0.9516
74.0,0.3904,0.9372
75.0,0.3786,0.923
76.0,0.3671,0.9088
77.0,0.356,0.895
78.0,0.3453,0.8814
79.0,0.3348,0.8679
80.0,0.3247,0.8547
81.0,0.3149,0.8417
82.0,0.3054,0.8289
83.0,0.2961,0.8162
84.0,0.2872,0.8039
85.0,0.2785,0.7916
86.0,0.2701,0.7796
87.0,0.2619,0.7676
88.0,0.254,0.756
89.0,0.2463,0.7444
90.0,0.2389,0.7332
91.0,0.2316,0.7219
92.0,0.2246,0.7109
93.0,0.2178,0.7
94.0,0.2113,0.6895
95.0,0.2049,0.679
96.0,0.1987,0.6686
97.0,0.1927,0.6585
98.0,0.1868,0.6483
99.0,0.1812,0.6385
100.0,0.1757,0.6287
101.0,0.1704,0.6192
102.0,0.1653,0.6099
103.0,0.1603,0.6006
104.0,0.1554,0.5913
105.0,0.1507,0.5823
106.0,0.1462,0.5735
107.0,0.1417,0.5646
108.0,0.1375,0.5562
109.0,0.1333,0.5477
110.0,0.1293,0.5394
111.0,0.1254,0.5312
112.0,0.1216,0.5231
113.0,0.1179,0.515
114.0,0.1143,0.5071
115.0,0.1109,0.4995
116.0,0.1075,0.4918
117.0,0.1043,0.4844
118.0,0.1011,0.4769
119.0,0.0981,0.4698
120.0,0.0951,0.4626
121.0,0.0922,0.4555
122.0,0.0894,0.4485
123.0,0.0867,0.4417
124.0,0.0841,0.435
125.0,0.0816,0.4285
126.0,0.0791,0.4219
127.0,0.0767,0.4154
128.0,0.0744,0.4091
129.0,0.0721,0.4028
130.0,0.07,0.3969
131.0,0.0678,0.3906
132.0,0.0658,0.3848
133.0,0.0638,0.3789
134.0,0.0619,0.3732
135.0,0.06,0.3674
136.0,0.0582,0.3619
137.0,0.0564,0.3562
138.0,0.0547,0.3508
139.0,0.0531,0.3457
140.0,0.0515,0.3404
141.0,0.0499,0.3351
142.0,0.0484,0.33
143.0,0.0469,0.3248
144.0,0.0455,0.32
145.0,0.0441,0.315
146.0,0.0428,0.3103
147.0,0.0415,0.3056
148.0,0.0403,0.3011
149.0,0.039,0.2962
150.0,0.0379,0.292
151.0,0.0367,0.2874
152.0,0.0356,0.283
153.0,0.0345,0.2786
154.0,0.0335,0.2745
155.0,0.0325,0.2704
156.0,0.0315,0.2662
157.0,0.0305,0.262
158.0,0.0296,0.2581
159.0,0.0287,0.2541
160.0,0.0278,0.2501
161.0,0.027,0.2465
162.0,0.0262,0.2428
163.0,0.0254,0.2391
164.0,0.0246,0.2353
165.0,0.0239,0.2319
166.0,0.0232,0.2285
167.0,0.0225,0.225
168.0,0.0218,0.2215
169.0,0.0211,0.2179
170.0,0.0205,0.2148
171.0,0.0199,0.2116
172.0,0.0193,0.2084
173.0,0.0187,0.2051
174.0,0.0181,0.2018
175.0,0.0176,0.199
176.0,0.017,0.1956
177.0,0.0165,0.1927
178.0,0.016,0.1897
179.0,0.0155,0.1867
180.0,0.0151,0.1843
181.0,0.0146,0.1812
182.0,0.0142,0.1787
183.0,0.0137,0.1756
184.0,0.0133,0.173
185.0,0.0129,0.1704
