# Synthetic flood velocity hydrograph — case 055
# type=flash  V_peak=1.110 m/s  lead_ratio=0.092  alpha_v=1.316  recession_ratio_v=1.572
# time (min), velocity (m/s)
0.0,0.0
5.0,0.1438
10.0,0.3202
15.0,0.4883
20.0,0.6378
25.0,0.7653
30.0,0.8702
35.0,0.9534
40.0,1.0167
45.0,1.0619
50.0,1.0911
55.0,1.1065
60.0,1.0573
65.0,0.8249
70.0,0.6436
75.0,0.5022
80.0,0.3918
85.0,0.3057
90.0,0.2385
95.0,0.1861
100.0,0.1452
105.0,0.1133
110.0,0.0884
115.0,0.069
120.0,0.0538
125.0,0.042
130.0,0.0328
135.0,0.0256
140.0,0.0199
145.0,0.0156
150.0,0.0121
155.0,0.0095
160.0,0.0074
165.0,0.0058
170.0,0.0045
175.0,0.0035
180.0,0.0027
185.0,0.0021
190.0,0.0017
195.0,0.0013
220.0,0.0004
