# Synthetic flood velocity hydrograph — case 091
# type=prolonged  V_peak=0.991 m/s  lead_ratio=0.158  alpha_v=2.154  recession_ratio_v=4.733
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0005
120.0,0.0023
180.0,0.0054
240.0,0.0098
300.0,0.0155
360.0,0.0225
420.0,0.0306
480.0,0.0398
540.0,0.05
600.0,0.0612
660.0,0.0734
720.0,0.0864
780.0,0.1002
840.0,0.1147
900.0,0.1298
960.0,0.1456
1020.0,0.1619
1080.0,0.1787
1140.0,0.196
1200.0,0.2136
1260.0,0.2315
1320.0,0.2498
1380.0,0.2683
1440.0,0.287
1500.0,0.3058
1560.0,0.3247
1620.0,0.3438
1680.0,0.3628
1740.0,0.3819
1800.0,0.4009
1860.0,0.4199
1920.0,0.4388
1980.0,0.4576
2040.0,0.4762
2100.0,0.4947
2160.0,0.513
2220.0,0.5311
2280.0,0.549
2340.0,0.5666
2400.0,0.5839
2460.0,0.601
2520.0,0.6178
2580.0,0.6343
2640.0,0.6504
2700.0,0.6663
2760.0,0.6818
2820.0,0.6969
2880.0,0.7117
2940.0,0.7261
3000.0,0.7401
3060.0,0.7538
3120.0,0.7671
3180.0,0.78
3240.0,0.7925
3300.0,0.8046
3360.0,0.8163
3420.0,0.8276
3480.0,0.8385
3540.0,0.849
3600.0,0.8591
3660.0,0.8688
3720.0,0.8781
3780.0,0.8871
3840.0,0.8956
3900.0,0.9037
3960.0,0.9114
4020.0,0.9188
4080.0,0.9257
4140.0,0.9323
4200.0,0.9385
4260.0,0.9444
4320.0,0.9498
4380.0,0.9549
4440.0,0.9596
4500.0,0.964
4560.0,0.968
4620.0,0.9717
4680.0,0.9751
4740.0,0.9781
4800.0,0.9807
4860.0,0.9831
4920.0,0.9851
4980.0,0.9868
5040.0,0.9883
5100.0,0.9894
5160.0,0.9902
5220.0,0.9907
5280.0,0.991
5340.0,0.9846
5400.0,0.9738
5460.0,0.9632
5520.0,0.9526
5580.0,0.9422
5640.0,0.9319
5700.0,0.9217
5760.0,0.9116
5820.0,0.9016
5880.0,0.8917
5940.0,0.882
6000.0,0.8723
6060.0,0.8628
6120.0,0.8533
6180.0,0.844
6240.0,0.8348
6300.0,0.8256
6360.0,0.8166
6420.0,0.8076
6480.0,0.7988
6540.0,0.7901
6600.0,0.7814
6660.0,0.7729
6720.0,0.7644
6780.0,0.756
6840.0,0.7478
6900.0,0.7396
6960.0,0.7315
7020.0,0.7235
7080.0,0.7156
7140.0,0.7077
7200.0,0.7
7260.0,0.6923
7320.0,0.6847
7380.0,0.6772
7440.0,0.6698
7500.0,0.6625
7560.0,0.6553
7620.0,0.6481
7680.0,0.641
7740.0,0.634
7800.0,0.627
7860.0,0.6202
7920.0,0.6134
7980.0,0.6067
8040.0,0.6
8100.0,0.5935
8160.0,0.587
8220.0,0.5805
8280.0,0.5742
8340.0,0.5679
8400.0,0.5617
8460.0,0.5555
8520.0,0.5495
8580.0,0.5434
8640.0,0.5375
8700.0,0.5316
8760.0,0.5258
8820.0,0.52
8880.0,0.5143
8940.0,0.5087
9000.0,0.5032
9060.0,0.4976
9120.0,0.4922
9180.0,0.4868
9240.0,0.4815
9300.0,0.4762
9360.0,0.471
9420.0,0.4658
9480.0,0.4607
9540.0,0.4557
9600.0,0.4507
9660.0,0.4458
9720.0,0.4409
9780.0,0.4361
9840.0,0.4313
9900.0,0.4266
9960.0,0.4219
10020.0,0.4173
10080.0,0.4127
10140.0,0.4082
10200.0,0.4037
10260.0,0.3993
10320.0,0.395
10380.0,0.3906
10440.0,0.3864
10500.0,0.3821
10560.0,0.3779
10620.0,0.3738
10680.0,0.3697
10740.0,0.3657
10800.0,0.3617
10860.0,0.3577
10920.0,0.3538
10980.0,0.3499
11040.0,0.3461
11100.0,0.3423
11160.0,0.3386
11220.0,0.3349
11280.0,0.3312
11340.0,0.3276
11400.0,0.324
11460.0,0.3204
11520.0,0.3169
11580.0,0.3135
11640.0,0.31
11700.0,0.3066
11760.0,0.3033
11820.0,0.3
11880.0,0.2967
11940.0,0.2934
12000.0,0.2902
12060.0,0.287
12120.0,0.2839
12180.0,0.2808
12240.0,0.2777
12300.0,0.2747
12360.0,0.2717
12420.0,0.2687
12480.0,0.2658
12540.0,0.2628
12600.0,0.26
12660.0,0.2571
12720.0,0.2543
12780.0,0.2515
12840.0,0.2488
12900.0,0.246
12960.0,0.2434
13020.0,0.2407
13080.0,0.2381
13140.0,0.2355
13200.0,0.2329
13260.0,0.2303
13320.0,0.2278
13380.0,0.2253
13440.0,0.2228
13500.0,0.2204
13560.0,0.218
13620.0,0.2156
13680.0,0.2132
13740.0,0.2109
13800.0,0.2086
13860.0,0.2063
13920.0,0.2041
13980.0,0.2018
14040.0,0.1996
14100.0,0.1974
14160.0,0.1953
14220.0,0.1931
14280.0,0.191
14340.0,0.1889
14400.0,0.1869
14460.0,0.1848
14520.0,0.1828
14580.0,0.1808
14640.0,0.1788
14700.0,0.1769
14760.0,0.1749
14820.0,0.173
14880.0,0.1711
14940.0,0.1692
15000.0,0.1674
15060.0,0.1656
15120.0,0.1637
15180.0,0.162
15240.0,0.1602
15300.0,0.1584
15360.0,0.1567
15420.0,0.155
15480.0,0.1533
15540.0,0.1516
15600.0,0.1499
15660.0,0.1483
15720.0,0.1467
15780.0,0.1451
15840.0,0.1435
15900.0,0.1419
15960.0,0.1404
16020.0,0.1388
16080.0,0.1373
16140.0,0.1358
16200.0,0.1343
16260.0,0.1329
16320.0,0.1314
16380.0,0.13
16440.0,0.1285
16500.0,0.1271
16560.0,0.1257
16620.0,0.1244
16680.0,0.123
16740.0,0.1217
16800.0,0.1203
16860.0,0.119
16920.0,0.1177
16980.0,0.1164
17040.0,0.1151
17100.0,0.1139
17160.0,0.1126
17220.0,0.1114
17280.0,0.1102
17340.0,0.109
17400.0,0.1078
17460.0,0.1066
17520.0,0.1054
17580.0,0.1043
17640.0,0.1031
17700.0,0.102
17760.0,0.1009
17820.0,0.0998
17880.0,0.0987
17940.0,0.0976
18000.0,0.0966
18060.0,0.0955
18120.0,0.0944
18180.0,0.0934
18240.0,0.0924
18300.0,0.0914
18360.0,0.0904
18420.0,0.0894
18480.0,0.0884
18540.0,0.0874
18600.0,0.0865
18660.0,0.0855
18720.0,0.0846
18780.0,0.0837
18840.0,0.0828
18900.0,0.0819
18960.0,0.081
19020.0,0.0801
19080.0,0.0792
19140.0,0.0783
19200.0,0.0775
19260.0,0.0766
19320.0,0.0758
19380.0,0.075
19440.0,0.0741
19500.0,0.0733
19560.0,0.0725
19620.0,0.0717
19680.0,0.0709
19740.0,0.0702
19800.0,0.0694
19860.0,0.0686
19920.0,0.0679
19980.0,0.0671
20040.0,0.0664
20100.0,0.0657
20160.0,0.065
20220.0,0.0643
20280.0,0.0636
20340.0,0.0629
20400.0,0.0622
20460.0,0.0615
20520.0,0.0608
20580.0,0.0601
20640.0,0.0595
20700.0,0.0588
20760.0,0.0582
20820.0,0.0576
20880.0,0.0569
20940.0,0.0563
21000.0,0.0557
21060.0,0.0551
21120.0,0.0545
21180.0,0.0539
21240.0,0.0533
21300.0,0.0527
21360.0,0.0521
21420.0,0.0516
21480.0,0.051
21540.0,0.0504
21600.0,0.0499
21660.0,0.0493
21720.0,0.0488
21780.0,0.0483
21840.0,0.0477
21900.0,0.0472
21960.0,0.0467
22020.0,0.0462
22080.0,0.0457
22140.0,0.0452
22200.0,0.0447
22260.0,0.0442
22320.0,0.0437
22380.0,0.0432
22440.0,0.0428
22500.0,0.0423
22560.0,0.0418
22620.0,0.0414
22680.0,0.0409
22740.0,0.0405
22800.0,0.04
22860.0,0.0396
22920.0,0.0392
22980.0,0.0387
23040.0,0.0383
23100.0,0.0379
23160.0,0.0375
23220.0,0.0371
23280.0,0.0367
23340.0,0.0363
23400.0,0.0359
23460.0,0.0355
23520.0,0.0351
23580.0,0.0347
23640.0,0.0343
23700.0,0.0339
23760.0,0.0336
23820.0,0.0332
23880.0,0.0328
23940.0,0.0325
24000.0,0.0321
24060.0,0.0318
24120.0,0.0314
24180.0,0.0311
24240.0,0.0307
24300.0,0.0304
24360.0,0.0301
24420.0,0.0297
24480.0,0.0294
24540.0,0.0291
24600.0,0.0288
24660.0,0.0285
24720.0,0.0281
24780.0,0.0278
24840.0,0.0275
24900.0,0.0272
