# Synthetic flood velocity hydrograph — case 032
# type=short  V_peak=2.302 m/s  lead_ratio=0.176  alpha_v=1.257  recession_ratio_v=3.678
# time (min), velocity (m/s)
0.0,0.0
15.0,0.209
30.0,0.4645
45.0,0.7191
60.0,0.96
75.0,1.1818
90.0,1.382
105.0,1.56
120.0,1.7158
135.0,1.8502
150.0,1.9642
165.0,2.059
180.0,2.1361
195.0,2.1967
210.0,2.2422
225.0,2.274
240.0,2.2934
255.0,2.3015
270.0,2.1889
285.0,2.0361
300.0,1.894
315.0,1.7618
330.0,1.6388
345.0,1.5244
360.0,1.418
375.0,1.319
390.0,1.227
405.0,1.1413
420.0,1.0617
435.0,0.9876
450.0,0.9186
465.0,0.8545
480.0,0.7949
495.0,0.7394
510.0,0.6878
525.0,0.6398
540.0,0.5951
555.0,0.5536
570.0,0.5149
585.0,0.479
600.0,0.4455
615.0,0.4144
630.0,0.3855
645.0,0.3586
660.0,0.3336
675.0,0.3103
690.0,0.2886
705.0,0.2685
720.0,0.2497
735.0,0.2323
750.0,0.2161
765.0,0.201
780.0,0.187
795.0,0.1739
810.0,0.1618
825.0,0.1505
840.0,0.14
855.0,0.1302
870.0,0.1211
885.0,0.1127
900.0,0.1048
915.0,0.0975
930.0,0.0907
945.0,0.0844
960.0,0.0785
975.0,0.073
990.0,0.0679
1005.0,0.0632
1020.0,0.0587
1035.0,0.0546
1050.0,0.0508
1065.0,0.0473
1080.0,0.044
1095.0,0.0409
1110.0,0.0381
1125.0,0.0354
1140.0,0.0329
1155.0,0.0306
1170.0,0.0285
1185.0,0.0265
1200.0,0.0247
1215.0,0.0229
1230.0,0.0213
1245.0,0.0198
1260.0,0.0185
1275.0,0.0172
1290.0,0.016
1305.0,0.0149
1320.0,0.0138
1335.0,0.0129
1350.0,0.012
1365.0,0.0111
1380.0,0.0103
1395.0,0.0096
1410.0,0.009
1425.0,0.0083
1500.0,0.0058
