# Synthetic flood velocity hydrograph — case 008
# type=short  V_peak=1.225 m/s  lead_ratio=0.012  alpha_v=3.219  recession_ratio_v=3.959
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0035
30.0,0.0262
45.0,0.079
60.0,0.1626
75.0,0.2721
90.0,0.3992
105.0,0.5349
120.0,0.6707
135.0,0.7993
150.0,0.9153
165.0,1.0148
180.0,1.0955
195.0,1.1563
210.0,1.1974
225.0,1.2197
240.0,1.2078
255.0,1.1221
270.0,1.0425
285.0,0.9686
300.0,0.8999
315.0,0.836
330.0,0.7767
345.0,0.7216
360.0,0.6704
375.0,0.6229
390.0,0.5787
405.0,0.5376
420.0,0.4995
435.0,0.464
450.0,0.4311
465.0,0.4005
480.0,0.3721
495.0,0.3457
510.0,0.3212
525.0,0.2984
540.0,0.2772
555.0,0.2576
570.0,0.2393
585.0,0.2223
600.0,0.2066
615.0,0.1919
630.0,0.1783
645.0,0.1656
660.0,0.1539
675.0,0.143
690.0,0.1328
705.0,0.1234
720.0,0.1146
735.0,0.1065
750.0,0.099
765.0,0.0919
780.0,0.0854
795.0,0.0794
810.0,0.0737
825.0,0.0685
840.0,0.0636
855.0,0.0591
870.0,0.0549
885.0,0.051
900.0,0.0474
915.0,0.044
930.0,0.0409
945.0,0.038
960.0,0.0353
975.0,0.0328
990.0,0.0305
1005.0,0.0283
1020.0,0.0263
1035.0,0.0244
1050.0,0.0227
1065.0,0.0211
1080.0,0.0196
1095.0,0.0182
1110.0,0.0169
1125.0,0.0157
1200.0,0.0109
