# Synthetic flood velocity hydrograph — case 022
# type=flash  V_peak=0.619 m/s  lead_ratio=0.187  alpha_v=1.670  recession_ratio_v=1.842
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0282
10.0,0.0809
15.0,0.1437
20.0,0.2096
25.0,0.2746
30.0,0.336
35.0,0.3922
40.0,0.4423
45.0,0.4859
50.0,0.5228
55.0,0.5532
60.0,0.5773
65.0,0.5954
70.0,0.6081
75.0,0.6157
80.0,0.6189
85.0,0.5524
90.0,0.4737
95.0,0.4062
100.0,0.3483
105.0,0.2987
110.0,0.2561
115.0,0.2196
120.0,0.1883
125.0,0.1615
130.0,0.1385
135.0,0.1187
140.0,0.1018
145.0,0.0873
150.0,0.0748
155.0,0.0642
160.0,0.055
165.0,0.0472
170.0,0.0405
175.0,0.0347
180.0,0.0298
185.0,0.0255
190.0,0.0219
195.0,0.0188
200.0,0.0161
205.0,0.0138
210.0,0.0118
215.0,0.0101
220.0,0.0087
225.0,0.0075
230.0,0.0064
235.0,0.0055
240.0,0.0047
245.0,0.004
250.0,0.0035
255.0,0.003
260.0,0.0025
265.0,0.0022
270.0,0.0019
275.0,0.0016
280.0,0.0014
285.0,0.0012
290.0,0.001
295.0,0.0009
320.0,0.0004
