# Synthetic flood velocity hydrograph — case 074
# type=prolonged  V_peak=1.289 m/s  lead_ratio=0.030  alpha_v=2.495  recession_ratio_v=3.320
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0002
120.0,0.0012
180.0,0.0032
240.0,0.0064
300.0,0.0108
360.0,0.0165
420.0,0.0236
480.0,0.032
540.0,0.0417
600.0,0.0527
660.0,0.065
720.0,0.0785
780.0,0.0931
840.0,0.1088
900.0,0.1256
960.0,0.1434
1020.0,0.1622
1080.0,0.1818
1140.0,0.2021
1200.0,0.2233
1260.0,0.2451
1320.0,0.2675
1380.0,0.2904
1440.0,0.3139
1500.0,0.3377
1560.0,0.3619
1620.0,0.3865
1680.0,0.4113
1740.0,0.4362
1800.0,0.4614
1860.0,0.4866
1920.0,0.5119
1980.0,0.5371
2040.0,0.5624
2100.0,0.5875
2160.0,0.6125
2220.0,0.6374
2280.0,0.6621
2340.0,0.6865
2400.0,0.7106
2460.0,0.7345
2520.0,0.758
2580.0,0.7812
2640.0,0.804
2700.0,0.8264
2760.0,0.8484
2820.0,0.87
2880.0,0.8911
2940.0,0.9117
3000.0,0.9318
3060.0,0.9514
3120.0,0.9705
3180.0,0.9891
3240.0,1.0071
3300.0,1.0246
3360.0,1.0415
3420.0,1.0578
3480.0,1.0736
3540.0,1.0888
3600.0,1.1035
3660.0,1.1175
3720.0,1.131
3780.0,1.1439
3840.0,1.1562
3900.0,1.168
3960.0,1.1791
4020.0,1.1897
4080.0,1.1997
4140.0,1.2092
4200.0,1.2181
4260.0,1.2264
4320.0,1.2342
4380.0,1.2414
4440.0,1.2481
4500.0,1.2542
4560.0,1.2598
4620.0,1.2649
4680.0,1.2695
4740.0,1.2736
4800.0,1.2771
4860.0,1.2802
4920.0,1.2828
4980.0,1.285
5040.0,1.2866
5100.0,1.2879
5160.0,1.2886
5220.0,1.289
5280.0,1.2747
5340.0,1.2546
5400.0,1.2349
5460.0,1.2154
5520.0,1.1962
5580.0,1.1774
5640.0,1.1588
5700.0,1.1406
5760.0,1.1226
5820.0,1.1049
5880.0,1.0875
5940.0,1.0703
6000.0,1.0535
6060.0,1.0369
6120.0,1.0205
6180.0,1.0044
6240.0,0.9886
6300.0,0.973
6360.0,0.9577
6420.0,0.9426
6480.0,0.9277
6540.0,0.9131
6600.0,0.8987
6660.0,0.8845
6720.0,0.8706
6780.0,0.8569
6840.0,0.8434
6900.0,0.8301
6960.0,0.817
7020.0,0.8041
7080.0,0.7914
7140.0,0.7789
7200.0,0.7667
7260.0,0.7546
7320.0,0.7427
7380.0,0.731
7440.0,0.7195
7500.0,0.7081
7560.0,0.697
7620.0,0.686
7680.0,0.6752
7740.0,0.6645
7800.0,0.654
7860.0,0.6437
7920.0,0.6336
7980.0,0.6236
8040.0,0.6138
8100.0,0.6041
8160.0,0.5946
8220.0,0.5852
8280.0,0.576
8340.0,0.5669
8400.0,0.558
8460.0,0.5492
8520.0,0.5405
8580.0,0.532
8640.0,0.5236
8700.0,0.5153
8760.0,0.5072
8820.0,0.4992
8880.0,0.4914
8940.0,0.4836
9000.0,0.476
9060.0,0.4685
9120.0,0.4611
9180.0,0.4538
9240.0,0.4467
9300.0,0.4396
9360.0,0.4327
9420.0,0.4259
9480.0,0.4192
9540.0,0.4126
9600.0,0.4061
9660.0,0.3997
9720.0,0.3934
9780.0,0.3872
9840.0,0.3811
9900.0,0.375
9960.0,0.3691
10020.0,0.3633
10080.0,0.3576
10140.0,0.352
10200.0,0.3464
10260.0,0.3409
10320.0,0.3356
10380.0,0.3303
10440.0,0.3251
10500.0,0.32
10560.0,0.3149
10620.0,0.3099
10680.0,0.3051
10740.0,0.3002
10800.0,0.2955
10860.0,0.2909
10920.0,0.2863
10980.0,0.2818
11040.0,0.2773
11100.0,0.2729
11160.0,0.2686
11220.0,0.2644
11280.0,0.2602
11340.0,0.2561
11400.0,0.2521
11460.0,0.2481
11520.0,0.2442
11580.0,0.2404
11640.0,0.2366
11700.0,0.2328
11760.0,0.2292
11820.0,0.2256
11880.0,0.222
11940.0,0.2185
12000.0,0.2151
12060.0,0.2117
12120.0,0.2083
12180.0,0.2051
12240.0,0.2018
12300.0,0.1986
12360.0,0.1955
12420.0,0.1924
12480.0,0.1894
12540.0,0.1864
12600.0,0.1835
12660.0,0.1806
12720.0,0.1777
12780.0,0.1749
12840.0,0.1722
12900.0,0.1695
12960.0,0.1668
13020.0,0.1642
13080.0,0.1616
13140.0,0.159
13200.0,0.1565
13260.0,0.1541
13320.0,0.1516
13380.0,0.1492
13440.0,0.1469
13500.0,0.1446
13560.0,0.1423
13620.0,0.14
13680.0,0.1378
13740.0,0.1357
13800.0,0.1335
13860.0,0.1314
13920.0,0.1293
13980.0,0.1273
14040.0,0.1253
14100.0,0.1233
14160.0,0.1214
14220.0,0.1195
14280.0,0.1176
14340.0,0.1157
14400.0,0.1139
14460.0,0.1121
14520.0,0.1103
14580.0,0.1086
14640.0,0.1069
14700.0,0.1052
14760.0,0.1036
14820.0,0.1019
14880.0,0.1003
14940.0,0.0987
15000.0,0.0972
15060.0,0.0956
15120.0,0.0941
15180.0,0.0927
15240.0,0.0912
15300.0,0.0898
15360.0,0.0883
15420.0,0.0869
15480.0,0.0856
15540.0,0.0842
15600.0,0.0829
15660.0,0.0816
15720.0,0.0803
15780.0,0.079
15840.0,0.0778
15900.0,0.0766
15960.0,0.0754
16020.0,0.0742
16080.0,0.073
16140.0,0.0719
16200.0,0.0707
16260.0,0.0696
16320.0,0.0685
16380.0,0.0674
16440.0,0.0664
16500.0,0.0653
16560.0,0.0643
16620.0,0.0633
16680.0,0.0623
16740.0,0.0613
16800.0,0.0603
16860.0,0.0594
16920.0,0.0584
16980.0,0.0575
17040.0,0.0566
17100.0,0.0557
17160.0,0.0548
17220.0,0.054
17280.0,0.0531
17340.0,0.0523
17400.0,0.0515
17460.0,0.0507
17520.0,0.0499
17580.0,0.0491
17640.0,0.0483
17700.0,0.0475
17760.0,0.0468
17820.0,0.046
17880.0,0.0453
17940.0,0.0446
18000.0,0.0439
18060.0,0.0432
18120.0,0.0425
18180.0,0.0419
18240.0,0.0412
18300.0,0.0406
18360.0,0.0399
18420.0,0.0393
18480.0,0.0387
18540.0,0.0381
18600.0,0.0375
18660.0,0.0369
18720.0,0.0363
18780.0,0.0357
18840.0,0.0351
18900.0,0.0346
18960.0,0.0341
19020.0,0.0335
19080.0,0.033
19140.0,0.0325
19200.0,0.032
19260.0,0.0314
19320.0,0.031
19380.0,0.0305
19440.0,0.03
19500.0,0.0295
19560.0,0.029
19620.0,0.0286
19680.0,0.0281
19740.0,0.0277
19800.0,0.0273
19860.0,0.0268
19920.0,0.0264
19980.0,0.026
20040.0,0.0256
20100.0,0.0252
20160.0,0.0248
20220.0,0.0244
20280.0,0.024
20340.0,0.0236
20400.0,0.0233
20460.0,0.0229
20520.0,0.0225
20580.0,0.0222
20640.0,0.0218
20700.0,0.0215
20760.0,0.0211
20820.0,0.0208
20880.0,0.0205
20940.0,0.0202
21000.0,0.0198
21060.0,0.0195
21120.0,0.0192
21180.0,0.0189
21240.0,0.0186
21300.0,0.0183
21360.0,0.018
21420.0,0.0178
21480.0,0.0175
21540.0,0.0172
21600.0,0.0169
21660.0,0.0167
21720.0,0.0164
21780.0,0.0161
21840.0,0.0159
21900.0,0.0156
21960.0,0.0154
22020.0,0.0151
22080.0,0.0149
22140.0,0.0147
22200.0,0.0144
22260.0,0.0142
22320.0,0.014
22380.0,0.0138
22440.0,0.0135
22500.0,0.0133
22560.0,0.0131
22620.0,0.0129
22680.0,0.0127
22740.0,0.0125
22800.0,0.0123
22860.0,0.0121
22920.0,0.0119
22980.0,0.0117
23040.0,0.0116
23100.0,0.0114
23160.0,0.0112
23220.0,0.011
23280.0,0.0108
23340.0,0.0107
23400.0,0.0105
23460.0,0.0103
23520.0,0.0102
23580.0,0.01
23640.0,0.0099
23700.0,0.0097
23760.0,0.0096
23820.0,0.0094
23880.0,0.0093
23940.0,0.0091
24000.0,0.009
24060.0,0.0088
24120.0,0.0087
24180.0,0.0085
24240.0,0.0084
24300.0,0.0083
24360.0,0.0081
24420.0,0.008
24480.0,0.0079
24540.0,0.0078
24600.0,0.0076
24660.0,0.0075
24720.0,0.0074
24780.0,0.0073
24840.0,0.0072
24900.0,0.0071
24960.0,0.007
25020.0,0.0068
25080.0,0.0067
25380.0,0.0062
