# Synthetic flood velocity hydrograph — case 070
# type=flash  V_peak=0.711 m/s  lead_ratio=0.043  alpha_v=2.314  recession_ratio_v=1.412
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0479
10.0,0.1759
15.0,0.3323
20.0,0.4779
25.0,0.592
30.0,0.6673
35.0,0.7046
40.0,0.6141
45.0,0.4011
50.0,0.2619
55.0,0.1711
60.0,0.1117
65.0,0.073
70.0,0.0477
75.0,0.0311
80.0,0.0203
85.0,0.0133
90.0,0.0087
95.0,0.0057
100.0,0.0037
105.0,0.0024
110.0,0.0016
115.0,0.001
120.0,0.0007
145.0,0.0001
