# Synthetic flood velocity hydrograph — case 036
# type=short  V_peak=0.144 m/s  lead_ratio=0.036  alpha_v=3.414  recession_ratio_v=2.331
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0
30.0,0.0
45.0,0.0
60.0,0.0001
75.0,0.0002
90.0,0.0004
105.0,0.0006
120.0,0.0009
135.0,0.0013
150.0,0.0017
165.0,0.0023
180.0,0.003
195.0,0.0038
210.0,0.0047
225.0,0.0057
240.0,0.0068
255.0,0.0081
270.0,0.0095
285.0,0.0109
300.0,0.0125
315.0,0.0143
330.0,0.0161
345.0,0.018
360.0,0.02
375.0,0.0222
390.0,0.0244
405.0,0.0267
420.0,0.0291
435.0,0.0315
450.0,0.0341
465.0,0.0367
480.0,0.0393
495.0,0.042
510.0,0.0448
525.0,0.0476
540.0,0.0504
555.0,0.0532
570.0,0.0561
585.0,0.059
600.0,0.0619
615.0,0.0648
630.0,0.0677
645.0,0.0706
660.0,0.0735
675.0,0.0763
690.0,0.0792
705.0,0.082
720.0,0.0848
735.0,0.0875
750.0,0.0902
765.0,0.0929
780.0,0.0955
795.0,0.0981
810.0,0.1006
825.0,0.1031
840.0,0.1055
855.0,0.1078
870.0,0.1101
885.0,0.1123
900.0,0.1144
915.0,0.1165
930.0,0.1185
945.0,0.1204
960.0,0.1223
975.0,0.1241
990.0,0.1258
1005.0,0.1274
1020.0,0.1289
1035.0,0.1304
1050.0,0.1318
1065.0,0.1331
1080.0,0.1344
1095.0,0.1355
1110.0,0.1366
1125.0,0.1376
1140.0,0.1385
1155.0,0.1394
1170.0,0.1402
1185.0,0.1409
1200.0,0.1415
1215.0,0.1421
1230.0,0.1425
1245.0,0.1429
1260.0,0.1433
1275.0,0.1436
1290.0,0.1438
1305.0,0.1439
1320.0,0.144
1335.0,0.143
1350.0,0.1399
1365.0,0.1368
1380.0,0.1338
1395.0,0.1308
1410.0,0.1279
1425.0,0.1251
1440.0,0.1224
1455.0,0.1197
1470.0,0.117
1485.0,0.1144
1500.0,0.1119
1515.0,0.1095
1530.0,0.107
1545.0,0.1047
1560.0,0.1024
1575.0,0.1001
1590.0,0.0979
1605.0,0.0958
1620.0,0.0937
1635.0,0.0916
1650.0,0.0896
1665.0,0.0876
1680.0,0.0857
1695.0,0.0838
1710.0,0.0819
1725.0,0.0801
1740.0,0.0784
1755.0,0.0766
1770.0,0.075
1785.0,0.0733
1800.0,0.0717
1815.0,0.0701
1830.0,0.0686
1845.0,0.0671
1860.0,0.0656
1875.0,0.0641
1890.0,0.0627
1905.0,0.0613
1920.0,0.06
1935.0,0.0587
1950.0,0.0574
1965.0,0.0561
1980.0,0.0549
1995.0,0.0537
2010.0,0.0525
2025.0,0.0513
2040.0,0.0502
2055.0,0.0491
2070.0,0.048
2085.0,0.0469
2100.0,0.0459
2115.0,0.0449
2130.0,0.0439
2145.0,0.0429
2160.0,0.042
2175.0,0.0411
2190.0,0.0402
2205.0,0.0393
2220.0,0.0384
2235.0,0.0376
2250.0,0.0367
2265.0,0.0359
2280.0,0.0351
2295.0,0.0344
2310.0,0.0336
2325.0,0.0329
2340.0,0.0321
2355.0,0.0314
2370.0,0.0307
2385.0,0.0301
2400.0,0.0294
2415.0,0.0288
2430.0,0.0281
2445.0,0.0275
2460.0,0.0269
2475.0,0.0263
2490.0,0.0257
2505.0,0.0252
2520.0,0.0246
2535.0,0.0241
2550.0,0.0235
2565.0,0.023
2580.0,0.0225
2595.0,0.022
2610.0,0.0215
2625.0,0.0211
2640.0,0.0206
2655.0,0.0201
2670.0,0.0197
2685.0,0.0193
2700.0,0.0188
2715.0,0.0184
2730.0,0.018
2745.0,0.0176
2760.0,0.0172
2775.0,0.0169
2790.0,0.0165
2805.0,0.0161
2820.0,0.0158
2835.0,0.0154
2850.0,0.0151
2865.0,0.0147
2880.0,0.0144
2895.0,0.0141
2910.0,0.0138
2925.0,0.0135
2940.0,0.0132
2955.0,0.0129
2970.0,0.0126
2985.0,0.0123
3000.0,0.0121
3015.0,0.0118
3030.0,0.0115
3045.0,0.0113
3060.0,0.011
3075.0,0.0108
3090.0,0.0106
3105.0,0.0103
3120.0,0.0101
3135.0,0.0099
3150.0,0.0097
3165.0,0.0094
3180.0,0.0092
3195.0,0.009
3210.0,0.0088
3225.0,0.0086
3240.0,0.0084
3255.0,0.0083
3270.0,0.0081
3285.0,0.0079
3300.0,0.0077
3315.0,0.0076
3330.0,0.0074
3345.0,0.0072
3360.0,0.0071
3375.0,0.0069
3390.0,0.0068
3405.0,0.0066
3420.0,0.0065
3435.0,0.0063
3450.0,0.0062
3465.0,0.006
3480.0,0.0059
3495.0,0.0058
3510.0,0.0057
3525.0,0.0055
3540.0,0.0054
3555.0,0.0053
3570.0,0.0052
3585.0,0.0051
3600.0,0.0049
3615.0,0.0048
3630.0,0.0047
3645.0,0.0046
3660.0,0.0045
3675.0,0.0044
3690.0,0.0043
3705.0,0.0042
3720.0,0.0041
3735.0,0.004
3750.0,0.004
3765.0,0.0039
3780.0,0.0038
3795.0,0.0037
3810.0,0.0036
3825.0,0.0035
3840.0,0.0035
3855.0,0.0034
3870.0,0.0033
3885.0,0.0032
3900.0,0.0032
3915.0,0.0031
3930.0,0.003
3945.0,0.003
3960.0,0.0029
3975.0,0.0028
3990.0,0.0028
4005.0,0.0027
4020.0,0.0027
4035.0,0.0026
4050.0,0.0025
4065.0,0.0025
4080.0,0.0024
4095.0,0.0024
4110.0,0.0023
4125.0,0.0023
4140.0,0.0022
4155.0,0.0022
4170.0,0.0021
4185.0,0.0021
4200.0,0.002
4215.0,0.002
4230.0,0.0019
4245.0,0.0019
4260.0,0.0019
4275.0,0.0018
4290.0,0.0018
4305.0,0.0017
4320.0,0.0017
4335.0,0.0017
4350.0,0.0016
4365.0,0.0016
4380.0,0.0016
4395.0,0.0015
4410.0,0.0015
4425.0,0.0015
4440.0,0.0014
4455.0,0.0014
4470.0,0.0014
4485.0,0.0013
4500.0,0.0013
4515.0,0.0013
4530.0,0.0012
4545.0,0.0012
4560.0,0.0012
4575.0,0.0012
4590.0,0.0011
4605.0,0.0011
4620.0,0.0011
4635.0,0.0011
4650.0,0.001
4665.0,0.001
4680.0,0.001
4695.0,0.001
4710.0,0.001
4725.0,0.0009
4740.0,0.0009
4755.0,0.0009
4770.0,0.0009
4785.0,0.0009
4800.0,0.0008
4815.0,0.0008
4830.0,0.0008
4845.0,0.0008
4860.0,0.0008
4875.0,0.0007
4890.0,0.0007
4905.0,0.0007
4920.0,0.0007
4935.0,0.0007
4950.0,0.0007
4965.0,0.0007
4980.0,0.0006
4995.0,0.0006
5010.0,0.0006
5025.0,0.0006
5100.0,0.0005
