# Synthetic flood velocity hydrograph — case 086
# type=flash  V_peak=0.436 m/s  lead_ratio=0.132  alpha_v=2.448  recession_ratio_v=1.908
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0156
10.0,0.0658
15.0,0.1373
20.0,0.2149
25.0,0.2872
30.0,0.3472
35.0,0.3919
40.0,0.4205
45.0,0.4342
50.0,0.3889
55.0,0.3021
60.0,0.2346
65.0,0.1822
70.0,0.1415
75.0,0.1099
80.0,0.0853
85.0,0.0663
90.0,0.0515
95.0,0.04
100.0,0.031
105.0,0.0241
110.0,0.0187
115.0,0.0145
120.0,0.0113
125.0,0.0088
130.0,0.0068
135.0,0.0053
140.0,0.0041
145.0,0.0032
150.0,0.0025
155.0,0.0019
160.0,0.0015
165.0,0.0012
170.0,0.0009
175.0,0.0007
180.0,0.0005
185.0,0.0004
190.0,0.0003
215.0,0.0001
