# Synthetic flood velocity hydrograph — case 046
# type=short  V_peak=0.731 m/s  lead_ratio=0.010  alpha_v=1.773  recession_ratio_v=2.678
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0216
30.0,0.067
45.0,0.1252
60.0,0.1897
75.0,0.2565
90.0,0.3225
105.0,0.3857
120.0,0.4448
135.0,0.4987
150.0,0.5471
165.0,0.5896
180.0,0.626
195.0,0.6566
210.0,0.6814
225.0,0.7008
240.0,0.7151
255.0,0.7246
270.0,0.7298
285.0,0.7184
300.0,0.6556
315.0,0.5984
330.0,0.5461
345.0,0.4984
360.0,0.4548
375.0,0.4151
390.0,0.3788
405.0,0.3457
420.0,0.3155
435.0,0.288
450.0,0.2628
465.0,0.2398
480.0,0.2189
495.0,0.1998
510.0,0.1823
525.0,0.1664
540.0,0.1518
555.0,0.1386
570.0,0.1265
585.0,0.1154
600.0,0.1053
615.0,0.0961
630.0,0.0877
645.0,0.0801
660.0,0.0731
675.0,0.0667
690.0,0.0609
705.0,0.0555
720.0,0.0507
735.0,0.0463
750.0,0.0422
765.0,0.0385
780.0,0.0352
795.0,0.0321
810.0,0.0293
825.0,0.0267
840.0,0.0244
855.0,0.0223
870.0,0.0203
885.0,0.0185
900.0,0.0169
915.0,0.0154
930.0,0.0141
945.0,0.0129
960.0,0.0117
975.0,0.0107
990.0,0.0098
1005.0,0.0089
1020.0,0.0081
1095.0,0.0052
