# Synthetic flood velocity hydrograph — case 081
# type=short  V_peak=0.563 m/s  lead_ratio=0.016  alpha_v=1.292  recession_ratio_v=2.821
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0118
30.0,0.0282
45.0,0.0465
60.0,0.0658
75.0,0.0856
90.0,0.1058
105.0,0.126
120.0,0.1461
135.0,0.1661
150.0,0.1857
165.0,0.205
180.0,0.2239
195.0,0.2423
210.0,0.2602
225.0,0.2777
240.0,0.2946
255.0,0.3109
270.0,0.3267
285.0,0.3419
300.0,0.3566
315.0,0.3707
330.0,0.3842
345.0,0.3971
360.0,0.4095
375.0,0.4213
390.0,0.4325
405.0,0.4432
420.0,0.4534
435.0,0.463
450.0,0.4721
465.0,0.4807
480.0,0.4888
495.0,0.4964
510.0,0.5036
525.0,0.5102
540.0,0.5164
555.0,0.5222
570.0,0.5275
585.0,0.5324
600.0,0.5369
615.0,0.541
630.0,0.5447
645.0,0.548
660.0,0.551
675.0,0.5536
690.0,0.5558
705.0,0.5578
720.0,0.5594
735.0,0.5607
750.0,0.5617
765.0,0.5624
780.0,0.5628
795.0,0.563
810.0,0.5483
825.0,0.5317
840.0,0.5156
855.0,0.5
870.0,0.4849
885.0,0.4702
900.0,0.456
915.0,0.4422
930.0,0.4288
945.0,0.4158
960.0,0.4032
975.0,0.391
990.0,0.3792
1005.0,0.3677
1020.0,0.3566
1035.0,0.3458
1050.0,0.3354
1065.0,0.3252
1080.0,0.3154
1095.0,0.3058
1110.0,0.2966
1125.0,0.2876
1140.0,0.2789
1155.0,0.2705
1170.0,0.2623
1185.0,0.2543
1200.0,0.2466
1215.0,0.2392
1230.0,0.2319
1245.0,0.2249
1260.0,0.2181
1275.0,0.2115
1290.0,0.2051
1305.0,0.1989
1320.0,0.1929
1335.0,0.1871
1350.0,0.1814
1365.0,0.1759
1380.0,0.1706
1395.0,0.1654
1410.0,0.1604
1425.0,0.1556
1440.0,0.1509
1455.0,0.1463
1470.0,0.1419
1485.0,0.1376
1500.0,0.1334
1515.0,0.1294
1530.0,0.1255
1545.0,0.1217
1560.0,0.118
1575.0,0.1144
1590.0,0.111
1605.0,0.1076
1620.0,0.1043
1635.0,0.1012
1650.0,0.0981
1665.0,0.0952
1680.0,0.0923
1695.0,0.0895
1710.0,0.0868
1725.0,0.0842
1740.0,0.0816
1755.0,0.0791
1770.0,0.0767
1785.0,0.0744
1800.0,0.0722
1815.0,0.07
1830.0,0.0679
1845.0,0.0658
1860.0,0.0638
1875.0,0.0619
1890.0,0.06
1905.0,0.0582
1920.0,0.0564
1935.0,0.0547
1950.0,0.0531
1965.0,0.0515
1980.0,0.0499
1995.0,0.0484
2010.0,0.0469
2025.0,0.0455
2040.0,0.0441
2055.0,0.0428
2070.0,0.0415
2085.0,0.0403
2100.0,0.039
2115.0,0.0379
2130.0,0.0367
2145.0,0.0356
2160.0,0.0345
2175.0,0.0335
2190.0,0.0325
2205.0,0.0315
2220.0,0.0305
2235.0,0.0296
2250.0,0.0287
2265.0,0.0278
2280.0,0.027
2295.0,0.0262
2310.0,0.0254
2325.0,0.0246
2340.0,0.0239
2355.0,0.0232
2370.0,0.0225
2385.0,0.0218
2400.0,0.0211
2415.0,0.0205
2430.0,0.0199
2445.0,0.0193
2460.0,0.0187
2475.0,0.0181
2490.0,0.0176
2505.0,0.017
2520.0,0.0165
2535.0,0.016
2550.0,0.0155
2565.0,0.0151
2580.0,0.0146
2595.0,0.0142
2610.0,0.0137
2625.0,0.0133
2640.0,0.0129
2655.0,0.0125
2670.0,0.0121
2685.0,0.0118
2700.0,0.0114
2715.0,0.0111
2730.0,0.0107
2745.0,0.0104
2760.0,0.0101
2775.0,0.0098
2790.0,0.0095
2805.0,0.0092
2820.0,0.0089
2835.0,0.0087
2850.0,0.0084
2865.0,0.0081
2880.0,0.0079
2895.0,0.0077
2910.0,0.0074
2925.0,0.0072
2940.0,0.007
2955.0,0.0068
2970.0,0.0066
2985.0,0.0064
3000.0,0.0062
3015.0,0.006
3030.0,0.0058
3045.0,0.0056
3060.0,0.0055
3075.0,0.0053
3090.0,0.0051
3105.0,0.005
3120.0,0.0048
3135.0,0.0047
3150.0,0.0045
3165.0,0.0044
3180.0,0.0043
3195.0,0.0041
3210.0,0.004
3225.0,0.0039
3240.0,0.0038
3255.0,0.0037
3330.0,0.0031
