# Synthetic flood velocity hydrograph — case 013
# type=short  V_peak=0.324 m/s  lead_ratio=0.114  alpha_v=2.287  recession_ratio_v=3.161
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0026
30.0,0.0115
45.0,0.0262
60.0,0.0454
75.0,0.068
90.0,0.0926
105.0,0.1184
120.0,0.1443
135.0,0.1696
150.0,0.1938
165.0,0.2164
180.0,0.2372
195.0,0.2558
210.0,0.2721
225.0,0.2861
240.0,0.2978
255.0,0.3072
270.0,0.3144
285.0,0.3195
300.0,0.3226
315.0,0.3239
330.0,0.3081
345.0,0.2877
360.0,0.2686
375.0,0.2508
390.0,0.2342
405.0,0.2187
420.0,0.2042
435.0,0.1907
450.0,0.1781
465.0,0.1663
480.0,0.1553
495.0,0.145
510.0,0.1354
525.0,0.1264
540.0,0.1181
555.0,0.1102
570.0,0.1029
585.0,0.0961
600.0,0.0898
615.0,0.0838
630.0,0.0783
645.0,0.0731
660.0,0.0682
675.0,0.0637
690.0,0.0595
705.0,0.0556
720.0,0.0519
735.0,0.0484
750.0,0.0452
765.0,0.0422
780.0,0.0394
795.0,0.0368
810.0,0.0344
825.0,0.0321
840.0,0.03
855.0,0.028
870.0,0.0261
885.0,0.0244
900.0,0.0228
915.0,0.0213
930.0,0.0199
945.0,0.0186
960.0,0.0173
975.0,0.0162
990.0,0.0151
1005.0,0.0141
1020.0,0.0132
1035.0,0.0123
1050.0,0.0115
1065.0,0.0107
1080.0,0.01
1095.0,0.0094
1110.0,0.0087
1125.0,0.0082
1140.0,0.0076
1155.0,0.0071
1170.0,0.0066
1185.0,0.0062
1200.0,0.0058
1215.0,0.0054
1230.0,0.0051
1245.0,0.0047
1260.0,0.0044
1275.0,0.0041
1290.0,0.0038
1305.0,0.0036
1320.0,0.0033
1335.0,0.0031
1350.0,0.0029
1365.0,0.0027
1380.0,0.0025
1395.0,0.0024
1410.0,0.0022
1425.0,0.0021
1440.0,0.0019
1455.0,0.0018
1530.0,0.0013
