# Synthetic flood velocity hydrograph — case 033
# type=short  V_peak=0.850 m/s  lead_ratio=0.053  alpha_v=3.011  recession_ratio_v=2.835
# time (min), velocity (m/s)
0.0,0.0
15.0,0.0007
30.0,0.0052
45.0,0.0158
60.0,0.0337
75.0,0.0591
90.0,0.0917
105.0,0.1307
120.0,0.1751
135.0,0.2237
150.0,0.2753
165.0,0.3288
180.0,0.3829
195.0,0.4366
210.0,0.4891
225.0,0.5395
240.0,0.5872
255.0,0.6316
270.0,0.6723
285.0,0.709
300.0,0.7415
315.0,0.7696
330.0,0.7934
345.0,0.8129
360.0,0.8281
375.0,0.8391
390.0,0.8462
405.0,0.8496
420.0,0.8234
435.0,0.7761
450.0,0.7316
465.0,0.6895
480.0,0.6499
495.0,0.6126
510.0,0.5774
525.0,0.5443
540.0,0.513
555.0,0.4835
570.0,0.4558
585.0,0.4296
600.0,0.4049
615.0,0.3817
630.0,0.3597
645.0,0.3391
660.0,0.3196
675.0,0.3013
690.0,0.284
705.0,0.2676
720.0,0.2523
735.0,0.2378
750.0,0.2241
765.0,0.2113
780.0,0.1991
795.0,0.1877
810.0,0.1769
825.0,0.1667
840.0,0.1572
855.0,0.1481
870.0,0.1396
885.0,0.1316
900.0,0.1241
915.0,0.1169
930.0,0.1102
945.0,0.1039
960.0,0.0979
975.0,0.0923
990.0,0.087
1005.0,0.082
1020.0,0.0773
1035.0,0.0728
1050.0,0.0687
1065.0,0.0647
1080.0,0.061
1095.0,0.0575
1110.0,0.0542
1125.0,0.0511
1140.0,0.0482
1155.0,0.0454
1170.0,0.0428
1185.0,0.0403
1200.0,0.038
1215.0,0.0358
1230.0,0.0338
1245.0,0.0318
1260.0,0.03
1275.0,0.0283
1290.0,0.0267
1305.0,0.0251
1320.0,0.0237
1335.0,0.0223
1350.0,0.021
1365.0,0.0198
1380.0,0.0187
1395.0,0.0176
1410.0,0.0166
1425.0,0.0157
1440.0,0.0148
1455.0,0.0139
1470.0,0.0131
1485.0,0.0124
1500.0,0.0116
1515.0,0.011
1530.0,0.0103
1545.0,0.0098
1560.0,0.0092
1575.0,0.0087
1590.0,0.0082
1605.0,0.0077
1620.0,0.0073
1635.0,0.0068
1650.0,0.0064
1665.0,0.0061
1680.0,0.0057
1695.0,0.0054
1710.0,0.0051
1725.0,0.0048
1740.0,0.0045
1755.0,0.0043
1770.0,0.004
1785.0,0.0038
1800.0,0.0036
1815.0,0.0034
1830.0,0.0032
1845.0,0.003
1860.0,0.0028
1875.0,0.0027
1890.0,0.0025
1905.0,0.0024
1920.0,0.0022
1935.0,0.0021
1950.0,0.002
2025.0,0.0015
