# Synthetic flood velocity hydrograph — case 031
# type=flash  V_peak=0.205 m/s  lead_ratio=0.177  alpha_v=2.135  recession_ratio_v=1.434
# time (min), velocity (m/s)
0.0,0.0
5.0,0.001
10.0,0.0043
15.0,0.0095
20.0,0.0164
25.0,0.0246
30.0,0.0339
35.0,0.044
40.0,0.0547
45.0,0.0656
50.0,0.0768
55.0,0.0879
60.0,0.0989
65.0,0.1095
70.0,0.1199
75.0,0.1297
80.0,0.1391
85.0,0.1478
90.0,0.156
95.0,0.1635
100.0,0.1704
105.0,0.1766
110.0,0.1822
115.0,0.1871
120.0,0.1914
125.0,0.1951
130.0,0.1981
135.0,0.2005
140.0,0.2024
145.0,0.2038
150.0,0.2046
155.0,0.205
160.0,0.1903
165.0,0.1717
170.0,0.1549
175.0,0.1398
180.0,0.1262
185.0,0.1139
190.0,0.1028
195.0,0.0927
200.0,0.0837
205.0,0.0755
210.0,0.0681
215.0,0.0615
220.0,0.0555
225.0,0.0501
230.0,0.0452
235.0,0.0408
240.0,0.0368
245.0,0.0332
250.0,0.03
255.0,0.027
260.0,0.0244
265.0,0.022
270.0,0.0199
275.0,0.0179
280.0,0.0162
285.0,0.0146
290.0,0.0132
295.0,0.0119
300.0,0.0107
305.0,0.0097
310.0,0.0087
315.0,0.0079
320.0,0.0071
325.0,0.0064
330.0,0.0058
335.0,0.0052
340.0,0.0047
345.0,0.0043
350.0,0.0038
355.0,0.0035
360.0,0.0031
365.0,0.0028
370.0,0.0025
375.0,0.0023
380.0,0.0021
385.0,0.0019
390.0,0.0017
395.0,0.0015
400.0,0.0014
405.0,0.0012
410.0,0.0011
415.0,0.001
420.0,0.0009
425.0,0.0008
430.0,0.0007
435.0,0.0007
440.0,0.0006
445.0,0.0005
450.0,0.0005
455.0,0.0004
460.0,0.0004
465.0,0.0004
470.0,0.0003
475.0,0.0003
500.0,0.0002
