# Synthetic flood velocity hydrograph — case 020
# type=flash  V_peak=0.381 m/s  lead_ratio=0.171  alpha_v=1.562  recession_ratio_v=2.130
# time (min), velocity (m/s)
0.0,0.0
5.0,0.024
10.0,0.0638
15.0,0.1083
20.0,0.1529
25.0,0.1951
30.0,0.2336
35.0,0.2677
40.0,0.297
45.0,0.3215
50.0,0.3413
55.0,0.3567
60.0,0.3681
65.0,0.3756
70.0,0.3798
75.0,0.3767
80.0,0.3259
85.0,0.2819
90.0,0.2439
95.0,0.211
100.0,0.1826
105.0,0.1579
110.0,0.1366
115.0,0.1182
120.0,0.1023
125.0,0.0885
130.0,0.0765
135.0,0.0662
140.0,0.0573
145.0,0.0496
150.0,0.0429
155.0,0.0371
160.0,0.0321
165.0,0.0278
170.0,0.024
175.0,0.0208
180.0,0.018
185.0,0.0155
190.0,0.0135
195.0,0.0116
200.0,0.0101
205.0,0.0087
210.0,0.0075
215.0,0.0065
220.0,0.0056
225.0,0.0049
230.0,0.0042
235.0,0.0037
240.0,0.0032
245.0,0.0027
250.0,0.0024
255.0,0.002
260.0,0.0018
265.0,0.0015
270.0,0.0013
275.0,0.0011
300.0,0.0006
