# Synthetic flood velocity hydrograph — case 028
# type=flash  V_peak=0.536 m/s  lead_ratio=0.154  alpha_v=2.665  recession_ratio_v=1.153
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0009
10.0,0.0053
15.0,0.0141
20.0,0.0277
25.0,0.0457
30.0,0.0678
35.0,0.0932
40.0,0.1212
45.0,0.1512
50.0,0.1825
55.0,0.2145
60.0,0.2465
65.0,0.2782
70.0,0.3089
75.0,0.3384
80.0,0.3664
85.0,0.3925
90.0,0.4166
95.0,0.4386
100.0,0.4584
105.0,0.4758
110.0,0.491
115.0,0.5038
120.0,0.5144
125.0,0.5228
130.0,0.529
135.0,0.5332
140.0,0.5355
145.0,0.5187
150.0,0.4515
155.0,0.3929
160.0,0.342
165.0,0.2977
170.0,0.2591
175.0,0.2255
180.0,0.1962
185.0,0.1708
190.0,0.1487
195.0,0.1294
200.0,0.1126
205.0,0.098
210.0,0.0853
215.0,0.0742
220.0,0.0646
225.0,0.0562
230.0,0.0489
235.0,0.0426
240.0,0.0371
245.0,0.0323
250.0,0.0281
255.0,0.0244
260.0,0.0213
265.0,0.0185
270.0,0.0161
275.0,0.014
280.0,0.0122
285.0,0.0106
290.0,0.0092
295.0,0.008
300.0,0.007
305.0,0.0061
310.0,0.0053
315.0,0.0046
320.0,0.004
325.0,0.0035
330.0,0.003
335.0,0.0027
340.0,0.0023
345.0,0.002
350.0,0.0017
355.0,0.0015
360.0,0.0013
365.0,0.0012
370.0,0.001
375.0,0.0009
380.0,0.0008
385.0,0.0007
390.0,0.0006
395.0,0.0005
400.0,0.0004
405.0,0.0004
410.0,0.0003
435.0,0.0002
