# Synthetic flood velocity hydrograph — case 018
# type=prolonged  V_peak=1.190 m/s  lead_ratio=0.157  alpha_v=2.247  recession_ratio_v=2.166
# time (min), velocity (m/s)
0.0,0.0
60.0,0.003
120.0,0.0134
180.0,0.0315
240.0,0.0567
300.0,0.0882
360.0,0.1252
420.0,0.1668
480.0,0.2122
540.0,0.2606
600.0,0.3112
660.0,0.3634
720.0,0.4164
780.0,0.4698
840.0,0.523
900.0,0.5756
960.0,0.6271
1020.0,0.6773
1080.0,0.7259
1140.0,0.7725
1200.0,0.817
1260.0,0.8592
1320.0,0.8991
1380.0,0.9364
1440.0,0.9711
1500.0,1.0031
1560.0,1.0326
1620.0,1.0593
1680.0,1.0834
1740.0,1.1048
1800.0,1.1237
1860.0,1.1401
1920.0,1.154
1980.0,1.1655
2040.0,1.1746
2100.0,1.1816
2160.0,1.1864
2220.0,1.1892
2280.0,1.1857
2340.0,1.121
2400.0,1.0599
2460.0,1.0022
2520.0,0.9476
2580.0,0.8959
2640.0,0.8471
2700.0,0.8009
2760.0,0.7573
2820.0,0.716
2880.0,0.677
2940.0,0.6401
3000.0,0.6052
3060.0,0.5722
3120.0,0.541
3180.0,0.5115
3240.0,0.4836
3300.0,0.4573
3360.0,0.4323
3420.0,0.4088
3480.0,0.3865
3540.0,0.3654
3600.0,0.3455
3660.0,0.3267
3720.0,0.3089
3780.0,0.292
3840.0,0.2761
3900.0,0.2611
3960.0,0.2468
4020.0,0.2334
4080.0,0.2207
4140.0,0.2086
4200.0,0.1973
4260.0,0.1865
4320.0,0.1764
4380.0,0.1667
4440.0,0.1577
4500.0,0.1491
4560.0,0.1409
4620.0,0.1333
4680.0,0.126
4740.0,0.1191
4800.0,0.1126
4860.0,0.1065
4920.0,0.1007
4980.0,0.0952
5040.0,0.09
5100.0,0.0851
5160.0,0.0805
5220.0,0.0761
5280.0,0.0719
5340.0,0.068
5400.0,0.0643
5460.0,0.0608
5520.0,0.0575
5580.0,0.0544
5640.0,0.0514
5700.0,0.0486
5760.0,0.0459
5820.0,0.0434
5880.0,0.0411
5940.0,0.0388
6000.0,0.0367
6060.0,0.0347
6120.0,0.0328
6180.0,0.031
6240.0,0.0293
6300.0,0.0277
6360.0,0.0262
6420.0,0.0248
6480.0,0.0234
6540.0,0.0222
6600.0,0.021
6660.0,0.0198
6720.0,0.0187
6780.0,0.0177
6840.0,0.0168
6900.0,0.0158
6960.0,0.015
7020.0,0.0142
7080.0,0.0134
7140.0,0.0127
7200.0,0.012
7260.0,0.0113
7320.0,0.0107
7380.0,0.0101
7440.0,0.0096
7500.0,0.009
7560.0,0.0086
7620.0,0.0081
7680.0,0.0076
7740.0,0.0072
7800.0,0.0068
7860.0,0.0065
7920.0,0.0061
7980.0,0.0058
8040.0,0.0055
8100.0,0.0052
8160.0,0.0049
8220.0,0.0046
8280.0,0.0044
8340.0,0.0041
8400.0,0.0039
8460.0,0.0037
8520.0,0.0035
8580.0,0.0033
8640.0,0.0031
8700.0,0.0029
8760.0,0.0028
8820.0,0.0026
8880.0,0.0025
8940.0,0.0024
9000.0,0.0022
9060.0,0.0021
9360.0,0.0016
