# Synthetic flood velocity hydrograph — case 069
# type=prolonged  V_peak=0.539 m/s  lead_ratio=0.054  alpha_v=1.778  recession_ratio_v=3.140
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0027
120.0,0.0088
180.0,0.0175
240.0,0.0282
300.0,0.0406
360.0,0.0543
420.0,0.069
480.0,0.0846
540.0,0.1009
600.0,0.1177
660.0,0.1348
720.0,0.1521
780.0,0.1696
840.0,0.1871
900.0,0.2046
960.0,0.2219
1020.0,0.2389
1080.0,0.2558
1140.0,0.2723
1200.0,0.2884
1260.0,0.3042
1320.0,0.3195
1380.0,0.3344
1440.0,0.3488
1500.0,0.3627
1560.0,0.376
1620.0,0.3888
1680.0,0.4011
1740.0,0.4129
1800.0,0.424
1860.0,0.4346
1920.0,0.4447
1980.0,0.4542
2040.0,0.4632
2100.0,0.4716
2160.0,0.4794
2220.0,0.4867
2280.0,0.4935
2340.0,0.4998
2400.0,0.5056
2460.0,0.5108
2520.0,0.5156
2580.0,0.5199
2640.0,0.5237
2700.0,0.527
2760.0,0.53
2820.0,0.5324
2880.0,0.5345
2940.0,0.5362
3000.0,0.5374
3060.0,0.5383
3120.0,0.5388
3180.0,0.5386
3240.0,0.5239
3300.0,0.5096
3360.0,0.4957
3420.0,0.4822
3480.0,0.469
3540.0,0.4562
3600.0,0.4437
3660.0,0.4316
3720.0,0.4198
3780.0,0.4084
3840.0,0.3972
3900.0,0.3864
3960.0,0.3758
4020.0,0.3656
4080.0,0.3556
4140.0,0.3459
4200.0,0.3364
4260.0,0.3273
4320.0,0.3183
4380.0,0.3096
4440.0,0.3012
4500.0,0.2929
4560.0,0.2849
4620.0,0.2772
4680.0,0.2696
4740.0,0.2622
4800.0,0.2551
4860.0,0.2481
4920.0,0.2413
4980.0,0.2347
5040.0,0.2283
5100.0,0.2221
5160.0,0.216
5220.0,0.2101
5280.0,0.2044
5340.0,0.1988
5400.0,0.1934
5460.0,0.1881
5520.0,0.183
5580.0,0.178
5640.0,0.1731
5700.0,0.1684
5760.0,0.1638
5820.0,0.1593
5880.0,0.155
5940.0,0.1507
6000.0,0.1466
6060.0,0.1426
6120.0,0.1387
6180.0,0.1349
6240.0,0.1313
6300.0,0.1277
6360.0,0.1242
6420.0,0.1208
6480.0,0.1175
6540.0,0.1143
6600.0,0.1112
6660.0,0.1081
6720.0,0.1052
6780.0,0.1023
6840.0,0.0995
6900.0,0.0968
6960.0,0.0942
7020.0,0.0916
7080.0,0.0891
7140.0,0.0866
7200.0,0.0843
7260.0,0.082
7320.0,0.0797
7380.0,0.0776
7440.0,0.0754
7500.0,0.0734
7560.0,0.0714
7620.0,0.0694
7680.0,0.0675
7740.0,0.0657
7800.0,0.0639
7860.0,0.0622
7920.0,0.0605
7980.0,0.0588
8040.0,0.0572
8100.0,0.0556
8160.0,0.0541
8220.0,0.0526
8280.0,0.0512
8340.0,0.0498
8400.0,0.0484
8460.0,0.0471
8520.0,0.0458
8580.0,0.0446
8640.0,0.0434
8700.0,0.0422
8760.0,0.041
8820.0,0.0399
8880.0,0.0388
8940.0,0.0378
9000.0,0.0367
9060.0,0.0357
9120.0,0.0348
9180.0,0.0338
9240.0,0.0329
9300.0,0.032
9360.0,0.0311
9420.0,0.0303
9480.0,0.0294
9540.0,0.0286
9600.0,0.0278
9660.0,0.0271
9720.0,0.0263
9780.0,0.0256
9840.0,0.0249
9900.0,0.0242
9960.0,0.0236
10020.0,0.0229
10080.0,0.0223
10140.0,0.0217
10200.0,0.0211
10260.0,0.0205
10320.0,0.02
10380.0,0.0194
10440.0,0.0189
10500.0,0.0184
10560.0,0.0179
10620.0,0.0174
10680.0,0.0169
10740.0,0.0165
10800.0,0.016
10860.0,0.0156
10920.0,0.0151
10980.0,0.0147
11040.0,0.0143
11100.0,0.0139
11160.0,0.0136
11220.0,0.0132
11280.0,0.0128
11340.0,0.0125
11400.0,0.0121
11460.0,0.0118
11520.0,0.0115
11580.0,0.0112
11640.0,0.0109
11700.0,0.0106
11760.0,0.0103
11820.0,0.01
11880.0,0.0097
11940.0,0.0095
12000.0,0.0092
12060.0,0.009
12120.0,0.0087
12180.0,0.0085
12240.0,0.0082
12300.0,0.008
12360.0,0.0078
12420.0,0.0076
12480.0,0.0074
12540.0,0.0072
12600.0,0.007
12660.0,0.0068
12720.0,0.0066
12780.0,0.0064
12840.0,0.0062
12900.0,0.0061
12960.0,0.0059
13020.0,0.0057
13080.0,0.0056
13140.0,0.0054
13200.0,0.0053
13260.0,0.0051
13320.0,0.005
13380.0,0.0049
13440.0,0.0047
13500.0,0.0046
13560.0,0.0045
13620.0,0.0044
13680.0,0.0042
13740.0,0.0041
13800.0,0.004
13860.0,0.0039
13920.0,0.0038
13980.0,0.0037
14040.0,0.0036
14100.0,0.0035
14160.0,0.0034
14220.0,0.0033
14280.0,0.0032
14340.0,0.0031
14400.0,0.003
14460.0,0.003
14520.0,0.0029
14580.0,0.0028
14640.0,0.0027
14700.0,0.0026
14760.0,0.0026
14820.0,0.0025
14880.0,0.0024
14940.0,0.0024
15000.0,0.0023
15060.0,0.0022
15120.0,0.0022
15180.0,0.0021
15240.0,0.0021
15300.0,0.002
15360.0,0.002
15420.0,0.0019
15480.0,0.0018
15540.0,0.0018
15600.0,0.0017
15660.0,0.0017
15720.0,0.0017
15780.0,0.0016
15840.0,0.0016
15900.0,0.0015
15960.0,0.0015
16020.0,0.0014
16080.0,0.0014
16380.0,0.0012
