# Synthetic flood velocity hydrograph — case 039
# type=prolonged  V_peak=0.302 m/s  lead_ratio=0.170  alpha_v=2.855  recession_ratio_v=2.098
# time (min), velocity (m/s)
0.0,0.0
60.0,0.0002
120.0,0.0012
180.0,0.0035
240.0,0.0074
300.0,0.0129
360.0,0.02
420.0,0.0286
480.0,0.0387
540.0,0.05
600.0,0.0624
660.0,0.0756
720.0,0.0894
780.0,0.1038
840.0,0.1184
900.0,0.1331
960.0,0.1477
1020.0,0.1621
1080.0,0.1761
1140.0,0.1897
1200.0,0.2028
1260.0,0.2152
1320.0,0.2268
1380.0,0.2377
1440.0,0.2478
1500.0,0.257
1560.0,0.2654
1620.0,0.2729
1680.0,0.2794
1740.0,0.2851
1800.0,0.29
1860.0,0.2939
1920.0,0.2971
1980.0,0.2994
2040.0,0.301
2100.0,0.3018
2160.0,0.2963
2220.0,0.2786
2280.0,0.262
2340.0,0.2464
2400.0,0.2317
2460.0,0.2179
2520.0,0.2049
2580.0,0.1926
2640.0,0.1812
2700.0,0.1703
2760.0,0.1602
2820.0,0.1506
2880.0,0.1416
2940.0,0.1332
3000.0,0.1253
3060.0,0.1178
3120.0,0.1108
3180.0,0.1041
3240.0,0.0979
3300.0,0.0921
3360.0,0.0866
3420.0,0.0814
3480.0,0.0766
3540.0,0.072
3600.0,0.0677
3660.0,0.0637
3720.0,0.0599
3780.0,0.0563
3840.0,0.0529
3900.0,0.0498
3960.0,0.0468
4020.0,0.044
4080.0,0.0414
4140.0,0.0389
4200.0,0.0366
4260.0,0.0344
4320.0,0.0324
4380.0,0.0304
4440.0,0.0286
4500.0,0.0269
4560.0,0.0253
4620.0,0.0238
4680.0,0.0224
4740.0,0.021
4800.0,0.0198
4860.0,0.0186
4920.0,0.0175
4980.0,0.0165
5040.0,0.0155
5100.0,0.0146
5160.0,0.0137
5220.0,0.0129
5280.0,0.0121
5340.0,0.0114
5400.0,0.0107
5460.0,0.0101
5520.0,0.0095
5580.0,0.0089
5640.0,0.0084
5700.0,0.0079
5760.0,0.0074
5820.0,0.007
5880.0,0.0065
5940.0,0.0062
6000.0,0.0058
6060.0,0.0054
6120.0,0.0051
6180.0,0.0048
6240.0,0.0045
6300.0,0.0043
6360.0,0.004
6420.0,0.0038
6480.0,0.0035
6540.0,0.0033
6600.0,0.0031
6660.0,0.0029
6720.0,0.0028
6780.0,0.0026
6840.0,0.0024
6900.0,0.0023
6960.0,0.0022
7020.0,0.002
7080.0,0.0019
7140.0,0.0018
7200.0,0.0017
7260.0,0.0016
7320.0,0.0015
7380.0,0.0014
7440.0,0.0013
7500.0,0.0012
7560.0,0.0012
7620.0,0.0011
7680.0,0.001
7740.0,0.001
7800.0,0.0009
7860.0,0.0009
7920.0,0.0008
7980.0,0.0008
8040.0,0.0007
8100.0,0.0007
8160.0,0.0006
8220.0,0.0006
8280.0,0.0006
8340.0,0.0005
8400.0,0.0005
8460.0,0.0005
8520.0,0.0004
8580.0,0.0004
8640.0,0.0004
8940.0,0.0003
