# Synthetic flood velocity hydrograph — case 082
# type=flash  V_peak=1.103 m/s  lead_ratio=0.115  alpha_v=3.387  recession_ratio_v=1.680
# time (min), velocity (m/s)
0.0,0.0
5.0,0.0103
10.0,0.0765
15.0,0.2132
20.0,0.3989
25.0,0.5997
30.0,0.7853
35.0,0.9347
40.0,1.0375
45.0,1.0918
50.0,1.0237
55.0,0.7725
60.0,0.5829
65.0,0.4398
70.0,0.3319
75.0,0.2505
80.0,0.189
85.0,0.1426
90.0,0.1076
95.0,0.0812
100.0,0.0613
105.0,0.0462
110.0,0.0349
115.0,0.0263
120.0,0.0199
125.0,0.015
130.0,0.0113
135.0,0.0085
140.0,0.0064
145.0,0.0049
150.0,0.0037
155.0,0.0028
180.0,0.0007
